#Position (bp)	Coverage	Std
2.4663375365E9	0.0	0.0
2.4745177605E9	0.0	0.0
2.4826979845E9	0.0	0.0
2.4905097195E9	0.0	0.0
2.4945998315E9	0.0	0.0
2.495536211E9	0.0	0.0
2.499626323E9	0.0	0.0
2.5072386565E9	0.0	0.0
2.5154188805E9	0.0	0.0
2.5235991045E9	0.0	0.0
2.5317793285E9	0.0	0.0
2.5399595525E9	0.0	0.0
2.5481397765E9	0.0	0.0
2.5563200005E9	0.0	0.0
2.5645002245E9	0.0	0.0
2.5726804485E9	0.0	0.0
2.5780660515E9	0.0	0.0
2.579454338E9	0.0	0.0
2.579687553E9	0.0	0.0
2.579884248E9	0.0	0.0
2.582445654E9	0.0	0.0
2.5890408965E9	0.0	0.0
2.5972211205E9	0.0	0.0
2.6054013445E9	0.0	0.0
2.6135815685E9	0.0	0.0
2.6217617925E9	0.0	0.0
2.6299420165E9	0.0	0.0
2.6381222405E9	0.0	0.0
2.6463024645E9	0.0	0.0
2.6544826885E9	0.0	0.0
2.6594433045E9	0.0	0.0
2.6635334165E9	0.0	0.0
2.6708431365E9	0.0	0.0
2.6790233605E9	0.0	0.0
2.6872035845E9	0.0	0.0
2.6953838085E9	0.0	0.0
2.7035640325E9	0.0	0.0
2.7117442565E9	0.0	0.0
2.7173828965E9	0.0	0.0
2.7214730085E9	0.0	0.0
2.7281047045E9	0.0	0.0
2.7362849285E9	0.0	0.0
2.7444651525E9	0.0	0.0
2.7526453765E9	0.0	0.0
2.7608256005E9	0.0	0.0
2.7690058245E9	0.0	0.0
2.7771860485E9	0.0	0.0
2.782325876E9	0.0	0.0
2.786415988E9	0.0	0.0
2.7935464965E9	0.0	0.0
2.8017267205E9	0.0	0.0
2.8099069445E9	0.0	0.0
2.8180871685E9	0.0	0.0
2.8261314275E9	0.0	0.0
2.8302215395E9	0.0	0.0
2.8344476165E9	0.0	0.0
2.8426278405E9	0.0	0.0
2.8508080645E9	0.0	0.0
2.8589882885E9	0.0	0.0
2.8671685125E9	0.0	0.0
2.8753487365E9	0.0	0.0
2.8801714455E9	0.0	0.0
2.8809794195E9	0.0	0.0
2.881075568E9	0.0	0.0
2.8811862255E9	0.0	0.0
2.8813586365E9	0.0	0.0
2.881462567E9	0.0	0.0
2.8815749325E9	0.0	0.0
2.8817178115E9	0.0	0.0
2.881819418E9	0.0	0.0
2.881906098E9	0.0	0.0
2.8847810815E9	0.0	0.0
2.8917091845E9	0.0	0.0
2.8998894085E9	0.0	0.0
2.9080696325E9	0.0	0.0
2.9162498565E9	0.0	0.0
2.9244300805E9	0.0	0.0
2.9326103045E9	0.0	0.0
2.9407905285E9	0.0	0.0
2.9489707525E9	0.0	0.0
2.9571509765E9	0.0	0.0
2.9653312005E9	0.0	0.0
2.9735114245E9	0.0	0.0
2.9816916485E9	0.0	0.0
2.9898718725E9	0.0	0.0
2.9980520965E9	0.0	0.0
3.0062323205E9	0.0	0.0
3.0144125445E9	0.0	0.0
3.0225927685E9	0.0	0.0
3.0307729925E9	0.0	0.0
3.036423545E9	0.0	0.0
3.040513657E9	0.0	0.0
3.0471334405E9	0.0	0.0
3.0553136645E9	0.0	0.0
3.0634938885E9	0.0	0.0
3.0716741125E9	0.0	0.0
3.0798543365E9	0.0	0.0
3.0880345605E9	0.0	0.0
3.0936680365E9	0.0	0.0
3.0952300205E9	0.0	0.0
3.0952497775E9	0.0	0.0
3.095251997E9	0.0	0.0
3.0952540505E9	0.0	0.0
3.0952557575E9	0.0	0.0
3.0952672315E9	0.0	0.0
3.0952801775E9	0.0	0.0
3.095282986E9	0.0	0.0
3.0952843085E9	0.0	0.0
3.0952861685E9	0.0	0.0
3.0952878055E9	0.0	0.0
3.095294504E9	0.0	0.0
3.0953195485E9	0.0	0.0
3.095338983E9	0.0	0.0
3.0953408955E9	0.0	0.0
3.095343463E9	0.0	0.0
3.095345222E9	0.0	0.0
3.095346809E9	0.0	0.0
3.095349042E9	0.0	0.0
3.0953512725E9	0.0	0.0
3.095353364E9	0.0	0.0
3.095355108E9	0.0	0.0
3.095356321E9	0.0	0.0
3.0953577535E9	0.0	0.0
3.095359376E9	0.0	0.0
3.095556087E9	0.0	0.0
3.095752734E9	0.0	0.0
3.0957542375E9	0.0	0.0
3.0957570845E9	0.0	0.0
3.095805536E9	0.0	0.0
3.09590828E9	0.0	0.0
3.09596656E9	0.0	0.0
3.095969795E9	0.0	0.0
3.0959721615E9	0.0	0.0
3.0959744135E9	0.0	0.0
3.095976482E9	0.0	0.0
3.0959781075E9	0.0	0.0
3.095990102E9	0.0	0.0
3.0960705095E9	0.0	0.0
3.0961424095E9	0.0	0.0
3.09614931E9	0.0	0.0
3.096156554E9	0.0	0.0
3.096162411E9	0.0	0.0
3.096166714E9	0.0	0.0
3.09616929E9	0.0	0.0
3.096171731E9	0.0	0.0
3.0961743065E9	0.0	0.0
3.096175887E9	0.0	0.0
3.096222038E9	0.0	0.0
3.0962682935E9	0.0	0.0
3.096269694E9	0.0	0.0
3.0962711935E9	0.0	0.0
3.096273378E9	0.0	0.0
3.096275639E9	0.0	0.0
3.0962799385E9	0.0	0.0
3.096298978E9	0.0	0.0
3.0963367315E9	0.0	0.0
3.096361311E9	0.0	0.0
3.09636591E9	0.0	0.0
3.0963714185E9	0.0	0.0
3.0963777495E9	0.0	0.0
3.096382349E9	0.0	0.0
3.0963867675E9	0.0	0.0
3.0963904915E9	0.0	0.0
3.0963918375E9	0.0	0.0
3.0963930415E9	0.0	0.0
3.096395075E9	0.0	0.0
3.0963969485E9	0.0	0.0
3.0963981865E9	0.0	0.0
3.0963996145E9	0.0	0.0
3.0964008415E9	0.0	0.0
3.096401915E9	0.0	0.0
3.096403377E9	0.0	0.0
3.096405706E9	0.0	0.0
3.0964088985E9	0.0	0.0
3.0964148235E9	0.0	0.0
3.0964195075E9	0.0	0.0
3.096420554E9	0.0	0.0
3.0964217255E9	0.0	0.0
3.096423568E9	0.0	0.0
3.09642553E9	0.0	0.0
3.09642687E9	0.0	0.0
3.0964283815E9	0.0	0.0
3.0964299295E9	0.0	0.0
3.0964310225E9	0.0	0.0
3.0964324015E9	0.0	0.0
3.0964340375E9	0.0	0.0
3.0964356545E9	0.0	0.0
3.0964371835E9	0.0	0.0
3.0964386665E9	0.0	0.0
3.096439981E9	0.0	0.0
3.0964414315E9	0.0	0.0
3.0964428915E9	0.0	0.0
3.096445494E9	0.0	0.0
3.0964481695E9	0.0	0.0
3.0964500655E9	0.0	0.0
3.0964522185E9	0.0	0.0
3.096453769E9	0.0	0.0
3.0964556835E9	0.0	0.0
3.096458275E9	0.0	0.0
3.0964636735E9	0.0	0.0
3.0964714905E9	0.0	0.0
3.0965667595E9	0.0	0.0
3.0967478065E9	0.0	0.0
3.0969183065E9	0.0	0.0
3.097089054E9	0.0	0.0
3.0972576165E9	0.0	0.0
3.0973438365E9	0.0	0.0
3.09743346E9	0.0	0.0
3.0976209085E9	0.0	0.0
3.0978104735E9	0.0	0.0
3.097915655E9	0.0	0.0
3.0979698435E9	0.0	0.0
3.098102454E9	0.0	0.0
3.098248482E9	0.0	0.0
3.098374522E9	0.0	0.0
3.0985283265E9	0.0	0.0
3.0986781225E9	0.0	0.0
3.0987849655E9	0.0	0.0
3.098836533E9	0.0	0.0
3.09887499E9	0.0	0.0
3.0989331465E9	0.0	0.0
3.099008567E9	0.0	0.0
3.0991130515E9	0.0	0.0
3.09927528E9	0.0	0.0
3.0994569535E9	0.0	0.0
3.099625831E9	0.0	0.0
3.099939976E9	0.0	0.0
3.100239222E9	0.0	0.0
3.1003785515E9	0.0	0.0
3.1006049775E9	0.0	0.0
3.1009327175E9	0.0	0.0
3.1011907865E9	0.0	0.0
3.1013569545E9	0.0	0.0
3.1014625E9	0.0	0.0
3.1015782245E9	0.0	0.0
3.101741649E9	0.0	0.0
3.101882336E9	0.0	0.0
3.1022283555E9	0.0	0.0
3.1025648765E9	0.0	0.0
3.1028559375E9	0.0	0.0
3.103251003E9	0.0	0.0
3.103522121E9	0.0	0.0
3.103670245E9	0.0	0.0
3.103952889E9	0.0	0.0
3.1042843405E9	0.0	0.0
3.1046427135E9	0.0	0.0
3.104980438E9	0.0	0.0
3.105233368E9	0.0	0.0
3.105489105E9	0.0	0.0
3.105666167E9	0.0	0.0
3.1059760685E9	0.0	0.0
3.1064074795E9	0.0	0.0
3.106819913E9	0.0	0.0
3.1072144165E9	0.0	0.0
3.107529792E9	0.0	0.0
3.107725438E9	0.0	0.0
3.1078962215E9	0.0	0.0
3.10813207E9	0.0	0.0
3.108337823E9	0.0	0.0
3.1084378535E9	0.0	0.0
3.108535385E9	0.0	0.0
3.108737092E9	0.0	0.0
3.1089874105E9	0.0	0.0
3.109168307E9	0.007315244359641797	0.15774670486800935
3.1093681945E9	0.0	0.0
3.1095743985E9	0.0	0.0
3.1097081965E9	0.0	0.0
3.1097803955E9	0.0	0.0
3.109869908E9	0.0	0.0
3.1101032155E9	0.0	0.0
3.110411803E9	0.0	0.0
3.110631732E9	0.0	0.0
3.1108318625E9	0.0	0.0
3.111160456E9	0.0	0.0
3.1114860105E9	0.0	0.0
3.111703931E9	0.0	0.0
3.111874628E9	0.0	0.0
3.112012165E9	0.0	0.0
3.112262819E9	0.0	0.0
3.1124889075E9	0.0	0.0
3.112870415E9	0.0	0.0
3.1133283425E9	0.0	0.0
3.113490898E9	0.0	0.0
3.1136924305E9	0.0	0.0
3.1139869705E9	0.29663846755860324	2.366877551326474
3.1142439935E9	0.0	0.0
3.114436565E9	0.004303327189138402	0.08962632102080849
3.114542911E9	0.0	0.0
3.114706923E9	0.0	0.0
3.11492058E9	0.022381269740082872	0.4671095174840858
3.115077922E9	0.008253065876773916	0.1667504896074452
3.11538312E9	0.0	0.0
3.1159120815E9	0.0	0.0
3.116436127E9	0.0	0.0
3.116776458E9	0.0	0.0
3.1169775375E9	0.0	0.0
3.1202512675E9	0.0	0.0
3.1235679695E9	0.0	0.0
3.1237794065E9	0.0	0.0
3.1239094415E9	0.0	0.0
3.1240435375E9	0.0	0.0
3.1242080385E9	0.0	0.0
3.124357029E9	0.0	0.0
3.1245891605E9	0.0	0.0
3.1247669465E9	0.0	0.0
3.1248126095E9	0.0	0.0
3.125040091E9	0.0	0.0
3.1254446955E9	0.0	0.0
3.1258012495E9	0.0	0.0
3.126040475E9	0.0	0.0
3.126272127E9	0.01294110447557029	0.3116601971060317
3.126543298E9	0.0	0.0
3.1267182125E9	0.0	0.0
3.126768028E9	0.0	0.0
3.1268736715E9	0.0	0.0
3.1271072025E9	0.0	0.0
3.1273440395E9	0.0	0.0
3.1275312795E9	0.0	0.0
3.1277565655E9	0.0	0.0
3.1280490095E9	0.0	0.0
3.12827207E9	0.0	0.0
3.128433092E9	0.0	0.0
3.128632213E9	0.0	0.0
3.12882346E9	0.0	0.0
3.129056988E9	0.0	0.0
3.1292987855E9	0.0	0.0
3.129412393E9	0.0	0.0
3.129489459E9	0.0	0.0
3.129598558E9	0.0	0.0
3.1301766385E9	0.0	0.0
3.130796323E9	0.0	0.0
3.1311631075E9	0.0	0.0
3.131539315E9	0.0	0.0
3.1317324075E9	0.0	0.0
3.1319776165E9	0.0	0.0
3.132167766E9	0.0	0.0
3.132243377E9	0.0	0.0
3.132363713E9	0.0	0.0
3.1325895665E9	0.0	0.0
3.1328820715E9	0.0	0.0
3.1330870275E9	0.0	0.0
3.1333266455E9	0.0	0.0
3.1335891015E9	0.0	0.0
3.133676829E9	0.0	0.0
3.133698211E9	0.0	0.0
3.1337903195E9	0.0	0.0
3.1339264405E9	0.0	0.0
3.1340676525E9	0.3426426917656533	2.2617039508798245
3.1341798215E9	0.007829464476863321	0.1009178903319172
3.1343156785E9	0.0	0.0
3.13461843E9	6.53835458924854E-4	0.025570206470125617
3.1351634875E9	0.0	0.0
3.1356410675E9	0.0	0.0
3.1358590805E9	0.0	0.0
3.1384444605E9	0.0	0.0
3.141074979E9	6.448535724506343E-4	0.02539396724520677
3.1412732365E9	0.0	0.0
3.144090681E9	0.0	0.0
3.1480235875E9	0.0	0.0
3.149296255E9	0.0	0.0
3.149480887E9	0.0	0.0
3.149624415E9	0.0	0.0
3.1497028045E9	0.0	0.0
3.14997252E9	0.0	0.0
3.151176285E9	0.0	0.0
3.152275326E9	0.0	0.0
3.152544541E9	0.0	0.0
3.152717577E9	0.0	0.0
3.1528414495E9	0.0	0.0
3.153066977E9	0.009233148528478037	0.21606393010263036
3.1532768905E9	0.0	0.0
3.153423206E9	0.0	0.0
3.1536387135E9	0.0	0.0
3.153900307E9	0.0	0.0
3.154082131E9	0.0	0.0
3.154168855E9	0.0	0.0
3.1542787955E9	0.0	0.0
3.154462939E9	0.0	0.0
3.154680911E9	0.0	0.0
3.155000026E9	0.0	0.0
3.1552502545E9	0.0	0.0
3.155543372E9	0.0	0.0
3.155992649E9	0.0	0.0
3.156380802E9	0.0	0.0
3.1566482235E9	0.0	0.0
3.1568152895E9	0.0	0.0
3.156984458E9	0.0	0.0
3.1572152845E9	0.0	0.0
3.157464255E9	0.0	0.0
3.157584784E9	0.0	0.0
3.157682746E9	0.0	0.0
3.157851487E9	0.0	0.0
3.158023942E9	0.0	0.0
3.158157221E9	0.0	0.0
3.158287691E9	0.0	0.0
3.1584797975E9	0.0	0.0
3.158641633E9	0.0	0.0
3.158777541E9	0.0	0.0
3.158936018E9	0.0	0.0
3.159087346E9	0.0	0.0
3.159425571E9	0.0	0.0
3.1598914975E9	0.0	0.0
3.160328333E9	0.0	0.0
3.1606372655E9	0.0	0.0
3.1607935115E9	0.0	0.0
3.160958851E9	0.0	0.0
3.161122739E9	0.0	0.0
3.1612718335E9	0.0	0.0
3.161350562E9	0.0	0.0
3.161407228E9	0.0	0.0
3.1615517485E9	0.0	0.0
3.161654468E9	0.0	0.0
3.1616775975E9	0.0	0.0
3.1617261055E9	0.0	0.0
3.1619617655E9	0.0	0.0
3.1621706685E9	0.0	0.0
3.1622021925E9	0.0	0.0
3.1623312385E9	0.0	0.0
3.1624866745E9	0.0	0.0
3.1627144715E9	0.0	0.0
3.163019829E9	0.0	0.0
3.1632027285E9	0.0	0.0
3.163350135E9	0.0	0.0
3.163533997E9	0.0	0.0
3.1636803505E9	0.0	0.0
3.1639187745E9	0.0	0.0
3.1641271935E9	0.0	0.0
3.1646081515E9	0.0	0.0
3.165276781E9	0.0	0.0
3.1655724985E9	0.0	0.0
3.165701052E9	0.0	0.0
3.165769172E9	0.0	0.0
3.165827099E9	0.0	0.0
3.165974355E9	0.0	0.0
3.1661464755E9	0.0	0.0
3.1662784785E9	0.0	0.0
3.166416694E9	0.0	0.0
3.166552224E9	0.0	0.0
3.166676431E9	0.0	0.0
3.166786678E9	0.0	0.0
3.166889793E9	0.0	0.0
3.166999769E9	0.0	0.0
3.1671487625E9	0.0	0.0
3.1673166345E9	0.0	0.0
3.167483999E9	0.0	0.0
3.167625168E9	0.0	0.0
3.1677918155E9	0.0	0.0
3.167994205E9	0.0	0.0
3.168171365E9	0.0	0.0
3.1683823155E9	0.0	0.0
3.1685629585E9	0.0	0.0
3.1687221315E9	0.0	0.0
3.168906002E9	0.0	0.0
3.1690794185E9	0.0	0.0
3.1692817435E9	0.0	0.0
3.16957996E9	0.0	0.0
3.169824025E9	0.0	0.0
3.1701732345E9	0.0	0.0
3.170545955E9	0.0	0.0
3.1707077055E9	0.0	0.0
3.1708499295E9	0.0	0.0
3.1710128575E9	0.0	0.0
3.1712378775E9	0.0	0.0
3.1714229935E9	0.0	0.0
3.171575583E9	0.0	0.0
3.1717629595E9	0.0	0.0
3.1719021785E9	0.0	0.0
3.1720569685E9	0.0	0.0
3.1722526735E9	0.0	0.0
3.1731309325E9	0.0	0.0
3.1739373965E9	0.0	0.0
3.173998501E9	0.0	0.0
3.1741354755E9	0.0	0.0
3.174308559E9	0.0	0.0
3.1744612345E9	0.0	0.0
3.1768633675E9	0.0	0.0
3.1792874585E9	0.0	0.0
3.1794514365E9	0.0	0.0
3.1795898785E9	0.0	0.0
3.1800874865E9	0.0	0.0
3.180560229E9	0.0	0.0
3.180690643E9	0.0	0.0
3.1808823225E9	0.0	0.0
3.1811169815E9	0.0	0.0
3.1813318485E9	0.0	0.0
3.1815156175E9	0.0	0.0
3.1816994935E9	0.0	0.0
3.181838168E9	0.0	0.0
3.182002448E9	0.0	0.0
