Sample	Bacteria	Eukaryota	Viruses	Archaea	Unclassified
MUX10202.WHB7276.unmapped-both-read-and-mate	3776.0	593.0	3.0	nan	11433.0
MUX10202.WHB7280.unmapped-both-read-and-mate	2380.0	494.0	1.0	1.0	9143.0
MUX10202.WHB7281.unmapped-both-read-and-mate	3043.0	468.0	1.0	2.0	10243.0
MUX10202.WHB7283.unmapped-both-read-and-mate	3559.0	589.0	2.0	1.0	11728.0
MUX10203.WHB7278.unmapped-both-read-and-mate	3119.0	595.0	1.0	1.0	12603.0
MUX10203.WHB7279.unmapped-both-read-and-mate	3317.0	516.0	1.0	nan	11924.0
MUX10203.WHB7282.unmapped-both-read-and-mate	2368.0	622.0	1.0	2.0	12143.0
MUX10203.WHB7284.unmapped-both-read-and-mate	4381.0	695.0	1.0	1.0	14990.0
MUX10203.WHB7285.unmapped-both-read-and-mate	2879.0	524.0	1.0	nan	11770.0
MUX10204.WHB7286.unmapped-both-read-and-mate	4851.0	543.0	7.0	nan	11940.0
MUX10204.WHB7287.unmapped-both-read-and-mate	10274.0	715.0	1.0	4.0	20921.0
MUX10204.WHB7288.unmapped-both-read-and-mate	3374.0	428.0	3.0	nan	10510.0
MUX10204.WHB7290.unmapped-both-read-and-mate	4318.0	673.0	2.0	1.0	15666.0
MUX10204.WHB7296.unmapped-both-read-and-mate	4816.0	525.0	1.0	nan	13352.0
MUX10205.WHB7289.unmapped-both-read-and-mate	3021.0	590.0	nan	3.0	12075.0
MUX10205.WHB7291.unmapped-both-read-and-mate	2113.0	678.0	nan	nan	12658.0
MUX10205.WHB7292.unmapped-both-read-and-mate	1993.0	551.0	13.0	1.0	10101.0
MUX10205.WHB7293.unmapped-both-read-and-mate	2484.0	435.0	nan	nan	9617.0
MUX10205.WHB7294.unmapped-both-read-and-mate	3085.0	576.0	14.0	nan	12058.0
MUX10206.WHB7295.unmapped-both-read-and-mate	2950.0	643.0	nan	nan	13200.0
MUX10206.WHB7297.unmapped-both-read-and-mate	3239.0	733.0	3.0	nan	14354.0
MUX10206.WHB7298.unmapped-both-read-and-mate	5039.0	680.0	2.0	1.0	14376.0
MUX10206.WHB7299.unmapped-both-read-and-mate	4528.0	750.0	53.0	2.0	16046.0
MUX10206.WHB7300.unmapped-both-read-and-mate	2651.0	585.0	nan	3.0	13350.0
MUX10207.WHB7301.unmapped-both-read-and-mate	4459.0	901.0	1.0	1.0	32559.0
MUX10207.WHB7302.unmapped-both-read-and-mate	3122.0	693.0	5.0	nan	26296.0
MUX10207.WHB7303.unmapped-both-read-and-mate	4431.0	797.0	nan	nan	32928.0
MUX10207.WHB7304.unmapped-both-read-and-mate	4629.0	716.0	4.0	2.0	29885.0
MUX10207.WHB7307.unmapped-both-read-and-mate	3904.0	929.0	5.0	1.0	38390.0
MUX10208.WHB7305.unmapped-both-read-and-mate	2761.0	702.0	nan	1.0	30965.0
MUX10208.WHB7306.unmapped-both-read-and-mate	4018.0	865.0	2.0	nan	40877.0
MUX10208.WHB7308.unmapped-both-read-and-mate	5010.0	933.0	2.0	2.0	46514.0
MUX10208.WHB7309.unmapped-both-read-and-mate	3565.0	748.0	1.0	nan	34947.0
MUX10208.WHB7310.unmapped-both-read-and-mate	3500.0	677.0	3.0	1.0	29681.0
MUX10209.WHB7312.unmapped-both-read-and-mate	4096.0	687.0	8.0	nan	29526.0
MUX10209.WHB7313.unmapped-both-read-and-mate	3462.0	892.0	2.0	nan	39776.0
MUX10209.WHB7314.unmapped-both-read-and-mate	2092.0	821.0	nan	nan	28388.0
MUX10209.WHB7315.unmapped-both-read-and-mate	4267.0	769.0	nan	3.0	30205.0
MUX10209.WHB7321.unmapped-both-read-and-mate	2852.0	1138.0	1.0	2.0	49570.0
MUX10210.WHB7311.unmapped-both-read-and-mate	1992.0	658.0	2.0	1.0	25351.0
MUX10210.WHB7316.unmapped-both-read-and-mate	3000.0	598.0	3.0	nan	25124.0
MUX10210.WHB7317.unmapped-both-read-and-mate	2155.0	662.0	70.0	nan	34343.0
MUX10210.WHB7318.unmapped-both-read-and-mate	3061.0	946.0	5.0	nan	40752.0
MUX10210.WHB7319.unmapped-both-read-and-mate	4293.0	838.0	3.0	4.0	35017.0
MUX10211.WHB7320.unmapped-both-read-and-mate	3050.0	503.0	1.0	2.0	21367.0
MUX10211.WHB7322.unmapped-both-read-and-mate	3548.0	678.0	4.0	1.0	26984.0
MUX10211.WHB7323.unmapped-both-read-and-mate	2881.0	935.0	1.0	nan	30255.0
MUX10211.WHB7324.unmapped-both-read-and-mate	3093.0	755.0	4.0	nan	29272.0
MUX10211.WHB7325.unmapped-both-read-and-mate	4105.0	693.0	3.0	3.0	23901.0
MUX10212.WHB7326.unmapped-both-read-and-mate	3722.0	736.0	3.0	nan	27401.0
MUX10212.WHB7327.unmapped-both-read-and-mate	4527.0	733.0	nan	3.0	26172.0
MUX10212.WHB7328.unmapped-both-read-and-mate	2290.0	586.0	1.0	nan	26648.0
MUX10212.WHB7329.unmapped-both-read-and-mate	2410.0	671.0	7.0	4.0	22537.0
MUX10212.WHB7330.unmapped-both-read-and-mate	2959.0	673.0	1.0	nan	24814.0
MUX10213.WHB7331.unmapped-both-read-and-mate	3815.0	596.0	4.0	nan	21919.0
MUX10213.WHB7332.unmapped-both-read-and-mate	2904.0	616.0	1.0	2.0	24537.0
MUX10213.WHB7333.unmapped-both-read-and-mate	4090.0	680.0	1.0	nan	29186.0
MUX10213.WHB7334.unmapped-both-read-and-mate	2650.0	579.0	nan	nan	22122.0
MUX10213.WHB7335.unmapped-both-read-and-mate	2996.0	660.0	8.0	1.0	24165.0
MUX10214.WHB7236.unmapped-both-read-and-mate	2449.0	741.0	5.0	1.0	23449.0
MUX10214.WHB7237.unmapped-both-read-and-mate	3655.0	827.0	3.0	nan	26225.0
MUX10214.WHB7238.unmapped-both-read-and-mate	3942.0	711.0	2.0	nan	28027.0
MUX10214.WHB7239.unmapped-both-read-and-mate	3821.0	785.0	1.0	nan	25483.0
MUX10214.WHB7240.unmapped-both-read-and-mate	6726.0	826.0	nan	nan	30918.0
MUX10227.WHB7336.unmapped-both-read-and-mate	2988.0	293.0	5.0	nan	5003.0
MUX10227.WHB7337.unmapped-both-read-and-mate	2592.0	326.0	3.0	nan	5874.0
MUX10227.WHB7338.unmapped-both-read-and-mate	3386.0	379.0	1.0	1.0	6382.0
MUX10227.WHB7339.unmapped-both-read-and-mate	2853.0	441.0	1.0	nan	6186.0
MUX10227.WHB7340.unmapped-both-read-and-mate	4310.0	423.0	6.0	1.0	6967.0
MUX10228.WHB7341.unmapped-both-read-and-mate	3410.0	407.0	3.0	nan	6285.0
MUX10228.WHB7342.unmapped-both-read-and-mate	2456.0	322.0	nan	nan	4957.0
MUX10228.WHB7343.unmapped-both-read-and-mate	4704.0	367.0	nan	1.0	6045.0
MUX10228.WHB7344.unmapped-both-read-and-mate	2449.0	315.0	2.0	1.0	4542.0
MUX10228.WHB7345.unmapped-both-read-and-mate	2274.0	378.0	nan	nan	5218.0
MUX10229.WHB7346.unmapped-both-read-and-mate	3835.0	333.0	5.0	nan	6354.0
MUX10229.WHB7347.unmapped-both-read-and-mate	2875.0	296.0	2.0	nan	4749.0
MUX10229.WHB7349.unmapped-both-read-and-mate	3167.0	318.0	1.0	1.0	5319.0
MUX10229.WHB7350.unmapped-both-read-and-mate	3411.0	417.0	nan	nan	6278.0
MUX10229.WHB7353.unmapped-both-read-and-mate	4722.0	483.0	nan	3.0	8165.0
MUX10230.WHB7348.unmapped-both-read-and-mate	2211.0	332.0	2.0	nan	4795.0
MUX10230.WHB7351.unmapped-both-read-and-mate	3706.0	417.0	nan	1.0	6916.0
MUX10230.WHB7352.unmapped-both-read-and-mate	2776.0	294.0	2.0	nan	4961.0
MUX10230.WHB7354.unmapped-both-read-and-mate	2530.0	331.0	1.0	1.0	4962.0
MUX10230.WHB7355.unmapped-both-read-and-mate	2986.0	581.0	1.0	3.0	7518.0
MUX10231.WHB10640.unmapped-both-read-and-mate	3299.0	423.0	3.0	5.0	6820.0
MUX10231.WHB10641.unmapped-both-read-and-mate	2180.0	252.0	nan	nan	5313.0
MUX10231.WHB10642.unmapped-both-read-and-mate	1681.0	317.0	nan	nan	4610.0
MUX10231.WHB10643.unmapped-both-read-and-mate	3062.0	413.0	2.0	nan	5944.0
MUX10231.WHB10644.unmapped-both-read-and-mate	1356.0	326.0	1.0	1.0	4249.0
MUX10232.WHB10645.unmapped-both-read-and-mate	2621.0	370.0	nan	nan	5681.0
MUX10232.WHB10646.unmapped-both-read-and-mate	1704.0	318.0	nan	nan	4324.0
MUX10232.WHB10647.unmapped-both-read-and-mate	2330.0	339.0	nan	nan	4943.0
MUX10232.WHB10648.unmapped-both-read-and-mate	2872.0	408.0	3.0	nan	5891.0
MUX10232.WHB10649.unmapped-both-read-and-mate	1519.0	358.0	nan	1.0	4096.0
MUX10233.WHB10650.unmapped-both-read-and-mate	1734.0	351.0	11.0	1.0	4144.0
MUX10233.WHB10651.unmapped-both-read-and-mate	1774.0	351.0	nan	nan	4321.0
MUX10233.WHB10652.unmapped-both-read-and-mate	1481.0	346.0	nan	nan	3709.0
MUX10233.WHB10653.unmapped-both-read-and-mate	3162.0	378.0	nan	nan	5841.0
MUX10233.WHB10654.unmapped-both-read-and-mate	3068.0	370.0	7.0	nan	5282.0
MUX10234.WHB10655.unmapped-both-read-and-mate	2872.0	363.0	nan	nan	5694.0
MUX10234.WHB10656.unmapped-both-read-and-mate	1727.0	477.0	1.0	nan	5720.0
MUX10234.WHB10657.unmapped-both-read-and-mate	2483.0	369.0	10.0	1.0	5571.0
MUX10234.WHB10658.unmapped-both-read-and-mate	1536.0	391.0	53.0	nan	4683.0
MUX10234.WHB10659.unmapped-both-read-and-mate	1526.0	320.0	nan	nan	4366.0
MUX10243.WHB7356.unmapped-both-read-and-mate	3862.0	779.0	5.0	4.0	18970.0
MUX10243.WHB7357.unmapped-both-read-and-mate	25718.0	653.0	5.0	1.0	26214.0
MUX10243.WHB7358.unmapped-both-read-and-mate	40563.0	640.0	nan	2.0	30975.0
MUX10243.WHB7359.unmapped-both-read-and-mate	48874.0	566.0	nan	4.0	34323.0
MUX10243.WHB7360.unmapped-both-read-and-mate	68313.0	743.0	1.0	9.0	45636.0
MUX10244.WHB7362.unmapped-both-read-and-mate	43572.0	387.0	nan	nan	27229.0
MUX10244.WHB7363.unmapped-both-read-and-mate	24318.0	508.0	nan	1.0	21992.0
MUX10244.WHB7364.unmapped-both-read-and-mate	40392.0	425.0	2.0	5.0	27209.0
MUX10244.WHB7366.unmapped-both-read-and-mate	27996.0	494.0	2.0	5.0	21731.0
MUX10245.WHB7365.unmapped-both-read-and-mate	30125.0	527.0	1.0	2.0	22756.0
MUX10245.WHB7368.unmapped-both-read-and-mate	39983.0	613.0	4.0	3.0	28503.0
MUX10245.WHB7406.unmapped-both-read-and-mate	28691.0	602.0	nan	1.0	22100.0
MUX10245.WHB7408.unmapped-both-read-and-mate	534.0	550.0	2.0	nan	9774.0
MUX10245.WHB7429.unmapped-both-read-and-mate	96980.0	453.0	1.0	10.0	49306.0
MUX10246.WHB7367.unmapped-both-read-and-mate	62553.0	618.0	3.0	4.0	38999.0
MUX10246.WHB7369.unmapped-both-read-and-mate	46532.0	550.0	nan	1.0	33529.0
MUX10246.WHB7370.unmapped-both-read-and-mate	35178.0	685.0	nan	2.0	26906.0
MUX10246.WHB7371.unmapped-both-read-and-mate	54927.0	664.0	3.0	3.0	37305.0
MUX10246.WHB7372.unmapped-both-read-and-mate	47977.0	596.0	2.0	7.0	33839.0
MUX10247.WHB7373.unmapped-both-read-and-mate	45184.0	416.0	1.0	4.0	26259.0
MUX10247.WHB7374.unmapped-both-read-and-mate	59960.0	527.0	nan	1.0	33339.0
MUX10247.WHB7375.unmapped-both-read-and-mate	46735.0	423.0	5.0	1.0	25539.0
MUX10247.WHB7376.unmapped-both-read-and-mate	44278.0	495.0	2.0	5.0	25387.0
MUX10247.WHB7377.unmapped-both-read-and-mate	40129.0	513.0	nan	4.0	24770.0
MUX10248.WHB7378.unmapped-both-read-and-mate	48436.0	542.0	3.0	1.0	29910.0
MUX10248.WHB7379.unmapped-both-read-and-mate	63342.0	483.0	5.0	8.0	33295.0
MUX10248.WHB7380.unmapped-both-read-and-mate	41146.0	407.0	nan	nan	23248.0
MUX10248.WHB7381.unmapped-both-read-and-mate	46730.0	531.0	2.0	2.0	27524.0
MUX10248.WHB7382.unmapped-both-read-and-mate	41129.0	499.0	nan	3.0	24463.0
MUX10249.WHB7383.unmapped-both-read-and-mate	49393.0	567.0	nan	3.0	28280.0
MUX10249.WHB7384.unmapped-both-read-and-mate	60190.0	563.0	nan	3.0	32526.0
MUX10249.WHB7385.unmapped-both-read-and-mate	60135.0	503.0	2.0	4.0	31170.0
MUX10249.WHB7386.unmapped-both-read-and-mate	53782.0	589.0	2.0	4.0	30188.0
MUX10249.WHB7387.unmapped-both-read-and-mate	1276.0	503.0	nan	1.0	9234.0
MUX10250.WHB7388.unmapped-both-read-and-mate	63493.0	533.0	4.0	4.0	34545.0
MUX10250.WHB7389.unmapped-both-read-and-mate	50096.0	429.0	3.0	1.0	28288.0
MUX10250.WHB7390.unmapped-both-read-and-mate	868.0	562.0	1.0	1.0	9951.0
MUX10250.WHB7391.unmapped-both-read-and-mate	67636.0	375.0	1.0	4.0	36768.0
MUX10251.WHB7393.unmapped-both-read-and-mate	47893.0	248.0	1.0	2.0	23920.0
MUX10251.WHB7394.unmapped-both-read-and-mate	49493.0	539.0	1.0	1.0	26261.0
MUX10251.WHB7395.unmapped-both-read-and-mate	63378.0	541.0	1.0	3.0	32351.0
MUX10251.WHB7396.unmapped-both-read-and-mate	61648.0	522.0	3.0	1.0	30201.0
MUX10251.WHB7397.unmapped-both-read-and-mate	79874.0	420.0	9.0	4.0	37780.0
MUX10252.WHB7398.unmapped-both-read-and-mate	44177.0	687.0	3.0	2.0	26658.0
MUX10252.WHB7399.unmapped-both-read-and-mate	52879.0	741.0	1.0	3.0	30180.0
MUX10252.WHB7400.unmapped-both-read-and-mate	80321.0	760.0	3.0	10.0	41525.0
MUX10252.WHB7401.unmapped-both-read-and-mate	37300.0	644.0	4.0	2.0	22478.0
MUX10252.WHB7402.unmapped-both-read-and-mate	58282.0	469.0	1.0	5.0	30520.0
MUX10253.WHB7403.unmapped-both-read-and-mate	51701.0	439.0	nan	2.0	25642.0
MUX10253.WHB7404.unmapped-both-read-and-mate	42635.0	455.0	nan	nan	21897.0
MUX10253.WHB7407.unmapped-both-read-and-mate	60012.0	484.0	1.0	6.0	29173.0
MUX10253.WHB7409.unmapped-both-read-and-mate	43560.0	555.0	1.0	3.0	22816.0
MUX10254.WHB7410.unmapped-both-read-and-mate	49155.0	470.0	1.0	5.0	23778.0
MUX10254.WHB7412.unmapped-both-read-and-mate	35612.0	415.0	nan	nan	18091.0
MUX10254.WHB7414.unmapped-both-read-and-mate	31554.0	340.0	nan	3.0	16318.0
MUX10254.WHB7415.unmapped-both-read-and-mate	46215.0	396.0	2.0	3.0	22459.0
MUX10255.WHB7411.unmapped-both-read-and-mate	58690.0	469.0	2.0	5.0	29615.0
MUX10255.WHB7413.unmapped-both-read-and-mate	38079.0	402.0	2.0	5.0	20492.0
MUX10255.WHB7417.unmapped-both-read-and-mate	42712.0	468.0	nan	4.0	23487.0
MUX10255.WHB7419.unmapped-both-read-and-mate	48669.0	470.0	nan	2.0	25638.0
MUX10256.WHB7420.unmapped-both-read-and-mate	36924.0	325.0	1.0	2.0	19030.0
MUX10256.WHB7421.unmapped-both-read-and-mate	45954.0	422.0	1.0	2.0	23927.0
MUX10256.WHB7422.unmapped-both-read-and-mate	55053.0	547.0	1.0	3.0	28643.0
MUX10256.WHB7424.unmapped-both-read-and-mate	42400.0	319.0	1.0	4.0	20926.0
MUX10257.WHB7425.unmapped-both-read-and-mate	37057.0	433.0	nan	1.0	18533.0
MUX10257.WHB7426.unmapped-both-read-and-mate	31021.0	347.0	2.0	1.0	15983.0
MUX10257.WHB7427.unmapped-both-read-and-mate	37648.0	405.0	nan	3.0	18557.0
MUX10257.WHB7428.unmapped-both-read-and-mate	56528.0	229.0	3.0	4.0	26168.0
MUX10257.WHB7430.unmapped-both-read-and-mate	32705.0	336.0	nan	2.0	17904.0
MUX10258.WHB7431.unmapped-both-read-and-mate	34591.0	473.0	nan	1.0	18451.0
MUX10258.WHB7432.unmapped-both-read-and-mate	71551.0	468.0	nan	7.0	33298.0
MUX10258.WHB7433.unmapped-both-read-and-mate	37360.0	337.0	11.0	5.0	19151.0
MUX10258.WHB7434.unmapped-both-read-and-mate	68581.0	505.0	nan	5.0	31913.0
MUX10258.WHB7435.unmapped-both-read-and-mate	597.0	347.0	4.0	nan	3494.0
MUX10259.WHB7436.unmapped-both-read-and-mate	51575.0	1735.0	nan	6.0	76588.0
MUX10259.WHB7437.unmapped-both-read-and-mate	47736.0	1261.0	3.0	5.0	69033.0
MUX10259.WHB7438.unmapped-both-read-and-mate	673.0	1081.0	6.0	1.0	40480.0
MUX10259.WHB7439.unmapped-both-read-and-mate	28998.0	1310.0	nan	2.0	59894.0
MUX10259.WHB7440.unmapped-both-read-and-mate	48006.0	1304.0	nan	7.0	71841.0
MUX10260.WHB7441.unmapped-both-read-and-mate	58806.0	779.0	2.0	5.0	51610.0
MUX10260.WHB7442.unmapped-both-read-and-mate	68238.0	1180.0	nan	2.0	61021.0
MUX10260.WHB7444.unmapped-both-read-and-mate	61250.0	860.0	nan	6.0	59428.0
MUX10260.WHB7448.unmapped-both-read-and-mate	62276.0	1005.0	2.0	4.0	57392.0
MUX10261.WHB7443.unmapped-both-read-and-mate	737.0	1056.0	nan	nan	45232.0
MUX10261.WHB7445.unmapped-both-read-and-mate	48936.0	1575.0	7.0	6.0	73688.0
MUX10261.WHB7446.unmapped-both-read-and-mate	45219.0	1234.0	nan	2.0	63097.0
MUX10261.WHB7447.unmapped-both-read-and-mate	850.0	1486.0	nan	1.0	56780.0
MUX10261.WHB7449.unmapped-both-read-and-mate	61972.0	1308.0	3.0	10.0	72014.0
MUX10262.WHB7451.unmapped-both-read-and-mate	58253.0	1300.0	nan	5.0	72337.0
MUX10262.WHB7452.unmapped-both-read-and-mate	46027.0	1421.0	1.0	4.0	64331.0
MUX10262.WHB7456.unmapped-both-read-and-mate	66944.0	1144.0	1.0	4.0	72586.0
MUX10262.WHB7458.unmapped-both-read-and-mate	68476.0	903.0	nan	1.0	63335.0
MUX10262.WHB7459.unmapped-both-read-and-mate	59849.0	895.0	2.0	6.0	62420.0
MUX10263.WHB7453.unmapped-both-read-and-mate	41685.0	878.0	2.0	4.0	50578.0
MUX10263.WHB7454.unmapped-both-read-and-mate	63833.0	646.0	5.0	7.0	52887.0
MUX10263.WHB7455.unmapped-both-read-and-mate	51238.0	668.0	4.0	3.0	49181.0
MUX10263.WHB7457.unmapped-both-read-and-mate	54044.0	695.0	nan	6.0	47274.0
MUX10263.WHB7460.unmapped-both-read-and-mate	36483.0	662.0	2.0	5.0	45447.0
MUX10264.WHB7461.unmapped-both-read-and-mate	56985.0	919.0	nan	8.0	59853.0
MUX10264.WHB7462.unmapped-both-read-and-mate	49279.0	597.0	3.0	3.0	43933.0
MUX10264.WHB7463.unmapped-both-read-and-mate	72909.0	866.0	3.0	5.0	64939.0
MUX10264.WHB7464.unmapped-both-read-and-mate	52710.0	790.0	nan	5.0	55189.0
MUX10264.WHB7465.unmapped-both-read-and-mate	71453.0	871.0	6.0	5.0	63394.0
MUX10265.WHB7467.unmapped-both-read-and-mate	65218.0	651.0	1.0	8.0	50792.0
MUX10265.WHB7468.unmapped-both-read-and-mate	50135.0	694.0	2.0	2.0	47984.0
MUX10265.WHB7469.unmapped-both-read-and-mate	73387.0	775.0	95.0	8.0	61291.0
MUX10265.WHB7470.unmapped-both-read-and-mate	73405.0	683.0	2.0	9.0	53433.0
MUX10266.WHB7471.unmapped-both-read-and-mate	69032.0	478.0	1.0	6.0	49492.0
MUX10266.WHB7472.unmapped-both-read-and-mate	72739.0	767.0	12.0	6.0	56821.0
MUX10266.WHB7473.unmapped-both-read-and-mate	60168.0	796.0	1.0	9.0	56475.0
MUX10266.WHB7474.unmapped-both-read-and-mate	42979.0	556.0	5.0	2.0	41430.0
MUX10266.WHB7475.unmapped-both-read-and-mate	48939.0	684.0	nan	nan	45052.0
MUX10267.WHB7476.unmapped-both-read-and-mate	42449.0	848.0	13.0	4.0	53158.0
MUX10267.WHB7477.unmapped-both-read-and-mate	69911.0	580.0	nan	7.0	52817.0
MUX10267.WHB7478.unmapped-both-read-and-mate	60568.0	520.0	3.0	6.0	42544.0
MUX10267.WHB7479.unmapped-both-read-and-mate	55308.0	550.0	4.0	5.0	45265.0
MUX10267.WHB7480.unmapped-both-read-and-mate	38396.0	677.0	nan	3.0	39291.0
MUX10268.WHB7481.unmapped-both-read-and-mate	63899.0	629.0	1.0	5.0	53100.0
MUX10268.WHB7482.unmapped-both-read-and-mate	43950.0	735.0	nan	5.0	49046.0
MUX10268.WHB7483.unmapped-both-read-and-mate	61722.0	695.0	nan	3.0	53957.0
MUX10268.WHB7484.unmapped-both-read-and-mate	52188.0	573.0	4.0	1.0	40991.0
MUX10268.WHB7485.unmapped-both-read-and-mate	57815.0	558.0	8.0	3.0	48570.0
MUX10269.WHB7486.unmapped-both-read-and-mate	71211.0	673.0	2.0	5.0	60324.0
MUX10269.WHB7487.unmapped-both-read-and-mate	42605.0	705.0	1.0	2.0	43768.0
MUX10269.WHB7488.unmapped-both-read-and-mate	48907.0	665.0	5.0	6.0	51226.0
MUX10269.WHB7489.unmapped-both-read-and-mate	44381.0	718.0	1.0	4.0	43555.0
MUX10269.WHB7490.unmapped-both-read-and-mate	50139.0	839.0	1.0	4.0	47442.0
MUX10270.WHB7491.unmapped-both-read-and-mate	65561.0	761.0	1.0	7.0	56471.0
MUX10270.WHB7492.unmapped-both-read-and-mate	47183.0	787.0	1.0	2.0	51885.0
MUX10270.WHB7493.unmapped-both-read-and-mate	83739.0	880.0	3.0	8.0	69255.0
MUX10270.WHB7494.unmapped-both-read-and-mate	65901.0	854.0	1.0	6.0	62949.0
MUX10270.WHB7495.unmapped-both-read-and-mate	41965.0	641.0	1.0	4.0	41747.0
MUX10271.WHB7496.unmapped-both-read-and-mate	74574.0	529.0	6.0	7.0	51117.0
MUX10271.WHB7497.unmapped-both-read-and-mate	40480.0	421.0	1.0	3.0	32045.0
MUX10271.WHB7498.unmapped-both-read-and-mate	63846.0	537.0	1137.0	4.0	46368.0
MUX10271.WHB7499.unmapped-both-read-and-mate	44199.0	600.0	2.0	8.0	36605.0
MUX10271.WHB7500.unmapped-both-read-and-mate	54403.0	665.0	nan	6.0	48452.0
MUX10272.WHB7501.unmapped-both-read-and-mate	52708.0	759.0	1.0	9.0	50022.0
MUX10272.WHB7503.unmapped-both-read-and-mate	39828.0	416.0	nan	4.0	32097.0
MUX10272.WHB7504.unmapped-both-read-and-mate	60315.0	797.0	1.0	6.0	53838.0
MUX10272.WHB7505.unmapped-both-read-and-mate	50345.0	666.0	5.0	2.0	41707.0
MUX10272.WHB7506.unmapped-both-read-and-mate	49603.0	566.0	2.0	6.0	37643.0
MUX10273.WHB7502.unmapped-both-read-and-mate	48853.0	646.0	9.0	3.0	42601.0
MUX10273.WHB7509.unmapped-both-read-and-mate	48224.0	566.0	21.0	1.0	40575.0
MUX10273.WHB7511.unmapped-both-read-and-mate	81213.0	504.0	15.0	8.0	51714.0
MUX10273.WHB7512.unmapped-both-read-and-mate	47384.0	455.0	18.0	10.0	36535.0
MUX10274.WHB7507.unmapped-both-read-and-mate	50476.0	605.0	1.0	1.0	40935.0
MUX10274.WHB7508.unmapped-both-read-and-mate	83035.0	599.0	nan	5.0	53864.0
MUX10274.WHB7513.unmapped-both-read-and-mate	73465.0	517.0	365.0	8.0	47179.0
MUX10275.WHB7516.unmapped-both-read-and-mate	75884.0	452.0	1.0	9.0	39751.0
MUX10275.WHB7518.unmapped-both-read-and-mate	70068.0	418.0	1.0	9.0	37048.0
MUX10275.WHB7519.unmapped-both-read-and-mate	50168.0	343.0	3.0	7.0	27499.0
MUX10275.WHB7521.unmapped-both-read-and-mate	82834.0	468.0	1.0	9.0	42614.0
MUX10275.WHB7522.unmapped-both-read-and-mate	50952.0	307.0	nan	3.0	26982.0
MUX10276.WHB7517.unmapped-both-read-and-mate	52807.0	416.0	2.0	3.0	28343.0
MUX10276.WHB7520.unmapped-both-read-and-mate	51468.0	372.0	1.0	3.0	27686.0
MUX10276.WHB7523.unmapped-both-read-and-mate	42624.0	365.0	2.0	5.0	24302.0
MUX10276.WHB7524.unmapped-both-read-and-mate	65053.0	259.0	3.0	9.0	33988.0
MUX10276.WHB7525.unmapped-both-read-and-mate	55092.0	258.0	13.0	1.0	29233.0
MUX10277.WHB7526.unmapped-both-read-and-mate	71427.0	397.0	22.0	2.0	38175.0
MUX10277.WHB7527.unmapped-both-read-and-mate	83402.0	495.0	nan	6.0	44194.0
MUX10277.WHB7528.unmapped-both-read-and-mate	74966.0	391.0	1.0	4.0	39592.0
MUX10277.WHB7529.unmapped-both-read-and-mate	66038.0	500.0	2.0	8.0	35681.0
MUX10277.WHB7530.unmapped-both-read-and-mate	72537.0	401.0	1.0	5.0	38512.0
MUX10278.WHB7531.unmapped-both-read-and-mate	64440.0	472.0	1.0	7.0	34673.0
MUX10278.WHB7532.unmapped-both-read-and-mate	85042.0	425.0	2.0	3.0	44218.0
MUX10278.WHB7533.unmapped-both-read-and-mate	74761.0	474.0	2.0	5.0	39818.0
MUX10278.WHB7534.unmapped-both-read-and-mate	58408.0	397.0	nan	4.0	31749.0
MUX10278.WHB7535.unmapped-both-read-and-mate	64660.0	393.0	1.0	2.0	34528.0
MUX10289.WHB7536.unmapped-both-read-and-mate	44943.0	462.0	nan	7.0	28809.0
MUX10289.WHB7537.unmapped-both-read-and-mate	40756.0	441.0	2.0	1.0	26461.0
MUX10289.WHB7538.unmapped-both-read-and-mate	58397.0	523.0	2.0	5.0	36383.0
MUX10289.WHB7539.unmapped-both-read-and-mate	67347.0	447.0	2.0	6.0	40296.0
MUX10289.WHB7540.unmapped-both-read-and-mate	57694.0	478.0	1.0	8.0	35500.0
MUX10290.WHB7541.unmapped-both-read-and-mate	46574.0	536.0	nan	9.0	32471.0
MUX10290.WHB7542.unmapped-both-read-and-mate	37453.0	554.0	11.0	5.0	28053.0
MUX10290.WHB7543.unmapped-both-read-and-mate	65291.0	579.0	1.0	3.0	43872.0
MUX10290.WHB7544.unmapped-both-read-and-mate	35887.0	482.0	nan	3.0	27374.0
MUX10290.WHB7545.unmapped-both-read-and-mate	53894.0	600.0	7.0	6.0	37705.0
MUX10291.WHB7546.unmapped-both-read-and-mate	49300.0	567.0	11.0	5.0	33133.0
MUX10291.WHB7547.unmapped-both-read-and-mate	61517.0	579.0	6.0	7.0	42078.0
MUX10291.WHB7746.unmapped-both-read-and-mate	57854.0	605.0	nan	4.0	39147.0
MUX10291.WHB7753.unmapped-both-read-and-mate	43872.0	549.0	1.0	2.0	30237.0
MUX10291.WHB7755.unmapped-both-read-and-mate	39089.0	455.0	30.0	1.0	25337.0
MUX10293.WHB6688.unmapped-both-read-and-mate	602.0	769.0	nan	nan	11554.0
MUX10293.WHB6978.unmapped-both-read-and-mate	226.0	513.0	2.0	nan	8603.0
MUX10293.WHB6980.unmapped-both-read-and-mate	294.0	544.0	4.0	nan	9979.0
MUX10293.WHB6992.unmapped-both-read-and-mate	180.0	396.0	3.0	nan	8619.0
MUX10293.WHB7553.unmapped-both-read-and-mate	21034.0	692.0	2782.0	1.0	24945.0
MUX10294.WHB6993.unmapped-both-read-and-mate	563.0	814.0	6.0	nan	12621.0
