Sample	Bacteria	Eukaryota	Viruses	Archaea	Unclassified
MUX9242.WHB4666.unmapped-both-read-and-mate	341.0	598.0	nan	nan	9895.0
MUX9242.WHB4667.unmapped-both-read-and-mate	406.0	615.0	1.0	nan	10144.0
MUX9242.WHB4668.unmapped-both-read-and-mate	389.0	652.0	nan	nan	11332.0
MUX9244.WHB4679.unmapped-both-read-and-mate	840.0	1130.0	nan	nan	38489.0
MUX9244.WHB4680.unmapped-both-read-and-mate	616.0	1155.0	nan	1.0	36497.0
MUX9244.WHB4682.unmapped-both-read-and-mate	1594.0	1154.0	1.0	nan	49673.0
MUX9244.WHB4683.unmapped-both-read-and-mate	176.0	1066.0	nan	nan	37659.0
MUX9245.WHB4681.unmapped-both-read-and-mate	789.0	1053.0	nan	nan	38666.0
MUX9245.WHB4685.unmapped-both-read-and-mate	239.0	992.0	nan	nan	31953.0
MUX9245.WHB4687.unmapped-both-read-and-mate	329.0	1419.0	nan	nan	52287.0
MUX9245.WHB4689.unmapped-both-read-and-mate	284.0	1036.0	nan	nan	32533.0
MUX9245.WHB4690.unmapped-both-read-and-mate	533.0	1191.0	nan	2.0	39283.0
MUX9246.WHB4686.unmapped-both-read-and-mate	223.0	1139.0	nan	nan	40251.0
MUX9246.WHB4688.unmapped-both-read-and-mate	499.0	895.0	nan	nan	28969.0
MUX9246.WHB4691.unmapped-both-read-and-mate	178.0	802.0	2.0	nan	26161.0
MUX9246.WHB4693.unmapped-both-read-and-mate	201.0	962.0	nan	1.0	33838.0
MUX9246.WHB4694.unmapped-both-read-and-mate	631.0	1034.0	nan	nan	37990.0
MUX9247.WHB4695.unmapped-both-read-and-mate	421.0	776.0	nan	nan	27488.0
MUX9247.WHB4696.unmapped-both-read-and-mate	250.0	684.0	1.0	nan	22607.0
MUX9247.WHB4697.unmapped-both-read-and-mate	234.0	997.0	nan	1.0	35402.0
MUX9247.WHB4698.unmapped-both-read-and-mate	451.0	1015.0	nan	1.0	32852.0
MUX9247.WHB4699.unmapped-both-read-and-mate	403.0	1062.0	nan	1.0	35309.0
MUX9254.WHB4669.unmapped-both-read-and-mate	645.0	600.0	nan	nan	7407.0
MUX9254.WHB4670.unmapped-both-read-and-mate	824.0	686.0	nan	nan	7925.0
MUX9254.WHB4671.unmapped-both-read-and-mate	563.0	561.0	nan	nan	6879.0
MUX9254.WHB4672.unmapped-both-read-and-mate	292.0	475.0	nan	nan	5027.0
MUX9254.WHB4673.unmapped-both-read-and-mate	747.0	546.0	nan	1.0	5351.0
MUX9255.WHB4675.unmapped-both-read-and-mate	586.0	585.0	nan	1.0	6153.0
MUX9255.WHB4676.unmapped-both-read-and-mate	342.0	553.0	nan	nan	5847.0
MUX9255.WHB4677.unmapped-both-read-and-mate	664.0	611.0	nan	nan	6365.0
MUX9255.WHB4678.unmapped-both-read-and-mate	387.0	573.0	nan	nan	5563.0
MUX9260.WHB4700.unmapped-both-read-and-mate	461.0	713.0	nan	nan	14366.0
MUX9260.WHB4701.unmapped-both-read-and-mate	350.0	825.0	1.0	nan	16546.0
MUX9260.WHB4704.unmapped-both-read-and-mate	608.0	867.0	nan	2.0	17074.0
MUX9260.WHB4705.unmapped-both-read-and-mate	223.0	652.0	nan	nan	13952.0
MUX9260.WHB4708.unmapped-both-read-and-mate	203.0	777.0	nan	nan	18165.0
MUX9261.WHB4702.unmapped-both-read-and-mate	383.0	800.0	4.0	nan	14874.0
MUX9261.WHB4703.unmapped-both-read-and-mate	270.0	652.0	2.0	nan	13184.0
MUX9261.WHB4706.unmapped-both-read-and-mate	357.0	724.0	6441.0	1.0	15894.0
MUX9261.WHB4707.unmapped-both-read-and-mate	341.0	725.0	2.0	1.0	14505.0
MUX9261.WHB4710.unmapped-both-read-and-mate	224.0	758.0	3.0	nan	15909.0
MUX9262.WHB4709.unmapped-both-read-and-mate	336.0	793.0	nan	nan	14779.0
MUX9262.WHB4711.unmapped-both-read-and-mate	240.0	692.0	nan	1.0	12189.0
MUX9262.WHB4712.unmapped-both-read-and-mate	168.0	658.0	nan	nan	12372.0
MUX9262.WHB4713.unmapped-both-read-and-mate	215.0	825.0	nan	nan	13121.0
MUX9262.WHB4714.unmapped-both-read-and-mate	3454.0	891.0	1.0	1.0	14764.0
MUX9263.WHB4722.unmapped-both-read-and-mate	552.0	781.0	nan	nan	15408.0
MUX9263.WHB4726.unmapped-both-read-and-mate	361.0	795.0	nan	1.0	16964.0
MUX9263.WHB4727.unmapped-both-read-and-mate	350.0	784.0	1.0	1.0	15153.0
MUX9263.WHB4728.unmapped-both-read-and-mate	284.0	801.0	nan	1.0	15360.0
MUX9264.WHB4715.unmapped-both-read-and-mate	343.0	683.0	nan	nan	8552.0
MUX9264.WHB4716.unmapped-both-read-and-mate	328.0	521.0	nan	nan	6341.0
MUX9264.WHB4717.unmapped-both-read-and-mate	541.0	473.0	nan	nan	5937.0
MUX9264.WHB4729.unmapped-both-read-and-mate	291.0	561.0	nan	nan	6583.0
MUX9264.WHB4745.unmapped-both-read-and-mate	383.0	676.0	1.0	nan	6485.0
MUX9265.WHB4723.unmapped-both-read-and-mate	431.0	643.0	nan	nan	5870.0
MUX9265.WHB4724.unmapped-both-read-and-mate	181.0	601.0	nan	nan	5848.0
MUX9265.WHB4725.unmapped-both-read-and-mate	164.0	605.0	nan	nan	5311.0
MUX9265.WHB4730.unmapped-both-read-and-mate	391.0	750.0	nan	nan	7394.0
MUX9265.WHB4731.unmapped-both-read-and-mate	314.0	686.0	1.0	nan	7076.0
MUX9276.WHB4733.unmapped-both-read-and-mate	577.0	1038.0	nan	nan	37055.0
MUX9276.WHB4734.unmapped-both-read-and-mate	824.0	1270.0	nan	nan	39044.0
MUX9276.WHB4735.unmapped-both-read-and-mate	778.0	1701.0	1.0	1.0	57875.0
MUX9276.WHB4736.unmapped-both-read-and-mate	736.0	1049.0	nan	nan	31487.0
MUX9276.WHB4740.unmapped-both-read-and-mate	360.0	1082.0	nan	1.0	38535.0
MUX9277.WHB4732.unmapped-both-read-and-mate	576.0	1290.0	nan	nan	45150.0
MUX9277.WHB4737.unmapped-both-read-and-mate	323.0	1171.0	nan	nan	42368.0
MUX9277.WHB4738.unmapped-both-read-and-mate	774.0	1237.0	1.0	nan	52650.0
MUX9277.WHB4739.unmapped-both-read-and-mate	543.0	1190.0	nan	nan	39557.0
MUX9277.WHB4742.unmapped-both-read-and-mate	824.0	1252.0	nan	nan	50173.0
MUX9278.WHB4741.unmapped-both-read-and-mate	564.0	1096.0	nan	1.0	27430.0
MUX9278.WHB4743.unmapped-both-read-and-mate	472.0	842.0	nan	nan	19310.0
MUX9278.WHB4744.unmapped-both-read-and-mate	601.0	803.0	1.0	2.0	25669.0
MUX9278.WHB4749.unmapped-both-read-and-mate	410.0	999.0	2.0	nan	23517.0
MUX9279.WHB4746.unmapped-both-read-and-mate	546.0	952.0	nan	nan	24727.0
MUX9279.WHB4747.unmapped-both-read-and-mate	173.0	772.0	nan	nan	22380.0
MUX9279.WHB4748.unmapped-both-read-and-mate	685.0	1240.0	1.0	nan	37709.0
MUX9279.WHB4750.unmapped-both-read-and-mate	355.0	1138.0	nan	nan	33730.0
MUX9279.WHB4752.unmapped-both-read-and-mate	4082.0	1295.0	nan	nan	35713.0
MUX9280.WHB4753.unmapped-both-read-and-mate	312.0	682.0	nan	nan	8404.0
MUX9280.WHB4754.unmapped-both-read-and-mate	700.0	1005.0	nan	nan	12426.0
MUX9280.WHB4755.unmapped-both-read-and-mate	426.0	826.0	nan	nan	8114.0
MUX9280.WHB4757.unmapped-both-read-and-mate	239.0	607.0	nan	2.0	7734.0
MUX9280.WHB4758.unmapped-both-read-and-mate	321.0	631.0	nan	nan	8089.0
MUX9281.WHB4756.unmapped-both-read-and-mate	469.0	829.0	1.0	nan	9798.0
MUX9281.WHB4759.unmapped-both-read-and-mate	407.0	548.0	nan	nan	6583.0
MUX9281.WHB4760.unmapped-both-read-and-mate	324.0	587.0	nan	nan	8037.0
MUX9281.WHB4762.unmapped-both-read-and-mate	276.0	515.0	nan	nan	5666.0
MUX9282.WHB4774.unmapped-both-read-and-mate	391.0	472.0	nan	nan	5209.0
MUX9282.WHB4775.unmapped-both-read-and-mate	555.0	636.0	nan	nan	5590.0
MUX9282.WHB4777.unmapped-both-read-and-mate	4716.0	730.0	nan	nan	5400.0
MUX9282.WHB4778.unmapped-both-read-and-mate	2498.0	572.0	nan	nan	7695.0
MUX9282.WHB4779.unmapped-both-read-and-mate	500.0	579.0	nan	nan	6044.0
MUX9283.WHB4772.unmapped-both-read-and-mate	459.0	661.0	nan	nan	6953.0
MUX9283.WHB4776.unmapped-both-read-and-mate	7535.0	771.0	nan	15.0	23929.0
MUX9283.WHB4782.unmapped-both-read-and-mate	2299.0	894.0	nan	nan	8047.0
MUX9283.WHB4784.unmapped-both-read-and-mate	1445.0	843.0	nan	nan	8812.0
MUX9283.WHB4787.unmapped-both-read-and-mate	691.0	566.0	nan	nan	5322.0
MUX9284.WHB4763.unmapped-both-read-and-mate	452.0	1001.0	nan	nan	14703.0
MUX9284.WHB4764.unmapped-both-read-and-mate	635.0	981.0	1.0	nan	17675.0
MUX9284.WHB4765.unmapped-both-read-and-mate	755.0	910.0	4.0	nan	18564.0
MUX9284.WHB4769.unmapped-both-read-and-mate	382.0	842.0	nan	nan	14207.0
MUX9284.WHB4770.unmapped-both-read-and-mate	268.0	941.0	1.0	nan	16908.0
MUX9285.WHB4766.unmapped-both-read-and-mate	228.0	860.0	nan	nan	13685.0
MUX9285.WHB4767.unmapped-both-read-and-mate	1866.0	1203.0	nan	nan	19547.0
MUX9285.WHB4768.unmapped-both-read-and-mate	541.0	889.0	nan	2.0	11778.0
MUX9285.WHB4771.unmapped-both-read-and-mate	183.0	643.0	nan	nan	11928.0
MUX9285.WHB4773.unmapped-both-read-and-mate	264.0	762.0	nan	nan	11009.0
MUX9286.WHB4780.unmapped-both-read-and-mate	1200.0	848.0	nan	nan	13722.0
MUX9286.WHB4781.unmapped-both-read-and-mate	814.0	907.0	nan	nan	15734.0
MUX9286.WHB4783.unmapped-both-read-and-mate	1564.0	1060.0	nan	1.0	17034.0
MUX9286.WHB4786.unmapped-both-read-and-mate	493.0	750.0	nan	nan	14365.0
MUX9286.WHB4788.unmapped-both-read-and-mate	434.0	858.0	nan	1.0	13744.0
MUX9287.WHB4785.unmapped-both-read-and-mate	1734.0	843.0	nan	nan	14779.0
MUX9287.WHB4792.unmapped-both-read-and-mate	848.0	637.0	nan	nan	9458.0
MUX9287.WHB4797.unmapped-both-read-and-mate	485.0	842.0	nan	nan	14801.0
MUX9287.WHB4806.unmapped-both-read-and-mate	205.0	779.0	nan	nan	13727.0
MUX9287.WHB4814.unmapped-both-read-and-mate	462.0	1659.0	nan	2.0	23670.0
MUX9292.WHB4789.unmapped-both-read-and-mate	938.0	1007.0	1.0	nan	26419.0
MUX9292.WHB4790.unmapped-both-read-and-mate	391.0	892.0	nan	nan	23989.0
MUX9292.WHB4791.unmapped-both-read-and-mate	1133.0	857.0	nan	nan	21425.0
MUX9292.WHB4793.unmapped-both-read-and-mate	895.0	1003.0	nan	nan	27783.0
MUX9292.WHB4794.unmapped-both-read-and-mate	2426.0	1507.0	nan	nan	43432.0
MUX9293.WHB4796.unmapped-both-read-and-mate	1881.0	991.0	1.0	1.0	25874.0
MUX9293.WHB4798.unmapped-both-read-and-mate	2480.0	1107.0	nan	1.0	31918.0
MUX9293.WHB4801.unmapped-both-read-and-mate	409.0	1060.0	nan	1.0	24843.0
MUX9293.WHB4802.unmapped-both-read-and-mate	293.0	862.0	nan	nan	21183.0
MUX9295.WHB4795.unmapped-both-read-and-mate	1508.0	2138.0	1.0	nan	87537.0
MUX9295.WHB4799.unmapped-both-read-and-mate	955.0	1847.0	1.0	2.0	75544.0
MUX9295.WHB4803.unmapped-both-read-and-mate	171.0	1308.0	nan	nan	47021.0
MUX9295.WHB4804.unmapped-both-read-and-mate	285.0	1164.0	nan	1.0	50570.0
MUX9295.WHB4805.unmapped-both-read-and-mate	175.0	1404.0	nan	nan	52474.0
MUX9296.WHB4807.unmapped-both-read-and-mate	454.0	1632.0	1.0	nan	62049.0
MUX9296.WHB4808.unmapped-both-read-and-mate	267.0	1242.0	nan	nan	46858.0
MUX9296.WHB4809.unmapped-both-read-and-mate	356.0	1463.0	nan	nan	54925.0
MUX9296.WHB4811.unmapped-both-read-and-mate	337.0	1622.0	nan	nan	62697.0
MUX9296.WHB4812.unmapped-both-read-and-mate	437.0	1946.0	nan	2.0	69038.0
MUX9297.WHB4810.unmapped-both-read-and-mate	376.0	1463.0	nan	2.0	60267.0
MUX9297.WHB4813.unmapped-both-read-and-mate	125.0	1264.0	1.0	nan	47439.0
MUX9297.WHB4815.unmapped-both-read-and-mate	168.0	1827.0	nan	nan	58618.0
MUX9297.WHB4816.unmapped-both-read-and-mate	90.0	1385.0	nan	1.0	44188.0
MUX9297.WHB4817.unmapped-both-read-and-mate	326.0	1730.0	nan	1.0	55375.0
MUX9298.WHB4818.unmapped-both-read-and-mate	198.0	1356.0	nan	nan	48556.0
MUX9298.WHB4820.unmapped-both-read-and-mate	156.0	1358.0	nan	1.0	44057.0
MUX9298.WHB4821.unmapped-both-read-and-mate	194.0	1481.0	nan	2.0	46854.0
MUX9298.WHB4823.unmapped-both-read-and-mate	102.0	1766.0	nan	nan	58532.0
MUX9298.WHB4827.unmapped-both-read-and-mate	154.0	1480.0	1.0	1.0	43065.0
MUX9305.WHB4819.unmapped-both-read-and-mate	158.0	1187.0	nan	nan	19732.0
MUX9305.WHB4822.unmapped-both-read-and-mate	102.0	1252.0	nan	nan	20779.0
MUX9305.WHB4825.unmapped-both-read-and-mate	49.0	1063.0	nan	nan	18247.0
MUX9305.WHB4831.unmapped-both-read-and-mate	196.0	1250.0	nan	nan	20235.0
MUX9306.WHB4826.unmapped-both-read-and-mate	155.0	1281.0	1.0	nan	19091.0
MUX9306.WHB4829.unmapped-both-read-and-mate	190.0	1556.0	nan	nan	22075.0
MUX9306.WHB4830.unmapped-both-read-and-mate	268.0	1118.0	nan	1.0	18029.0
MUX9306.WHB4832.unmapped-both-read-and-mate	132.0	1023.0	2.0	nan	15765.0
MUX9306.WHB4834.unmapped-both-read-and-mate	124.0	1377.0	nan	nan	18157.0
MUX9307.WHB4828.unmapped-both-read-and-mate	1678.0	1385.0	2.0	3.0	38458.0
MUX9307.WHB4833.unmapped-both-read-and-mate	167.0	1292.0	1.0	nan	36474.0
MUX9307.WHB4835.unmapped-both-read-and-mate	94.0	1255.0	nan	nan	32698.0
MUX9307.WHB4837.unmapped-both-read-and-mate	171.0	1386.0	nan	nan	38491.0
MUX9307.WHB4838.unmapped-both-read-and-mate	158.0	1026.0	nan	nan	27032.0
MUX9308.WHB4839.unmapped-both-read-and-mate	142.0	1288.0	nan	nan	34376.0
MUX9308.WHB4841.unmapped-both-read-and-mate	120.0	1112.0	nan	nan	26534.0
MUX9308.WHB4842.unmapped-both-read-and-mate	399.0	1184.0	nan	nan	29918.0
MUX9308.WHB4843.unmapped-both-read-and-mate	303.0	1161.0	nan	nan	30414.0
MUX9308.WHB4844.unmapped-both-read-and-mate	300.0	1552.0	nan	nan	42305.0
MUX9309.WHB4840.unmapped-both-read-and-mate	223.0	1275.0	1.0	nan	28067.0
MUX9309.WHB4845.unmapped-both-read-and-mate	367.0	1493.0	nan	nan	35850.0
MUX9309.WHB4846.unmapped-both-read-and-mate	147.0	797.0	nan	nan	18829.0
MUX9309.WHB4847.unmapped-both-read-and-mate	125.0	1279.0	nan	nan	30329.0
MUX9309.WHB4848.unmapped-both-read-and-mate	284.0	1527.0	1.0	nan	42166.0
MUX9310.WHB4849.unmapped-both-read-and-mate	1010.0	1130.0	652.0	nan	27631.0
MUX9310.WHB4850.unmapped-both-read-and-mate	951.0	1245.0	nan	1.0	30627.0
MUX9310.WHB4851.unmapped-both-read-and-mate	1882.0	1419.0	8531.0	nan	34113.0
MUX9310.WHB4852.unmapped-both-read-and-mate	117.0	1376.0	2.0	nan	31501.0
MUX9310.WHB4853.unmapped-both-read-and-mate	1063.0	1594.0	7.0	2.0	37572.0
MUX9333.WHB4081.unmapped-both-read-and-mate	3423.0	593.0	3.0	1.0	9787.0
MUX9333.WHB4085.unmapped-both-read-and-mate	3171.0	602.0	2.0	nan	10005.0
MUX9333.WHB4086.unmapped-both-read-and-mate	3572.0	712.0	1.0	2.0	11596.0
MUX9333.WHB4087.unmapped-both-read-and-mate	2802.0	684.0	nan	3.0	9684.0
MUX9333.WHB4088.unmapped-both-read-and-mate	2874.0	588.0	3.0	nan	9690.0
MUX9334.WHB4089.unmapped-both-read-and-mate	4080.0	738.0	2.0	1.0	13477.0
MUX9334.WHB4090.unmapped-both-read-and-mate	3372.0	610.0	1.0	nan	10557.0
MUX9334.WHB4091.unmapped-both-read-and-mate	2545.0	702.0	nan	nan	10201.0
MUX9334.WHB4092.unmapped-both-read-and-mate	2572.0	670.0	90.0	1.0	10077.0
MUX9340.WHB4094.unmapped-both-read-and-mate	3015.0	1345.0	1.0	2.0	64269.0
MUX9340.WHB4095.unmapped-both-read-and-mate	2601.0	1316.0	8.0	5.0	54316.0
MUX9340.WHB4096.unmapped-both-read-and-mate	2921.0	1163.0	1.0	6.0	49772.0
MUX9340.WHB4100.unmapped-both-read-and-mate	3751.0	1363.0	3.0	2.0	54664.0
MUX9340.WHB4101.unmapped-both-read-and-mate	2994.0	1266.0	1.0	1.0	50260.0
MUX9341.WHB4097.unmapped-both-read-and-mate	5207.0	1544.0	2.0	4.0	64934.0
MUX9341.WHB4098.unmapped-both-read-and-mate	3852.0	1531.0	1.0	2.0	60528.0
MUX9341.WHB4099.unmapped-both-read-and-mate	3464.0	1735.0	nan	nan	75529.0
MUX9341.WHB4102.unmapped-both-read-and-mate	3310.0	1253.0	2.0	2.0	54784.0
MUX9366.WHB6104.unmapped-both-read-and-mate	7924.0	565.0	nan	1.0	7365.0
MUX9366.WHB6105.unmapped-both-read-and-mate	5870.0	448.0	nan	nan	5749.0
MUX9366.WHB6108.unmapped-both-read-and-mate	4867.0	282.0	nan	4.0	5184.0
MUX9366.WHB6109.unmapped-both-read-and-mate	5578.0	312.0	4.0	4.0	5457.0
MUX9366.WHB6113.unmapped-both-read-and-mate	6975.0	398.0	45.0	2.0	7305.0
MUX9367.WHB6115.unmapped-both-read-and-mate	5664.0	556.0	1.0	2.0	7199.0
MUX9367.WHB6117.unmapped-both-read-and-mate	6822.0	601.0	15.0	nan	7724.0
MUX9367.WHB6118.unmapped-both-read-and-mate	5667.0	288.0	2202.0	2.0	5789.0
MUX9367.WHB6120.unmapped-both-read-and-mate	7055.0	506.0	21.0	nan	7449.0
MUX9367.WHB6122.unmapped-both-read-and-mate	7132.0	724.0	87.0	1.0	10049.0
MUX9368.WHB6106.unmapped-both-read-and-mate	5938.0	435.0	5.0	2.0	6452.0
MUX9368.WHB6107.unmapped-both-read-and-mate	4481.0	515.0	4.0	nan	6157.0
MUX9368.WHB6110.unmapped-both-read-and-mate	8231.0	330.0	944.0	2.0	7787.0
MUX9368.WHB6114.unmapped-both-read-and-mate	2589.0	460.0	1262.0	nan	5811.0
MUX9368.WHB6116.unmapped-both-read-and-mate	6949.0	418.0	5.0	nan	7285.0
MUX9369.WHB6111.unmapped-both-read-and-mate	5647.0	394.0	222.0	nan	5955.0
MUX9369.WHB6112.unmapped-both-read-and-mate	7488.0	431.0	65.0	1.0	7958.0
MUX9369.WHB6119.unmapped-both-read-and-mate	6588.0	378.0	1546.0	2.0	7299.0
MUX9369.WHB6121.unmapped-both-read-and-mate	9100.0	372.0	17479.0	1.0	8305.0
MUX9369.WHB6123.unmapped-both-read-and-mate	4836.0	400.0	2260.0	nan	5718.0
MUX9389.WHB6182.unmapped-both-read-and-mate	11555.0	439.0	1.0	2.0	9603.0
MUX9389.WHB6183.unmapped-both-read-and-mate	13364.0	402.0	2.0	1.0	10396.0
MUX9389.WHB6184.unmapped-both-read-and-mate	18622.0	408.0	5.0	8.0	14212.0
MUX9389.WHB6186.unmapped-both-read-and-mate	15180.0	381.0	3.0	1.0	11745.0
MUX9389.WHB6187.unmapped-both-read-and-mate	10120.0	261.0	nan	3.0	9287.0
MUX9390.WHB6188.unmapped-both-read-and-mate	29755.0	375.0	2.0	5.0	21977.0
MUX9390.WHB6189.unmapped-both-read-and-mate	11680.0	332.0	1.0	3.0	9243.0
MUX9390.WHB6190.unmapped-both-read-and-mate	10846.0	380.0	1.0	1.0	9014.0
MUX9390.WHB6191.unmapped-both-read-and-mate	11115.0	400.0	2.0	4.0	9659.0
MUX9391.WHB6192.unmapped-both-read-and-mate	11833.0	339.0	nan	3.0	10061.0
MUX9391.WHB6193.unmapped-both-read-and-mate	11308.0	349.0	5.0	2.0	9072.0
MUX9391.WHB6194.unmapped-both-read-and-mate	9695.0	399.0	2.0	3.0	8444.0
MUX9391.WHB6195.unmapped-both-read-and-mate	12511.0	440.0	1.0	8.0	10082.0
MUX9391.WHB6196.unmapped-both-read-and-mate	9991.0	356.0	2.0	1.0	8061.0
MUX9392.WHB6197.unmapped-both-read-and-mate	10483.0	367.0	2.0	3.0	9314.0
MUX9392.WHB6198.unmapped-both-read-and-mate	12377.0	364.0	3.0	5.0	10668.0
MUX9392.WHB6199.unmapped-both-read-and-mate	13745.0	372.0	4.0	3.0	11844.0
MUX9392.WHB6200.unmapped-both-read-and-mate	12212.0	316.0	1.0	5.0	11843.0
MUX9392.WHB6202.unmapped-both-read-and-mate	12098.0	374.0	1.0	1.0	11086.0
MUX9393.WHB6125.unmapped-both-read-and-mate	9627.0	429.0	1.0	nan	9039.0
MUX9393.WHB6126.unmapped-both-read-and-mate	8510.0	366.0	1.0	3.0	8184.0
MUX9393.WHB6127.unmapped-both-read-and-mate	8960.0	340.0	1.0	1.0	7632.0
MUX9393.WHB6128.unmapped-both-read-and-mate	8255.0	311.0	2.0	2.0	7125.0
MUX9393.WHB6201.unmapped-both-read-and-mate	107.0	256.0	1.0	nan	2278.0
MUX9394.WHB6129.unmapped-both-read-and-mate	13162.0	334.0	1.0	3.0	11101.0
MUX9394.WHB6130.unmapped-both-read-and-mate	11322.0	356.0	3.0	2.0	9279.0
MUX9395.WHB6132.unmapped-both-read-and-mate	12829.0	343.0	3.0	4.0	10744.0
MUX9395.WHB6133.unmapped-both-read-and-mate	9208.0	300.0	1.0	3.0	8467.0
MUX9395.WHB6135.unmapped-both-read-and-mate	15701.0	357.0	3.0	2.0	12051.0
MUX9395.WHB6136.unmapped-both-read-and-mate	11319.0	352.0	5.0	3.0	10179.0
MUX9395.WHB6138.unmapped-both-read-and-mate	9705.0	379.0	1.0	5.0	8373.0
MUX9396.WHB6134.unmapped-both-read-and-mate	7079.0	317.0	1.0	1.0	7251.0
MUX9396.WHB6137.unmapped-both-read-and-mate	7698.0	289.0	10.0	4.0	7492.0
MUX9396.WHB6139.unmapped-both-read-and-mate	10315.0	319.0	6.0	2.0	9720.0
MUX9396.WHB6141.unmapped-both-read-and-mate	12958.0	345.0	1.0	2.0	11443.0
MUX9396.WHB6142.unmapped-both-read-and-mate	8509.0	277.0	nan	1.0	7201.0
MUX9397.WHB6131.unmapped-both-read-and-mate	26957.0	550.0	5.0	22.0	27478.0
MUX9397.WHB6148.unmapped-both-read-and-mate	14639.0	421.0	2.0	9.0	15327.0
MUX9397.WHB6149.unmapped-both-read-and-mate	9434.0	421.0	6.0	3.0	11945.0
MUX9397.WHB6150.unmapped-both-read-and-mate	12614.0	534.0	1.0	8.0	13422.0
MUX9397.WHB6174.unmapped-both-read-and-mate	9186.0	462.0	3.0	6.0	11242.0
MUX9400.WHB6147.unmapped-both-read-and-mate	6334.0	420.0	5.0	1.0	9181.0
MUX9400.WHB6152.unmapped-both-read-and-mate	2438.0	493.0	nan	nan	8365.0
MUX9400.WHB6153.unmapped-both-read-and-mate	11727.0	451.0	4.0	11.0	15602.0
MUX9400.WHB6154.unmapped-both-read-and-mate	11132.0	434.0	1.0	4.0	13866.0
MUX9400.WHB6155.unmapped-both-read-and-mate	11581.0	403.0	2.0	1.0	13895.0
MUX9401.WHB6156.unmapped-both-read-and-mate	13554.0	528.0	3.0	3.0	18904.0
MUX9401.WHB6157.unmapped-both-read-and-mate	7176.0	512.0	nan	4.0	14515.0
MUX9401.WHB6158.unmapped-both-read-and-mate	6065.0	514.0	nan	2.0	12690.0
MUX9401.WHB6159.unmapped-both-read-and-mate	10141.0	594.0	1.0	8.0	16272.0
MUX9401.WHB6161.unmapped-both-read-and-mate	18737.0	620.0	2.0	8.0	21694.0
MUX9402.WHB6162.unmapped-both-read-and-mate	18064.0	520.0	2.0	5.0	19825.0
MUX9402.WHB6164.unmapped-both-read-and-mate	8767.0	575.0	1.0	5.0	14887.0
MUX9402.WHB6165.unmapped-both-read-and-mate	13167.0	517.0	1.0	2.0	16482.0
MUX9402.WHB6168.unmapped-both-read-and-mate	5968.0	459.0	nan	1.0	13041.0
MUX9403.WHB6169.unmapped-both-read-and-mate	7631.0	619.0	2.0	6.0	15306.0
MUX9403.WHB6170.unmapped-both-read-and-mate	11191.0	569.0	5.0	2.0	16638.0
MUX9403.WHB6171.unmapped-both-read-and-mate	5224.0	473.0	nan	2.0	10767.0
MUX9403.WHB6172.unmapped-both-read-and-mate	12888.0	511.0	8.0	10.0	18013.0
MUX9403.WHB6173.unmapped-both-read-and-mate	7678.0	551.0	4016.0	2.0	13521.0
MUX9404.WHB6167.unmapped-both-read-and-mate	9566.0	760.0	1.0	5.0	21311.0
MUX9404.WHB6175.unmapped-both-read-and-mate	6243.0	564.0	1.0	1.0	14087.0
MUX9404.WHB6176.unmapped-both-read-and-mate	13381.0	626.0	2.0	9.0	20123.0
MUX9404.WHB6177.unmapped-both-read-and-mate	6205.0	574.0	4.0	2.0	13715.0
MUX9418.WHB8783.unmapped-both-read-and-mate	5137.0	742.0	nan	1.0	25706.0
MUX9418.WHB8784.unmapped-both-read-and-mate	7283.0	786.0	2.0	nan	32221.0
MUX9418.WHB8785.unmapped-both-read-and-mate	6441.0	721.0	nan	5.0	28466.0
MUX9418.WHB8787.unmapped-both-read-and-mate	7678.0	828.0	8.0	3.0	31872.0
MUX9419.WHB8788.unmapped-both-read-and-mate	7211.0	763.0	nan	2.0	33889.0
MUX9419.WHB8789.unmapped-both-read-and-mate	14161.0	746.0	1.0	1.0	38716.0
MUX9419.WHB8790.unmapped-both-read-and-mate	9486.0	881.0	3.0	5.0	37202.0
MUX9419.WHB8791.unmapped-both-read-and-mate	9646.0	762.0	nan	5.0	30423.0
MUX9419.WHB8793.unmapped-both-read-and-mate	9148.0	700.0	nan	1.0	32274.0
MUX9420.WHB6140.unmapped-both-read-and-mate	7129.0	705.0	7.0	2.0	30118.0
MUX9420.WHB6144.unmapped-both-read-and-mate	4292.0	841.0	6.0	1.0	34060.0
MUX9420.WHB6145.unmapped-both-read-and-mate	12307.0	849.0	nan	5.0	36597.0
MUX9420.WHB6146.unmapped-both-read-and-mate	12186.0	1035.0	1.0	5.0	48759.0
MUX9421.WHB6151.unmapped-both-read-and-mate	9789.0	784.0	2.0	4.0	33327.0
MUX9421.WHB6160.unmapped-both-read-and-mate	10125.0	766.0	nan	3.0	33017.0
MUX9421.WHB6179.unmapped-both-read-and-mate	8211.0	573.0	3.0	2.0	24618.0
MUX9421.WHB6180.unmapped-both-read-and-mate	8196.0	772.0	10.0	5.0	33719.0
MUX9421.WHB6181.unmapped-both-read-and-mate	7267.0	742.0	3.0	3.0	30266.0
MUX9422.WHB8792.unmapped-both-read-and-mate	9415.0	560.0	4.0	8.0	27018.0
MUX9422.WHB8795.unmapped-both-read-and-mate	8862.0	862.0	4.0	1.0	30391.0
