Sample	Metazoa	Other	Unclassified
MUX8187.WHB3595.unmapped-both-read-and-mate	1140.0	245214.0	52193.0
MUX8187.WHB3596.unmapped-both-read-and-mate	1183.0	127561.0	45515.0
MUX8187.WHB3597.unmapped-both-read-and-mate	796.0	377301.0	61565.0
MUX8188.WHB3599.unmapped-both-read-and-mate	841.0	706528.0	71541.0
MUX8188.WHB3600.unmapped-both-read-and-mate	1158.0	624204.0	72127.0
MUX8188.WHB3601.unmapped-both-read-and-mate	996.0	14694.0	34203.0
MUX8188.WHB3602.unmapped-both-read-and-mate	947.0	69683.0	35578.0
MUX8188.WHB3603.unmapped-both-read-and-mate	1236.0	281420.0	65642.0
MUX8189.WHB3604.unmapped-both-read-and-mate	1120.0	210581.0	47632.0
MUX8189.WHB3605.unmapped-both-read-and-mate	1237.0	38794.0	42344.0
MUX8189.WHB3606.unmapped-both-read-and-mate	1006.0	419910.0	59806.0
MUX8189.WHB3607.unmapped-both-read-and-mate	1073.0	787610.0	77814.0
MUX8189.WHB3608.unmapped-both-read-and-mate	984.0	161690.0	35503.0
MUX8190.WHB3609.unmapped-both-read-and-mate	1042.0	553502.0	74361.0
MUX8190.WHB3610.unmapped-both-read-and-mate	838.0	11925.0	22013.0
MUX8190.WHB3611.unmapped-both-read-and-mate	957.0	411886.0	52446.0
MUX8190.WHB3612.unmapped-both-read-and-mate	881.0	532978.0	51613.0
MUX8190.WHB3613.unmapped-both-read-and-mate	901.0	19849.0	33061.0
MUX8191.WHB3614.unmapped-both-read-and-mate	799.0	127268.0	31263.0
MUX8191.WHB3615.unmapped-both-read-and-mate	747.0	225039.0	43492.0
MUX8191.WHB3616.unmapped-both-read-and-mate	763.0	269490.0	39113.0
MUX8191.WHB3617.unmapped-both-read-and-mate	906.0	50310.0	35556.0
MUX8191.WHB3618.unmapped-both-read-and-mate	938.0	341916.0	49281.0
MUX8192.WHB3619.unmapped-both-read-and-mate	1192.0	318369.0	45665.0
MUX8192.WHB3620.unmapped-both-read-and-mate	897.0	219257.0	32953.0
MUX8192.WHB3621.unmapped-both-read-and-mate	879.0	188630.0	29108.0
MUX8192.WHB3622.unmapped-both-read-and-mate	811.0	14138.0	17803.0
MUX8192.WHB3623.unmapped-both-read-and-mate	934.0	502698.0	46438.0
MUX8193.WHB3624.unmapped-both-read-and-mate	832.0	787102.0	64876.0
MUX8193.WHB3625.unmapped-both-read-and-mate	726.0	29579.0	30428.0
MUX8193.WHB3626.unmapped-both-read-and-mate	782.0	71125.0	23795.0
MUX8193.WHB3627.unmapped-both-read-and-mate	783.0	328778.0	45676.0
MUX8193.WHB3628.unmapped-both-read-and-mate	766.0	226485.0	37000.0
MUX8194.WHB3629.unmapped-both-read-and-mate	817.0	310318.0	38440.0
MUX8194.WHB3630.unmapped-both-read-and-mate	844.0	416825.0	48132.0
MUX8194.WHB3631.unmapped-both-read-and-mate	915.0	324089.0	40193.0
MUX8194.WHB3632.unmapped-both-read-and-mate	743.0	114505.0	23966.0
MUX8195.WHB3654.unmapped-both-read-and-mate	951.0	288557.0	47599.0
MUX8195.WHB3655.unmapped-both-read-and-mate	1027.0	104461.0	33482.0
MUX8195.WHB3656.unmapped-both-read-and-mate	1003.0	128632.0	36831.0
MUX8195.WHB3657.unmapped-both-read-and-mate	888.0	520085.0	67779.0
MUX8195.WHB3658.unmapped-both-read-and-mate	971.0	838767.0	81137.0
MUX8196.WHB3660.unmapped-both-read-and-mate	925.0	18019.0	30108.0
MUX8196.WHB3661.unmapped-both-read-and-mate	998.0	14416.0	26226.0
MUX8196.WHB3662.unmapped-both-read-and-mate	1024.0	13287.0	26458.0
MUX8196.WHB3663.unmapped-both-read-and-mate	996.0	19817.0	32855.0
MUX8197.WHB3664.unmapped-both-read-and-mate	943.0	8930.0	27052.0
MUX8197.WHB3665.unmapped-both-read-and-mate	1059.0	105006.0	40689.0
MUX8197.WHB3666.unmapped-both-read-and-mate	956.0	81463.0	30166.0
MUX8197.WHB3667.unmapped-both-read-and-mate	1015.0	109513.0	34121.0
MUX8197.WHB3668.unmapped-both-read-and-mate	991.0	135840.0	39021.0
MUX8198.WHB3669.unmapped-both-read-and-mate	1075.0	136793.0	35848.0
MUX8198.WHB3670.unmapped-both-read-and-mate	1140.0	117184.0	40179.0
MUX8198.WHB3671.unmapped-both-read-and-mate	1032.0	192944.0	42526.0
MUX8198.WHB3672.unmapped-both-read-and-mate	888.0	130021.0	35832.0
MUX8198.WHB3673.unmapped-both-read-and-mate	924.0	21869.0	28540.0
MUX8199.WHB3674.unmapped-both-read-and-mate	1051.0	1013212.0	96135.0
MUX8199.WHB3675.unmapped-both-read-and-mate	1130.0	18876.0	40225.0
MUX8199.WHB3676.unmapped-both-read-and-mate	1086.0	90148.0	38365.0
MUX8199.WHB3677.unmapped-both-read-and-mate	998.0	119902.0	40522.0
MUX8199.WHB3678.unmapped-both-read-and-mate	1074.0	29236.0	35065.0
MUX8200.WHB3679.unmapped-both-read-and-mate	1082.0	140097.0	47354.0
MUX8200.WHB3680.unmapped-both-read-and-mate	810.0	83422.0	44618.0
MUX8200.WHB3681.unmapped-both-read-and-mate	951.0	95557.0	28729.0
MUX8200.WHB3682.unmapped-both-read-and-mate	908.0	89988.0	31302.0
MUX8200.WHB3683.unmapped-both-read-and-mate	1098.0	188879.0	46662.0
MUX8201.WHB3684.unmapped-both-read-and-mate	1094.0	147568.0	38358.0
MUX8201.WHB3685.unmapped-both-read-and-mate	1042.0	41345.0	35528.0
MUX8201.WHB3686.unmapped-both-read-and-mate	1051.0	1195436.0	107603.0
MUX8201.WHB3687.unmapped-both-read-and-mate	908.0	15272.0	27468.0
MUX8201.WHB3688.unmapped-both-read-and-mate	980.0	127900.0	34826.0
MUX8202.WHB3690.unmapped-both-read-and-mate	975.0	29712.0	24358.0
MUX8202.WHB3691.unmapped-both-read-and-mate	1023.0	150801.0	30943.0
MUX8202.WHB3692.unmapped-both-read-and-mate	1108.0	145753.0	34424.0
MUX8202.WHB3693.unmapped-both-read-and-mate	893.0	150762.0	32757.0
MUX8202.WHB3694.unmapped-both-read-and-mate	814.0	133915.0	29395.0
MUX8203.WHB3634.unmapped-both-read-and-mate	879.0	12688.0	16227.0
MUX8203.WHB3635.unmapped-both-read-and-mate	760.0	563461.0	48099.0
MUX8203.WHB3636.unmapped-both-read-and-mate	780.0	624088.0	54173.0
MUX8203.WHB3637.unmapped-both-read-and-mate	798.0	19979.0	21899.0
MUX8203.WHB3638.unmapped-both-read-and-mate	776.0	78247.0	19279.0
MUX8204.WHB3639.unmapped-both-read-and-mate	674.0	204128.0	65818.0
MUX8204.WHB3640.unmapped-both-read-and-mate	674.0	198853.0	31833.0
MUX8204.WHB3641.unmapped-both-read-and-mate	900.0	296793.0	40429.0
MUX8204.WHB3642.unmapped-both-read-and-mate	1006.0	258336.0	38602.0
MUX8204.WHB3643.unmapped-both-read-and-mate	807.0	127508.0	24340.0
MUX8205.WHB3644.unmapped-both-read-and-mate	818.0	189344.0	33657.0
MUX8205.WHB3645.unmapped-both-read-and-mate	847.0	235835.0	30704.0
MUX8205.WHB3646.unmapped-both-read-and-mate	836.0	474785.0	51691.0
MUX8205.WHB3647.unmapped-both-read-and-mate	712.0	592751.0	55242.0
MUX8205.WHB3648.unmapped-both-read-and-mate	708.0	392505.0	36177.0
MUX8206.WHB3649.unmapped-both-read-and-mate	827.0	13790.0	18210.0
MUX8206.WHB3650.unmapped-both-read-and-mate	538.0	42276.0	14987.0
MUX8206.WHB3651.unmapped-both-read-and-mate	815.0	247980.0	35005.0
MUX8206.WHB3652.unmapped-both-read-and-mate	714.0	159715.0	26232.0
MUX8206.WHB3653.unmapped-both-read-and-mate	900.0	341300.0	44424.0
MUX8207.WHB3695.unmapped-both-read-and-mate	923.0	118938.0	27251.0
MUX8207.WHB3696.unmapped-both-read-and-mate	973.0	118608.0	31328.0
MUX8207.WHB3697.unmapped-both-read-and-mate	1000.0	33026.0	25797.0
MUX8207.WHB3698.unmapped-both-read-and-mate	1030.0	693598.0	67730.0
MUX8207.WHB3699.unmapped-both-read-and-mate	1058.0	17557.0	29401.0
MUX8208.WHB3700.unmapped-both-read-and-mate	1005.0	113066.0	33302.0
MUX8208.WHB3701.unmapped-both-read-and-mate	998.0	82993.0	34403.0
MUX8208.WHB3702.unmapped-both-read-and-mate	1085.0	28757.0	27077.0
MUX8208.WHB3703.unmapped-both-read-and-mate	1192.0	118127.0	35261.0
MUX8208.WHB3704.unmapped-both-read-and-mate	837.0	80057.0	22791.0
MUX8209.WHB3705.unmapped-both-read-and-mate	956.0	127306.0	24557.0
MUX8209.WHB3706.unmapped-both-read-and-mate	880.0	102313.0	21272.0
MUX8209.WHB3707.unmapped-both-read-and-mate	865.0	119425.0	22908.0
MUX8209.WHB3708.unmapped-both-read-and-mate	920.0	94119.0	21252.0
MUX8209.WHB3709.unmapped-both-read-and-mate	910.0	47087.0	26361.0
MUX8210.WHB3710.unmapped-both-read-and-mate	924.0	464266.0	50674.0
MUX8210.WHB3711.unmapped-both-read-and-mate	987.0	14522.0	23289.0
MUX8210.WHB3712.unmapped-both-read-and-mate	812.0	145731.0	27345.0
MUX8210.WHB3713.unmapped-both-read-and-mate	882.0	109185.0	25699.0
MUX8210.WHB3714.unmapped-both-read-and-mate	952.0	86844.0	20650.0
MUX8211.WHB3715.unmapped-both-read-and-mate	764.0	108212.0	18943.0
MUX8211.WHB3717.unmapped-both-read-and-mate	741.0	127224.0	19883.0
MUX8211.WHB3718.unmapped-both-read-and-mate	671.0	69439.0	13007.0
MUX8211.WHB3719.unmapped-both-read-and-mate	810.0	168974.0	27950.0
MUX8212.WHB3720.unmapped-both-read-and-mate	792.0	44850.0	19783.0
MUX8212.WHB3721.unmapped-both-read-and-mate	697.0	39096.0	16614.0
MUX8212.WHB3723.unmapped-both-read-and-mate	803.0	17779.0	22598.0
MUX8212.WHB3724.unmapped-both-read-and-mate	777.0	130040.0	22295.0
MUX8213.WHB3725.unmapped-both-read-and-mate	695.0	112533.0	24831.0
MUX8213.WHB3727.unmapped-both-read-and-mate	902.0	124067.0	20795.0
MUX8213.WHB3728.unmapped-both-read-and-mate	693.0	82502.0	18258.0
MUX8214.WHB3730.unmapped-both-read-and-mate	843.0	32025.0	15545.0
MUX8214.WHB3731.unmapped-both-read-and-mate	608.0	97469.0	19887.0
MUX8214.WHB3733.unmapped-both-read-and-mate	699.0	41917.0	21396.0
MUX8214.WHB3734.unmapped-both-read-and-mate	851.0	1525209.0	127164.0
MUX8214.WHB3735.unmapped-both-read-and-mate	710.0	12794.0	16415.0
MUX8219.WHB3736.unmapped-both-read-and-mate	902.0	125381.0	40885.0
MUX8219.WHB3737.unmapped-both-read-and-mate	1157.0	127201.0	43350.0
MUX8219.WHB3738.unmapped-both-read-and-mate	1093.0	157987.0	39796.0
MUX8219.WHB3739.unmapped-both-read-and-mate	1062.0	71567.0	47702.0
MUX8219.WHB3740.unmapped-both-read-and-mate	974.0	133309.0	38045.0
MUX8220.WHB3742.unmapped-both-read-and-mate	1135.0	125238.0	37854.0
MUX8220.WHB3743.unmapped-both-read-and-mate	1057.0	161431.0	43426.0
MUX8220.WHB3744.unmapped-both-read-and-mate	997.0	31094.0	32346.0
MUX8220.WHB3745.unmapped-both-read-and-mate	1138.0	36901.0	38010.0
MUX8221.WHB3746.unmapped-both-read-and-mate	1095.0	11827.0	31743.0
MUX8221.WHB3747.unmapped-both-read-and-mate	1073.0	13370.0	33381.0
MUX8221.WHB3748.unmapped-both-read-and-mate	970.0	147120.0	38743.0
MUX8221.WHB3749.unmapped-both-read-and-mate	1004.0	70512.0	34036.0
MUX8221.WHB3750.unmapped-both-read-and-mate	1085.0	190513.0	44739.0
MUX8222.WHB3751.unmapped-both-read-and-mate	1024.0	114913.0	29890.0
MUX8222.WHB3752.unmapped-both-read-and-mate	850.0	126365.0	32835.0
MUX8222.WHB3754.unmapped-both-read-and-mate	920.0	165471.0	32337.0
MUX8222.WHB3755.unmapped-both-read-and-mate	1138.0	171165.0	43550.0
MUX8235.WHB3756.unmapped-both-read-and-mate	1001.0	42773.0	31457.0
MUX8235.WHB3757.unmapped-both-read-and-mate	925.0	50907.0	31255.0
MUX8235.WHB3758.unmapped-both-read-and-mate	896.0	57997.0	36038.0
MUX8235.WHB3759.unmapped-both-read-and-mate	925.0	14198.0	27186.0
MUX8235.WHB3761.unmapped-both-read-and-mate	881.0	221238.0	50002.0
MUX8236.WHB3760.unmapped-both-read-and-mate	785.0	218912.0	44550.0
MUX8236.WHB3762.unmapped-both-read-and-mate	892.0	318769.0	44971.0
MUX8236.WHB3763.unmapped-both-read-and-mate	983.0	357297.0	53023.0
MUX8236.WHB3764.unmapped-both-read-and-mate	788.0	5802.0	19291.0
MUX8236.WHB3765.unmapped-both-read-and-mate	881.0	8020.0	20977.0
MUX8237.WHB3766.unmapped-both-read-and-mate	917.0	681411.0	86383.0
MUX8237.WHB3767.unmapped-both-read-and-mate	785.0	12279.0	20851.0
MUX8237.WHB3768.unmapped-both-read-and-mate	917.0	491292.0	67205.0
MUX8237.WHB3769.unmapped-both-read-and-mate	870.0	440961.0	64459.0
MUX8237.WHB3770.unmapped-both-read-and-mate	877.0	45461.0	26621.0
MUX8238.WHB3771.unmapped-both-read-and-mate	817.0	351432.0	45486.0
MUX8238.WHB3772.unmapped-both-read-and-mate	1031.0	431117.0	53934.0
MUX8238.WHB3773.unmapped-both-read-and-mate	896.0	281509.0	40518.0
MUX8238.WHB3774.unmapped-both-read-and-mate	820.0	200744.0	36867.0
MUX8238.WHB3775.unmapped-both-read-and-mate	872.0	224312.0	38508.0
MUX8239.WHB3776.unmapped-both-read-and-mate	627.0	7514.0	12847.0
MUX8239.WHB3777.unmapped-both-read-and-mate	622.0	8741.0	13922.0
MUX8239.WHB3778.unmapped-both-read-and-mate	626.0	9653.0	15052.0
MUX8239.WHB3779.unmapped-both-read-and-mate	703.0	342252.0	44174.0
MUX8240.WHB3781.unmapped-both-read-and-mate	870.0	288994.0	39688.0
MUX8240.WHB3782.unmapped-both-read-and-mate	657.0	12136.0	15868.0
MUX8240.WHB3783.unmapped-both-read-and-mate	642.0	342945.0	37948.0
MUX8240.WHB3784.unmapped-both-read-and-mate	672.0	307767.0	34263.0
MUX8240.WHB3785.unmapped-both-read-and-mate	705.0	237914.0	30070.0
MUX8241.WHB3786.unmapped-both-read-and-mate	654.0	28172.0	29547.0
MUX8241.WHB3787.unmapped-both-read-and-mate	728.0	408060.0	46394.0
MUX8241.WHB3788.unmapped-both-read-and-mate	819.0	8218.0	14078.0
MUX8241.WHB3789.unmapped-both-read-and-mate	635.0	11173.0	15754.0
MUX8241.WHB3790.unmapped-both-read-and-mate	601.0	9589.0	13738.0
MUX8242.WHB3791.unmapped-both-read-and-mate	771.0	458367.0	54755.0
MUX8242.WHB3792.unmapped-both-read-and-mate	809.0	677507.0	76929.0
MUX8242.WHB3794.unmapped-both-read-and-mate	697.0	11895.0	16052.0
MUX8242.WHB3795.unmapped-both-read-and-mate	659.0	314367.0	49959.0
MUX8243.WHB3796.unmapped-both-read-and-mate	712.0	385265.0	40735.0
MUX8243.WHB3797.unmapped-both-read-and-mate	787.0	347937.0	36962.0
MUX8243.WHB3798.unmapped-both-read-and-mate	722.0	10412.0	16268.0
MUX8243.WHB3799.unmapped-both-read-and-mate	638.0	240995.0	29496.0
MUX8243.WHB3800.unmapped-both-read-and-mate	709.0	5581.0	10098.0
MUX8244.WHB3801.unmapped-both-read-and-mate	696.0	6663.0	11580.0
MUX8244.WHB3802.unmapped-both-read-and-mate	637.0	457212.0	52257.0
MUX8244.WHB3803.unmapped-both-read-and-mate	789.0	518330.0	58958.0
MUX8244.WHB3804.unmapped-both-read-and-mate	732.0	460480.0	54229.0
MUX8245.WHB3806.unmapped-both-read-and-mate	720.0	10674.0	15301.0
MUX8245.WHB3807.unmapped-both-read-and-mate	721.0	352981.0	38683.0
MUX8245.WHB3808.unmapped-both-read-and-mate	633.0	319365.0	36599.0
MUX8245.WHB3810.unmapped-both-read-and-mate	681.0	10271.0	15282.0
MUX8246.WHB3811.unmapped-both-read-and-mate	655.0	201037.0	28046.0
MUX8246.WHB3812.unmapped-both-read-and-mate	634.0	13426.0	16915.0
MUX8246.WHB3813.unmapped-both-read-and-mate	715.0	396109.0	47016.0
MUX8246.WHB3814.unmapped-both-read-and-mate	678.0	467852.0	53083.0
MUX8246.WHB3815.unmapped-both-read-and-mate	635.0	17014.0	13748.0
MUX8247.WHB3816.unmapped-both-read-and-mate	888.0	359015.0	64934.0
MUX8247.WHB3817.unmapped-both-read-and-mate	824.0	6743.0	26014.0
MUX8247.WHB3818.unmapped-both-read-and-mate	1059.0	5929.0	30813.0
MUX8247.WHB3819.unmapped-both-read-and-mate	1087.0	333752.0	57285.0
MUX8247.WHB3820.unmapped-both-read-and-mate	914.0	312283.0	52717.0
MUX8248.WHB3821.unmapped-both-read-and-mate	969.0	214784.0	48851.0
MUX8248.WHB3822.unmapped-both-read-and-mate	870.0	6585.0	28041.0
MUX8248.WHB3823.unmapped-both-read-and-mate	1118.0	218314.0	50503.0
MUX8248.WHB3824.unmapped-both-read-and-mate	850.0	9257.0	28264.0
MUX8248.WHB3826.unmapped-both-read-and-mate	1078.0	577818.0	88357.0
MUX8249.WHB3827.unmapped-both-read-and-mate	887.0	426418.0	64633.0
MUX8249.WHB3828.unmapped-both-read-and-mate	1015.0	570312.0	79601.0
MUX8249.WHB3829.unmapped-both-read-and-mate	942.0	6818.0	26686.0
MUX8249.WHB3830.unmapped-both-read-and-mate	949.0	14882.0	33149.0
MUX8249.WHB3831.unmapped-both-read-and-mate	896.0	314207.0	49721.0
MUX8250.WHB3832.unmapped-both-read-and-mate	983.0	315670.0	51184.0
MUX8250.WHB3833.unmapped-both-read-and-mate	1005.0	476437.0	67609.0
MUX8250.WHB3834.unmapped-both-read-and-mate	981.0	16154.0	33975.0
MUX8250.WHB3835.unmapped-both-read-and-mate	949.0	6238.0	26761.0
MUX8250.WHB3836.unmapped-both-read-and-mate	909.0	7494.0	26842.0
MUX8253.WHB3689.unmapped-both-read-and-mate	481.0	150460.0	21133.0
MUX8253.WHB3837.unmapped-both-read-and-mate	729.0	458492.0	54013.0
MUX8253.WHB3838.unmapped-both-read-and-mate	724.0	405293.0	50300.0
MUX8253.WHB3839.unmapped-both-read-and-mate	667.0	344162.0	45034.0
MUX8253.WHB3840.unmapped-both-read-and-mate	708.0	470728.0	58359.0
MUX8254.WHB3842.unmapped-both-read-and-mate	644.0	17200.0	19780.0
MUX8254.WHB3843.unmapped-both-read-and-mate	630.0	459291.0	49146.0
MUX8254.WHB3844.unmapped-both-read-and-mate	821.0	190692.0	27370.0
MUX8254.WHB3845.unmapped-both-read-and-mate	778.0	259968.0	35715.0
MUX8254.WHB3846.unmapped-both-read-and-mate	668.0	12771.0	17048.0
MUX8255.WHB4854.unmapped-both-read-and-mate	731.0	7652.0	12168.0
MUX8255.WHB4855.unmapped-both-read-and-mate	668.0	338027.0	48341.0
MUX8255.WHB4856.unmapped-both-read-and-mate	589.0	571374.0	70484.0
MUX8255.WHB4857.unmapped-both-read-and-mate	823.0	473271.0	57794.0
MUX8255.WHB4858.unmapped-both-read-and-mate	565.0	468012.0	54495.0
MUX8256.WHB4859.unmapped-both-read-and-mate	772.0	766448.0	83094.0
MUX8256.WHB4860.unmapped-both-read-and-mate	585.0	635993.0	69947.0
MUX8256.WHB4861.unmapped-both-read-and-mate	683.0	524161.0	59393.0
MUX8256.WHB4862.unmapped-both-read-and-mate	614.0	346517.0	42657.0
MUX8256.WHB4863.unmapped-both-read-and-mate	514.0	317708.0	39735.0
MUX8257.WHB4864.unmapped-both-read-and-mate	687.0	414933.0	52014.0
MUX8257.WHB4865.unmapped-both-read-and-mate	712.0	322009.0	43199.0
MUX8257.WHB4866.unmapped-both-read-and-mate	682.0	762863.0	91606.0
MUX8257.WHB4867.unmapped-both-read-and-mate	598.0	842499.0	102381.0
MUX8257.WHB4868.unmapped-both-read-and-mate	690.0	370188.0	50534.0
MUX8258.WHB4869.unmapped-both-read-and-mate	672.0	574299.0	66498.0
MUX8258.WHB4870.unmapped-both-read-and-mate	643.0	251584.0	43999.0
MUX8258.WHB4871.unmapped-both-read-and-mate	644.0	748080.0	79048.0
MUX8258.WHB4872.unmapped-both-read-and-mate	678.0	450545.0	53644.0
MUX8258.WHB4873.unmapped-both-read-and-mate	847.0	548852.0	65499.0
MUX8259.WHB3847.unmapped-both-read-and-mate	805.0	6156.0	23947.0
MUX8259.WHB3848.unmapped-both-read-and-mate	885.0	10942.0	25883.0
MUX8259.WHB3849.unmapped-both-read-and-mate	973.0	370107.0	57087.0
MUX8259.WHB3851.unmapped-both-read-and-mate	944.0	521899.0	75544.0
MUX8260.WHB3732.unmapped-both-read-and-mate	1047.0	29510.0	28937.0
MUX8260.WHB3825.unmapped-both-read-and-mate	1061.0	393811.0	60596.0
MUX8260.WHB3841.unmapped-both-read-and-mate	1065.0	376021.0	62346.0
MUX8260.WHB3852.unmapped-both-read-and-mate	1015.0	706164.0	98460.0
MUX8260.WHB3853.unmapped-both-read-and-mate	918.0	416116.0	71674.0
MUX8261.WHB4874.unmapped-both-read-and-mate	835.0	330466.0	54039.0
MUX8261.WHB4875.unmapped-both-read-and-mate	952.0	287414.0	53831.0
MUX8261.WHB4876.unmapped-both-read-and-mate	896.0	250208.0	45986.0
MUX8261.WHB4877.unmapped-both-read-and-mate	925.0	350607.0	56536.0
MUX8261.WHB4878.unmapped-both-read-and-mate	776.0	308911.0	58270.0
MUX8262.WHB4879.unmapped-both-read-and-mate	663.0	486303.0	69978.0
MUX8262.WHB4880.unmapped-both-read-and-mate	673.0	371440.0	56595.0
MUX8262.WHB4881.unmapped-both-read-and-mate	792.0	662764.0	82615.0
MUX8262.WHB4882.unmapped-both-read-and-mate	799.0	486977.0	66474.0
MUX8262.WHB4883.unmapped-both-read-and-mate	737.0	496186.0	65440.0
MUX8263.WHB4884.unmapped-both-read-and-mate	1047.0	742651.0	96445.0
MUX8263.WHB4885.unmapped-both-read-and-mate	884.0	227860.0	45318.0
MUX8263.WHB4886.unmapped-both-read-and-mate	1020.0	273759.0	48302.0
MUX8263.WHB4887.unmapped-both-read-and-mate	917.0	244711.0	43756.0
MUX8263.WHB4888.unmapped-both-read-and-mate	849.0	321880.0	52615.0
MUX8264.WHB4889.unmapped-both-read-and-mate	872.0	459295.0	66261.0
MUX8264.WHB4890.unmapped-both-read-and-mate	794.0	341306.0	59959.0
MUX8264.WHB4891.unmapped-both-read-and-mate	884.0	262058.0	57437.0
MUX8264.WHB4892.unmapped-both-read-and-mate	1040.0	961711.0	115755.0
MUX8264.WHB4893.unmapped-both-read-and-mate	933.0	529586.0	73618.0
MUX8265.WHB4894.unmapped-both-read-and-mate	855.0	403646.0	70856.0
MUX8265.WHB4895.unmapped-both-read-and-mate	1029.0	450498.0	72953.0
MUX8265.WHB4896.unmapped-both-read-and-mate	992.0	662638.0	89648.0
MUX8265.WHB4897.unmapped-both-read-and-mate	1225.0	469688.0	79713.0
MUX8265.WHB4898.unmapped-both-read-and-mate	881.0	377533.0	60743.0
MUX8266.WHB4899.unmapped-both-read-and-mate	1038.0	327758.0	64101.0
MUX8266.WHB4900.unmapped-both-read-and-mate	1070.0	304478.0	58194.0
MUX8266.WHB4901.unmapped-both-read-and-mate	1155.0	481286.0	78243.0
MUX8266.WHB4902.unmapped-both-read-and-mate	1187.0	579790.0	99607.0
MUX8266.WHB4903.unmapped-both-read-and-mate	1098.0	199398.0	61471.0
MUX8274.WHB4904.unmapped-both-read-and-mate	831.0	314851.0	47289.0
MUX8274.WHB4905.unmapped-both-read-and-mate	891.0	440894.0	64970.0
MUX8274.WHB4906.unmapped-both-read-and-mate	882.0	433352.0	64497.0
MUX8274.WHB4907.unmapped-both-read-and-mate	902.0	592751.0	77796.0
MUX8274.WHB4908.unmapped-both-read-and-mate	767.0	524851.0	68552.0
MUX8275.WHB4909.unmapped-both-read-and-mate	1080.0	414673.0	64385.0
MUX8275.WHB4910.unmapped-both-read-and-mate	862.0	5589.0	19535.0
MUX8275.WHB4911.unmapped-both-read-and-mate	922.0	230729.0	43495.0
MUX8275.WHB4912.unmapped-both-read-and-mate	1063.0	590115.0	80535.0
MUX8275.WHB4913.unmapped-both-read-and-mate	800.0	145556.0	31368.0
MUX8277.WHB4914.unmapped-both-read-and-mate	954.0	302352.0	59336.0
MUX8277.WHB4915.unmapped-both-read-and-mate	900.0	560152.0	84617.0
MUX8277.WHB4916.unmapped-both-read-and-mate	858.0	425822.0	60439.0
MUX8277.WHB4917.unmapped-both-read-and-mate	954.0	572944.0	79869.0
MUX8277.WHB4918.unmapped-both-read-and-mate	870.0	313310.0	52564.0
MUX8278.WHB4919.unmapped-both-read-and-mate	1138.0	824890.0	108260.0
MUX8278.WHB4920.unmapped-both-read-and-mate	1024.0	575746.0	81357.0
MUX8278.WHB4921.unmapped-both-read-and-mate	1038.0	504497.0	72893.0
MUX8278.WHB4922.unmapped-both-read-and-mate	1006.0	358391.0	59381.0
MUX8278.WHB4923.unmapped-both-read-and-mate	964.0	267937.0	48300.0
MUX8279.WHB4924.unmapped-both-read-and-mate	664.0	278189.0	36991.0
MUX8279.WHB4925.unmapped-both-read-and-mate	768.0	310647.0	43995.0
MUX8279.WHB4926.unmapped-both-read-and-mate	727.0	424082.0	60718.0
MUX8279.WHB4927.unmapped-both-read-and-mate	731.0	340412.0	50709.0
MUX8279.WHB4928.unmapped-both-read-and-mate	751.0	388797.0	49573.0
MUX8280.WHB4929.unmapped-both-read-and-mate	904.0	788378.0	89445.0
MUX8280.WHB4930.unmapped-both-read-and-mate	746.0	416180.0	53055.0
MUX8280.WHB4931.unmapped-both-read-and-mate	739.0	465440.0	56369.0
MUX8280.WHB4932.unmapped-both-read-and-mate	661.0	510098.0	60312.0
MUX8280.WHB4933.unmapped-both-read-and-mate	722.0	329583.0	42840.0
MUX8281.WHB4934.unmapped-both-read-and-mate	706.0	396481.0	48408.0
MUX8281.WHB4935.unmapped-both-read-and-mate	644.0	406469.0	49114.0
MUX8281.WHB4937.unmapped-both-read-and-mate	759.0	312822.0	42936.0
MUX8281.WHB4938.unmapped-both-read-and-mate	634.0	273691.0	48680.0
MUX8282.WHB4939.unmapped-both-read-and-mate	721.0	356802.0	49096.0
MUX8282.WHB4940.unmapped-both-read-and-mate	595.0	286346.0	50363.0
MUX8282.WHB4941.unmapped-both-read-and-mate	705.0	584641.0	67537.0
MUX8282.WHB4942.unmapped-both-read-and-mate	676.0	555673.0	62405.0
MUX8282.WHB4943.unmapped-both-read-and-mate	608.0	514598.0	58730.0
MUX8300.WHB4944.unmapped-both-read-and-mate	741.0	455209.0	57105.0
MUX8300.WHB4945.unmapped-both-read-and-mate	692.0	468953.0	57243.0
MUX8300.WHB4946.unmapped-both-read-and-mate	625.0	462098.0	55259.0
MUX8300.WHB4947.unmapped-both-read-and-mate	680.0	339889.0	45857.0
MUX8300.WHB4948.unmapped-both-read-and-mate	797.0	349572.0	47068.0
MUX8301.WHB4949.unmapped-both-read-and-mate	716.0	6633.0	11845.0
MUX8301.WHB4950.unmapped-both-read-and-mate	593.0	3962.0	9415.0
MUX8301.WHB4951.unmapped-both-read-and-mate	765.0	311325.0	41665.0
MUX8301.WHB4952.unmapped-both-read-and-mate	679.0	227321.0	39247.0
MUX8301.WHB4953.unmapped-both-read-and-mate	783.0	339095.0	44655.0
MUX8302.WHB4954.unmapped-both-read-and-mate	733.0	189466.0	31789.0
MUX8302.WHB4955.unmapped-both-read-and-mate	699.0	508073.0	53040.0
MUX8302.WHB4956.unmapped-both-read-and-mate	613.0	293992.0	37137.0
