Sample	Metazoa	Other	Unclassified
MUX10488.WHB8643.unmapped-both-read-and-mate	758.0	3001.0	25415.0
MUX10488.WHB8647.unmapped-both-read-and-mate	913.0	28838.0	45626.0
MUX10488.WHB8648.unmapped-both-read-and-mate	785.0	3658.0	31694.0
MUX10489.WHB8649.unmapped-both-read-and-mate	707.0	6424.0	31625.0
MUX10489.WHB8650.unmapped-both-read-and-mate	721.0	15897.0	40697.0
MUX10489.WHB8654.unmapped-both-read-and-mate	728.0	19293.0	32288.0
MUX10489.WHB8656.unmapped-both-read-and-mate	776.0	1948.0	37648.0
MUX10490.WHB8652.unmapped-both-read-and-mate	556.0	9613.0	23642.0
MUX10490.WHB8653.unmapped-both-read-and-mate	620.0	10294.0	26950.0
MUX10490.WHB8655.unmapped-both-read-and-mate	753.0	3872.0	28712.0
MUX10490.WHB8659.unmapped-both-read-and-mate	642.0	2962.0	24267.0
MUX10491.WHB8660.unmapped-both-read-and-mate	945.0	3708.0	37665.0
MUX10491.WHB8661.unmapped-both-read-and-mate	786.0	3667.0	25456.0
MUX10491.WHB8662.unmapped-both-read-and-mate	724.0	6256.0	28044.0
MUX10491.WHB8664.unmapped-both-read-and-mate	697.0	3438.0	29687.0
MUX10492.WHB8657.unmapped-both-read-and-mate	906.0	13432.0	41596.0
MUX10492.WHB8665.unmapped-both-read-and-mate	704.0	3917.0	27459.0
MUX10492.WHB8666.unmapped-both-read-and-mate	625.0	7574.0	24948.0
MUX10492.WHB8667.unmapped-both-read-and-mate	608.0	2732.0	23539.0
MUX10492.WHB8668.unmapped-both-read-and-mate	604.0	1592.0	27633.0
MUX10493.WHB8669.unmapped-both-read-and-mate	541.0	13738.0	12392.0
MUX10493.WHB8670.unmapped-both-read-and-mate	392.0	8676.0	8610.0
MUX10493.WHB8671.unmapped-both-read-and-mate	466.0	18843.0	15317.0
MUX10493.WHB8672.unmapped-both-read-and-mate	294.0	2643.0	4787.0
MUX10493.WHB8673.unmapped-both-read-and-mate	367.0	6554.0	7023.0
MUX10494.WHB8674.unmapped-both-read-and-mate	303.0	3735.0	4688.0
MUX10494.WHB8675.unmapped-both-read-and-mate	362.0	19331.0	14143.0
MUX10494.WHB8676.unmapped-both-read-and-mate	363.0	9576.0	8374.0
MUX10494.WHB8677.unmapped-both-read-and-mate	472.0	28969.0	21138.0
MUX10494.WHB8680.unmapped-both-read-and-mate	353.0	8665.0	8049.0
MUX10495.WHB8678.unmapped-both-read-and-mate	406.0	14672.0	11216.0
MUX10495.WHB8679.unmapped-both-read-and-mate	310.0	3737.0	4602.0
MUX10495.WHB8681.unmapped-both-read-and-mate	248.0	3997.0	5078.0
MUX10495.WHB8682.unmapped-both-read-and-mate	273.0	2889.0	4118.0
MUX10495.WHB8683.unmapped-both-read-and-mate	323.0	2518.0	4741.0
MUX10496.WHB8684.unmapped-both-read-and-mate	311.0	3456.0	5046.0
MUX10496.WHB8685.unmapped-both-read-and-mate	449.0	13475.0	12198.0
MUX10496.WHB8686.unmapped-both-read-and-mate	367.0	3861.0	5599.0
MUX10496.WHB8687.unmapped-both-read-and-mate	409.0	4687.0	6339.0
MUX10497.WHB8689.unmapped-both-read-and-mate	403.0	8221.0	8485.0
MUX10497.WHB8690.unmapped-both-read-and-mate	366.0	5828.0	6845.0
MUX10498.WHB8694.unmapped-both-read-and-mate	246.0	7812.0	7184.0
MUX10498.WHB8695.unmapped-both-read-and-mate	305.0	6577.0	6727.0
MUX10498.WHB8696.unmapped-both-read-and-mate	345.0	17718.0	13531.0
MUX10498.WHB8697.unmapped-both-read-and-mate	413.0	13274.0	11564.0
MUX10498.WHB8698.unmapped-both-read-and-mate	337.0	3856.0	5080.0
MUX10499.WHB8699.unmapped-both-read-and-mate	421.0	8150.0	8418.0
MUX10499.WHB8700.unmapped-both-read-and-mate	332.0	13626.0	10487.0
MUX10499.WHB8701.unmapped-both-read-and-mate	240.0	5620.0	6205.0
MUX10499.WHB8702.unmapped-both-read-and-mate	333.0	7359.0	6879.0
MUX10499.WHB8703.unmapped-both-read-and-mate	392.0	9700.0	8742.0
MUX10500.WHB8704.unmapped-both-read-and-mate	422.0	9704.0	9213.0
MUX10500.WHB8705.unmapped-both-read-and-mate	333.0	9683.0	8694.0
MUX10500.WHB8706.unmapped-both-read-and-mate	390.0	7480.0	7373.0
MUX10500.WHB8707.unmapped-both-read-and-mate	267.0	8718.0	7492.0
MUX10500.WHB8708.unmapped-both-read-and-mate	190.0	1494.0	3445.0
MUX10512.WHB8709.unmapped-both-read-and-mate	441.0	9179.0	9569.0
MUX10512.WHB8712.unmapped-both-read-and-mate	466.0	24154.0	18880.0
MUX10512.WHB8714.unmapped-both-read-and-mate	410.0	10197.0	9538.0
MUX10512.WHB8715.unmapped-both-read-and-mate	390.0	20099.0	15581.0
MUX10512.WHB8716.unmapped-both-read-and-mate	397.0	16825.0	13292.0
MUX10513.WHB8711.unmapped-both-read-and-mate	351.0	6500.0	6629.0
MUX10513.WHB8713.unmapped-both-read-and-mate	401.0	11297.0	9491.0
MUX10513.WHB8717.unmapped-both-read-and-mate	413.0	11621.0	9911.0
MUX10513.WHB8718.unmapped-both-read-and-mate	313.0	15555.0	11552.0
MUX10513.WHB8719.unmapped-both-read-and-mate	367.0	20120.0	14641.0
MUX10514.WHB8720.unmapped-both-read-and-mate	388.0	13408.0	10959.0
MUX10514.WHB8721.unmapped-both-read-and-mate	398.0	18028.0	13863.0
MUX10514.WHB8722.unmapped-both-read-and-mate	322.0	6463.0	6665.0
MUX10514.WHB8723.unmapped-both-read-and-mate	218.0	9546.0	7944.0
MUX10514.WHB8724.unmapped-both-read-and-mate	264.0	7828.0	7141.0
MUX10515.WHB8725.unmapped-both-read-and-mate	185.0	9923.0	8179.0
MUX10515.WHB8726.unmapped-both-read-and-mate	319.0	11870.0	9096.0
MUX10515.WHB8728.unmapped-both-read-and-mate	379.0	7882.0	7380.0
MUX10515.WHB8729.unmapped-both-read-and-mate	425.0	7676.0	7487.0
MUX10516.WHB8730.unmapped-both-read-and-mate	351.0	10488.0	8616.0
MUX10516.WHB8731.unmapped-both-read-and-mate	305.0	13703.0	10223.0
MUX10516.WHB8732.unmapped-both-read-and-mate	243.0	21994.0	15360.0
MUX10516.WHB8733.unmapped-both-read-and-mate	320.0	8376.0	7415.0
MUX10516.WHB8734.unmapped-both-read-and-mate	274.0	6985.0	6962.0
MUX10517.WHB8735.unmapped-both-read-and-mate	334.0	10226.0	8002.0
MUX10517.WHB8736.unmapped-both-read-and-mate	309.0	2114.0	3974.0
MUX10517.WHB8737.unmapped-both-read-and-mate	411.0	8235.0	7499.0
MUX10517.WHB8740.unmapped-both-read-and-mate	339.0	23896.0	15806.0
MUX10518.WHB8739.unmapped-both-read-and-mate	380.0	8295.0	7380.0
MUX10518.WHB8741.unmapped-both-read-and-mate	378.0	11780.0	9705.0
MUX10518.WHB8742.unmapped-both-read-and-mate	411.0	8501.0	7764.0
MUX10518.WHB8743.unmapped-both-read-and-mate	312.0	5232.0	5306.0
MUX10518.WHB8744.unmapped-both-read-and-mate	296.0	6236.0	6888.0
MUX10519.WHB8745.unmapped-both-read-and-mate	319.0	19081.0	13754.0
MUX10519.WHB8746.unmapped-both-read-and-mate	361.0	13991.0	10886.0
MUX10519.WHB8747.unmapped-both-read-and-mate	326.0	15760.0	12079.0
MUX10519.WHB8748.unmapped-both-read-and-mate	340.0	16835.0	12226.0
MUX10520.WHB8751.unmapped-both-read-and-mate	538.0	9747.0	25397.0
MUX10520.WHB8752.unmapped-both-read-and-mate	739.0	9780.0	29165.0
MUX10520.WHB8753.unmapped-both-read-and-mate	583.0	15494.0	28085.0
MUX10520.WHB8754.unmapped-both-read-and-mate	638.0	14769.0	28434.0
MUX10521.WHB8755.unmapped-both-read-and-mate	715.0	15422.0	31160.0
MUX10521.WHB8756.unmapped-both-read-and-mate	746.0	13138.0	29725.0
MUX10521.WHB8757.unmapped-both-read-and-mate	710.0	14387.0	26447.0
MUX10521.WHB8758.unmapped-both-read-and-mate	665.0	16438.0	25807.0
MUX10522.WHB8760.unmapped-both-read-and-mate	680.0	16382.0	26701.0
MUX10522.WHB8761.unmapped-both-read-and-mate	585.0	13752.0	24302.0
MUX10522.WHB8762.unmapped-both-read-and-mate	585.0	15572.0	26308.0
MUX10522.WHB8763.unmapped-both-read-and-mate	560.0	20954.0	28692.0
MUX10522.WHB8764.unmapped-both-read-and-mate	630.0	17243.0	26615.0
MUX10523.WHB8765.unmapped-both-read-and-mate	677.0	20168.0	28284.0
MUX10523.WHB8766.unmapped-both-read-and-mate	711.0	11216.0	29192.0
MUX10523.WHB8767.unmapped-both-read-and-mate	508.0	8716.0	21586.0
MUX10523.WHB8769.unmapped-both-read-and-mate	570.0	8501.0	25501.0
MUX10559.WHB6706.unmapped-both-read-and-mate	444.0	1219.0	5431.0
MUX10559.WHB6709.unmapped-both-read-and-mate	340.0	6274.0	8269.0
MUX10559.WHB6711.unmapped-both-read-and-mate	318.0	1833.0	4448.0
MUX10559.WHB6713.unmapped-both-read-and-mate	368.0	2350.0	5445.0
MUX10559.WHB6718.unmapped-both-read-and-mate	361.0	1772.0	5134.0
MUX10560.WHB6720.unmapped-both-read-and-mate	241.0	1261.0	3423.0
MUX10560.WHB6722.unmapped-both-read-and-mate	234.0	1972.0	4708.0
MUX10560.WHB6725.unmapped-both-read-and-mate	359.0	2836.0	5204.0
MUX10560.WHB6730.unmapped-both-read-and-mate	483.0	1547.0	5366.0
MUX10560.WHB6734.unmapped-both-read-and-mate	342.0	3093.0	5046.0
MUX10561.WHB6737.unmapped-both-read-and-mate	378.0	2099.0	5093.0
MUX10561.WHB6740.unmapped-both-read-and-mate	409.0	2001.0	5192.0
MUX10561.WHB6744.unmapped-both-read-and-mate	350.0	1497.0	4088.0
MUX10561.WHB6745.unmapped-both-read-and-mate	314.0	1880.0	4115.0
MUX10561.WHB6749.unmapped-both-read-and-mate	333.0	1477.0	4149.0
MUX10562.WHB6751.unmapped-both-read-and-mate	319.0	859.0	3611.0
MUX10562.WHB6752.unmapped-both-read-and-mate	339.0	1603.0	4044.0
MUX10562.WHB6756.unmapped-both-read-and-mate	298.0	1089.0	3548.0
MUX10562.WHB6762.unmapped-both-read-and-mate	421.0	1544.0	4936.0
MUX10562.WHB6764.unmapped-both-read-and-mate	329.0	1844.0	4250.0
MUX10563.WHB7939.unmapped-both-read-and-mate	371.0	13910.0	11054.0
MUX10563.WHB7940.unmapped-both-read-and-mate	365.0	8215.0	7794.0
MUX10563.WHB7941.unmapped-both-read-and-mate	343.0	11496.0	9921.0
MUX10563.WHB7942.unmapped-both-read-and-mate	331.0	17440.0	13092.0
MUX10563.WHB7943.unmapped-both-read-and-mate	353.0	19383.0	14299.0
MUX10564.WHB7944.unmapped-both-read-and-mate	359.0	12077.0	10012.0
MUX10564.WHB7945.unmapped-both-read-and-mate	408.0	12349.0	11930.0
MUX10564.WHB7947.unmapped-both-read-and-mate	337.0	11534.0	9196.0
MUX10565.WHB7950.unmapped-both-read-and-mate	380.0	31770.0	21498.0
MUX10565.WHB7952.unmapped-both-read-and-mate	395.0	11826.0	10033.0
MUX10565.WHB7953.unmapped-both-read-and-mate	355.0	16304.0	12190.0
MUX10566.WHB7954.unmapped-both-read-and-mate	366.0	13035.0	10817.0
MUX10566.WHB7955.unmapped-both-read-and-mate	430.0	23804.0	17524.0
MUX10566.WHB7956.unmapped-both-read-and-mate	333.0	59267.0	41026.0
MUX10566.WHB7957.unmapped-both-read-and-mate	367.0	35129.0	23328.0
MUX10566.WHB7958.unmapped-both-read-and-mate	384.0	20618.0	15070.0
MUX10567.WHB7959.unmapped-both-read-and-mate	416.0	10564.0	9783.0
MUX10567.WHB7960.unmapped-both-read-and-mate	421.0	13085.0	11054.0
MUX10567.WHB7961.unmapped-both-read-and-mate	387.0	9669.0	8851.0
MUX10567.WHB7963.unmapped-both-read-and-mate	458.0	8865.0	9318.0
MUX10567.WHB7964.unmapped-both-read-and-mate	442.0	8998.0	9301.0
MUX10568.WHB7965.unmapped-both-read-and-mate	355.0	17993.0	14648.0
MUX10568.WHB7966.unmapped-both-read-and-mate	624.0	30059.0	21697.0
MUX10568.WHB7968.unmapped-both-read-and-mate	502.0	41080.0	28912.0
MUX10568.WHB7969.unmapped-both-read-and-mate	438.0	33547.0	23738.0
MUX10569.WHB7971.unmapped-both-read-and-mate	543.0	30371.0	22497.0
MUX10569.WHB7972.unmapped-both-read-and-mate	500.0	19877.0	15716.0
MUX10569.WHB7973.unmapped-both-read-and-mate	400.0	45618.0	29814.0
MUX10569.WHB7974.unmapped-both-read-and-mate	552.0	16061.0	13442.0
MUX10569.WHB7975.unmapped-both-read-and-mate	504.0	25293.0	18817.0
MUX10570.WHB7976.unmapped-both-read-and-mate	613.0	21276.0	17097.0
MUX10570.WHB7977.unmapped-both-read-and-mate	494.0	16395.0	13883.0
MUX10570.WHB7978.unmapped-both-read-and-mate	445.0	40867.0	28370.0
MUX10570.WHB7979.unmapped-both-read-and-mate	522.0	15902.0	13935.0
MUX10570.WHB7980.unmapped-both-read-and-mate	507.0	26421.0	19837.0
MUX10571.WHB7981.unmapped-both-read-and-mate	706.0	35988.0	40345.0
MUX10571.WHB7982.unmapped-both-read-and-mate	749.0	15125.0	27583.0
MUX10571.WHB7983.unmapped-both-read-and-mate	762.0	30854.0	40101.0
MUX10571.WHB7984.unmapped-both-read-and-mate	633.0	10178.0	21299.0
MUX10572.WHB7986.unmapped-both-read-and-mate	897.0	63885.0	63424.0
MUX10572.WHB7987.unmapped-both-read-and-mate	740.0	10078.0	24936.0
MUX10572.WHB7988.unmapped-both-read-and-mate	638.0	13023.0	21159.0
MUX10572.WHB7989.unmapped-both-read-and-mate	648.0	9154.0	26895.0
MUX10572.WHB7991.unmapped-both-read-and-mate	645.0	10593.0	24115.0
MUX10573.WHB7990.unmapped-both-read-and-mate	800.0	55150.0	57925.0
MUX10573.WHB7992.unmapped-both-read-and-mate	859.0	14237.0	39137.0
MUX10573.WHB7993.unmapped-both-read-and-mate	656.0	16580.0	29264.0
MUX10573.WHB7994.unmapped-both-read-and-mate	995.0	13360.0	39987.0
MUX10574.WHB7996.unmapped-both-read-and-mate	543.0	11631.0	24954.0
MUX10574.WHB7997.unmapped-both-read-and-mate	620.0	10005.0	27566.0
MUX10574.WHB7998.unmapped-both-read-and-mate	875.0	13136.0	34953.0
MUX10574.WHB8000.unmapped-both-read-and-mate	1015.0	16077.0	41241.0
MUX10575.WHB8001.unmapped-both-read-and-mate	726.0	24879.0	32647.0
MUX10575.WHB8003.unmapped-both-read-and-mate	767.0	19261.0	31306.0
MUX10575.WHB8004.unmapped-both-read-and-mate	712.0	16417.0	27843.0
MUX10575.WHB8005.unmapped-both-read-and-mate	672.0	12784.0	24266.0
MUX10575.WHB8006.unmapped-both-read-and-mate	756.0	15824.0	26734.0
MUX10576.WHB8007.unmapped-both-read-and-mate	776.0	15292.0	27454.0
MUX10576.WHB8008.unmapped-both-read-and-mate	638.0	12361.0	23469.0
MUX10576.WHB8009.unmapped-both-read-and-mate	504.0	10245.0	20856.0
MUX10576.WHB8010.unmapped-both-read-and-mate	740.0	23219.0	33759.0
MUX10577.WHB8012.unmapped-both-read-and-mate	680.0	6825.0	20387.0
MUX10577.WHB8013.unmapped-both-read-and-mate	793.0	14324.0	27629.0
MUX10577.WHB8014.unmapped-both-read-and-mate	567.0	21515.0	27694.0
MUX10577.WHB8015.unmapped-both-read-and-mate	679.0	13646.0	27939.0
MUX10577.WHB8016.unmapped-both-read-and-mate	726.0	18836.0	28840.0
MUX10578.WHB8018.unmapped-both-read-and-mate	638.0	7612.0	20761.0
MUX10578.WHB8019.unmapped-both-read-and-mate	626.0	12290.0	21272.0
MUX10578.WHB8020.unmapped-both-read-and-mate	712.0	16339.0	25628.0
MUX10578.WHB8022.unmapped-both-read-and-mate	566.0	13773.0	23640.0
MUX10589.WHB8023.unmapped-both-read-and-mate	467.0	13696.0	15970.0
MUX10589.WHB8024.unmapped-both-read-and-mate	592.0	14325.0	17656.0
MUX10589.WHB8025.unmapped-both-read-and-mate	652.0	14645.0	17742.0
MUX10589.WHB8027.unmapped-both-read-and-mate	477.0	13550.0	15039.0
MUX10590.WHB8028.unmapped-both-read-and-mate	537.0	13459.0	15218.0
MUX10590.WHB8030.unmapped-both-read-and-mate	494.0	13264.0	15616.0
MUX10590.WHB8032.unmapped-both-read-and-mate	456.0	16934.0	18809.0
MUX10590.WHB8033.unmapped-both-read-and-mate	479.0	13868.0	16294.0
MUX10591.WHB8037.unmapped-both-read-and-mate	536.0	248.0	9622.0
MUX10591.WHB8497.unmapped-both-read-and-mate	329.0	32714.0	28283.0
MUX10591.WHB8498.unmapped-both-read-and-mate	446.0	25372.0	25894.0
MUX10591.WHB8499.unmapped-both-read-and-mate	408.0	28480.0	27465.0
MUX10591.WHB8505.unmapped-both-read-and-mate	353.0	26313.0	23129.0
MUX10592.WHB10660.unmapped-both-read-and-mate	606.0	45170.0	34192.0
MUX10592.WHB8547.unmapped-both-read-and-mate	498.0	16481.0	19571.0
MUX10596.WHB11139.unmapped-both-read-and-mate	577.0	143.0	21338.0
MUX10596.WHB11140.unmapped-both-read-and-mate	515.0	243.0	15233.0
MUX10596.WHB11141.unmapped-both-read-and-mate	789.0	41618.0	44446.0
MUX10596.WHB11142.unmapped-both-read-and-mate	835.0	449.0	30911.0
MUX10596.WHB11148.unmapped-both-read-and-mate	660.0	75153.0	51783.0
MUX10597.WHB11143.unmapped-both-read-and-mate	494.0	47450.0	36907.0
MUX10597.WHB11144.unmapped-both-read-and-mate	1079.0	92626.0	76811.0
MUX10597.WHB11145.unmapped-both-read-and-mate	709.0	88681.0	64030.0
MUX10597.WHB11146.unmapped-both-read-and-mate	614.0	69926.0	53470.0
MUX10597.WHB11147.unmapped-both-read-and-mate	699.0	36016.0	42955.0
MUX10598.WHB11149.unmapped-both-read-and-mate	516.0	31588.0	27834.0
MUX10598.WHB11150.unmapped-both-read-and-mate	541.0	43314.0	34620.0
MUX10598.WHB11151.unmapped-both-read-and-mate	726.0	43348.0	43969.0
MUX10598.WHB11152.unmapped-both-read-and-mate	745.0	76776.0	59911.0
MUX10598.WHB11153.unmapped-both-read-and-mate	546.0	65068.0	47201.0
MUX10599.WHB11154.unmapped-both-read-and-mate	857.0	91522.0	68590.0
MUX10599.WHB11155.unmapped-both-read-and-mate	692.0	69756.0	51808.0
MUX10599.WHB11156.unmapped-both-read-and-mate	513.0	60546.0	39466.0
MUX10599.WHB11158.unmapped-both-read-and-mate	805.0	56425.0	50851.0
MUX10600.WHB11159.unmapped-both-read-and-mate	493.0	15265.0	22807.0
MUX10600.WHB11160.unmapped-both-read-and-mate	643.0	12164.0	28071.0
MUX10600.WHB11161.unmapped-both-read-and-mate	609.0	29564.0	38309.0
MUX10600.WHB11162.unmapped-both-read-and-mate	665.0	9903.0	24172.0
MUX10600.WHB11163.unmapped-both-read-and-mate	708.0	11751.0	27511.0
MUX10601.WHB11124.unmapped-both-read-and-mate	770.0	527.0	22375.0
MUX10601.WHB11125.unmapped-both-read-and-mate	571.0	394.0	19288.0
MUX10601.WHB11126.unmapped-both-read-and-mate	573.0	433.0	15965.0
MUX10602.WHB11129.unmapped-both-read-and-mate	612.0	504.0	14008.0
MUX10602.WHB11130.unmapped-both-read-and-mate	683.0	387.0	19664.0
MUX10602.WHB11131.unmapped-both-read-and-mate	768.0	1029.0	18436.0
MUX10602.WHB11132.unmapped-both-read-and-mate	594.0	982.0	17840.0
MUX10602.WHB11133.unmapped-both-read-and-mate	491.0	1435.0	14341.0
MUX10603.WHB11134.unmapped-both-read-and-mate	573.0	710.0	14348.0
MUX10603.WHB11135.unmapped-both-read-and-mate	483.0	1091.0	15704.0
MUX10603.WHB11136.unmapped-both-read-and-mate	538.0	1123.0	16201.0
MUX10603.WHB11137.unmapped-both-read-and-mate	682.0	77.0	21674.0
MUX10603.WHB11138.unmapped-both-read-and-mate	628.0	1215.0	15996.0
MUX10605.WHB10679.unmapped-both-read-and-mate	438.0	19196.0	21733.0
MUX10605.WHB10684.unmapped-both-read-and-mate	548.0	13331.0	17602.0
MUX10605.WHB10685.unmapped-both-read-and-mate	651.0	15772.0	22617.0
MUX10605.WHB10687.unmapped-both-read-and-mate	431.0	48412.0	47496.0
MUX10605.WHB10688.unmapped-both-read-and-mate	378.0	12889.0	15042.0
MUX10606.WHB10689.unmapped-both-read-and-mate	325.0	96171.0	82371.0
MUX10606.WHB10690.unmapped-both-read-and-mate	605.0	166013.0	144368.0
MUX10606.WHB10691.unmapped-both-read-and-mate	369.0	148923.0	127361.0
MUX10606.WHB10692.unmapped-both-read-and-mate	436.0	76015.0	69770.0
MUX10607.WHB10694.unmapped-both-read-and-mate	524.0	122524.0	105581.0
MUX10607.WHB10695.unmapped-both-read-and-mate	353.0	132617.0	110689.0
MUX10607.WHB10696.unmapped-both-read-and-mate	481.0	118979.0	102472.0
MUX10608.WHB10699.unmapped-both-read-and-mate	422.0	92150.0	79560.0
MUX10608.WHB10700.unmapped-both-read-and-mate	394.0	84852.0	74304.0
MUX10608.WHB10701.unmapped-both-read-and-mate	420.0	63089.0	56544.0
MUX10608.WHB10702.unmapped-both-read-and-mate	451.0	44511.0	43758.0
MUX10608.WHB10703.unmapped-both-read-and-mate	451.0	139834.0	118738.0
MUX10609.WHB10704.unmapped-both-read-and-mate	469.0	143568.0	125501.0
MUX10609.WHB10705.unmapped-both-read-and-mate	387.0	32674.0	34539.0
MUX10609.WHB10706.unmapped-both-read-and-mate	531.0	84377.0	77698.0
MUX10609.WHB10707.unmapped-both-read-and-mate	498.0	92016.0	82522.0
MUX10609.WHB10708.unmapped-both-read-and-mate	465.0	142619.0	122983.0
MUX10610.WHB10709.unmapped-both-read-and-mate	483.0	189012.0	161379.0
MUX10610.WHB10710.unmapped-both-read-and-mate	501.0	176746.0	146668.0
MUX10610.WHB10714.unmapped-both-read-and-mate	415.0	20001.0	24053.0
MUX10610.WHB10715.unmapped-both-read-and-mate	462.0	27397.0	29708.0
MUX10611.WHB10712.unmapped-both-read-and-mate	715.0	27745.0	36241.0
MUX10611.WHB10716.unmapped-both-read-and-mate	431.0	17642.0	24904.0
MUX10611.WHB10717.unmapped-both-read-and-mate	480.0	54152.0	53966.0
MUX10611.WHB10723.unmapped-both-read-and-mate	478.0	15533.0	23001.0
MUX10611.WHB10724.unmapped-both-read-and-mate	491.0	23143.0	30748.0
MUX10612.WHB10718.unmapped-both-read-and-mate	607.0	136897.0	126240.0
MUX10612.WHB10720.unmapped-both-read-and-mate	637.0	148120.0	135386.0
MUX10612.WHB10721.unmapped-both-read-and-mate	546.0	94384.0	90083.0
MUX10612.WHB10722.unmapped-both-read-and-mate	436.0	74461.0	70022.0
MUX10612.WHB10725.unmapped-both-read-and-mate	509.0	77921.0	76050.0
MUX10613.WHB10664.unmapped-both-read-and-mate	559.0	22062.0	31631.0
MUX10613.WHB10665.unmapped-both-read-and-mate	436.0	24917.0	29715.0
MUX10613.WHB10666.unmapped-both-read-and-mate	431.0	23337.0	27145.0
MUX10613.WHB10667.unmapped-both-read-and-mate	559.0	30353.0	37151.0
MUX10613.WHB10668.unmapped-both-read-and-mate	407.0	29227.0	30513.0
MUX10614.WHB10669.unmapped-both-read-and-mate	504.0	13473.0	22241.0
MUX10614.WHB10670.unmapped-both-read-and-mate	457.0	28801.0	34653.0
MUX10614.WHB10671.unmapped-both-read-and-mate	508.0	26025.0	32845.0
MUX10614.WHB10673.unmapped-both-read-and-mate	587.0	97905.0	97062.0
MUX10615.WHB10674.unmapped-both-read-and-mate	718.0	17663.0	28703.0
MUX10615.WHB10676.unmapped-both-read-and-mate	549.0	16380.0	26037.0
MUX10615.WHB10677.unmapped-both-read-and-mate	432.0	15369.0	22656.0
MUX10615.WHB10678.unmapped-both-read-and-mate	683.0	22499.0	34555.0
MUX10616.WHB10680.unmapped-both-read-and-mate	714.0	19490.0	29926.0
MUX10616.WHB10681.unmapped-both-read-and-mate	579.0	57185.0	60639.0
MUX10616.WHB10682.unmapped-both-read-and-mate	466.0	14950.0	21418.0
MUX10616.WHB10683.unmapped-both-read-and-mate	663.0	50982.0	56907.0
MUX10616.WHB10686.unmapped-both-read-and-mate	529.0	42867.0	47733.0
MUX10620.WHB10726.unmapped-both-read-and-mate	428.0	122787.0	104322.0
MUX10620.WHB10727.unmapped-both-read-and-mate	376.0	18974.0	19621.0
MUX10620.WHB10728.unmapped-both-read-and-mate	573.0	246275.0	207659.0
MUX10620.WHB10729.unmapped-both-read-and-mate	603.0	92945.0	81904.0
MUX10620.WHB10730.unmapped-both-read-and-mate	412.0	231160.0	192047.0
MUX10621.WHB10731.unmapped-both-read-and-mate	465.0	34653.0	33532.0
MUX10621.WHB10732.unmapped-both-read-and-mate	444.0	126933.0	110763.0
MUX10621.WHB10733.unmapped-both-read-and-mate	385.0	65088.0	57324.0
MUX10621.WHB10734.unmapped-both-read-and-mate	395.0	129914.0	108983.0
MUX10621.WHB10735.unmapped-both-read-and-mate	459.0	117446.0	101508.0
MUX10622.WHB10736.unmapped-both-read-and-mate	566.0	38703.0	36367.0
MUX10622.WHB10737.unmapped-both-read-and-mate	340.0	19325.0	18792.0
MUX10622.WHB10739.unmapped-both-read-and-mate	374.0	45556.0	40654.0
MUX10622.WHB10740.unmapped-both-read-and-mate	383.0	120503.0	98247.0
MUX10622.WHB10742.unmapped-both-read-and-mate	400.0	154228.0	129621.0
MUX10623.WHB10738.unmapped-both-read-and-mate	316.0	116181.0	98244.0
MUX10623.WHB10741.unmapped-both-read-and-mate	343.0	113197.0	96221.0
MUX10623.WHB10743.unmapped-both-read-and-mate	379.0	147730.0	122000.0
MUX10623.WHB10744.unmapped-both-read-and-mate	521.0	162520.0	136611.0
MUX10623.WHB10745.unmapped-both-read-and-mate	557.0	108424.0	94230.0
MUX10624.WHB10746.unmapped-both-read-and-mate	455.0	80110.0	67335.0
MUX10624.WHB10747.unmapped-both-read-and-mate	576.0	170805.0	142896.0
MUX10624.WHB10748.unmapped-both-read-and-mate	365.0	82240.0	68587.0
MUX10624.WHB10749.unmapped-both-read-and-mate	299.0	82790.0	69578.0
MUX10624.WHB10750.unmapped-both-read-and-mate	346.0	36988.0	32229.0
MUX10625.WHB10751.unmapped-both-read-and-mate	254.0	98520.0	79679.0
MUX10625.WHB10752.unmapped-both-read-and-mate	553.0	63651.0	56382.0
MUX10625.WHB10753.unmapped-both-read-and-mate	561.0	79190.0	64999.0
MUX10625.WHB10754.unmapped-both-read-and-mate	422.0	94581.0	78508.0
MUX10625.WHB10755.unmapped-both-read-and-mate	458.0	25447.0	24058.0
MUX10626.WHB10758.unmapped-both-read-and-mate	376.0	24711.0	22625.0
MUX10626.WHB10759.unmapped-both-read-and-mate	338.0	45980.0	39664.0
MUX10626.WHB7100.unmapped-both-read-and-mate	366.0	3513.0	6004.0
MUX10627.WHB6769.unmapped-both-read-and-mate	305.0	1835.0	3701.0
MUX10627.WHB6770.unmapped-both-read-and-mate	306.0	1574.0	4061.0
MUX10627.WHB6772.unmapped-both-read-and-mate	331.0	1331.0	3737.0
MUX10627.WHB6975.unmapped-both-read-and-mate	424.0	234.0	3689.0
MUX10627.WHB6979.unmapped-both-read-and-mate	420.0	235.0	3539.0
MUX10630.WHB10836.unmapped-both-read-and-mate	489.0	120461.0	102490.0
MUX10630.WHB10837.unmapped-both-read-and-mate	367.0	140135.0	115907.0
MUX10630.WHB10838.unmapped-both-read-and-mate	425.0	152261.0	126997.0
MUX10630.WHB10839.unmapped-both-read-and-mate	430.0	243208.0	197734.0
MUX10630.WHB10840.unmapped-both-read-and-mate	410.0	255421.0	209310.0
