Sample	Pseudomonas mendocina	Homo sapiens	Alcaligenes faecalis	Sphingobium sp. YG1	Achromobacter xylosoxidans	Other	Unclassified
MUX10361.WHB8089.unmapped-both-read-and-mate	4.0	476.0	nan	4770.0	1.0	9988.0	12492.0
MUX10361.WHB8090.unmapped-both-read-and-mate	2.0	492.0	nan	5555.0	3.0	11480.0	13794.0
MUX10362.WHB8088.unmapped-both-read-and-mate	4.0	444.0	nan	5404.0	2.0	11932.0	13475.0
MUX10362.WHB8091.unmapped-both-read-and-mate	nan	343.0	nan	3293.0	1.0	7296.0	8919.0
MUX10362.WHB8093.unmapped-both-read-and-mate	1.0	356.0	nan	5048.0	2.0	12037.0	12826.0
MUX10362.WHB8094.unmapped-both-read-and-mate	1.0	546.0	nan	4509.0	3.0	10091.0	12429.0
MUX10362.WHB8095.unmapped-both-read-and-mate	1.0	395.0	nan	4838.0	2.0	9879.0	11810.0
MUX10363.WHB8099.unmapped-both-read-and-mate	3.0	650.0	nan	4553.0	5.0	9931.0	13485.0
MUX10363.WHB8100.unmapped-both-read-and-mate	7.0	619.0	nan	8071.0	9.0	16520.0	19659.0
MUX10363.WHB8101.unmapped-both-read-and-mate	1.0	463.0	nan	5110.0	6.0	11251.0	13894.0
MUX10364.WHB8102.unmapped-both-read-and-mate	2.0	613.0	nan	5386.0	3.0	11060.0	16910.0
MUX10364.WHB8103.unmapped-both-read-and-mate	3.0	418.0	nan	4134.0	1.0	9256.0	14000.0
MUX10364.WHB8104.unmapped-both-read-and-mate	nan	439.0	nan	5129.0	2.0	10936.0	15874.0
MUX10364.WHB8105.unmapped-both-read-and-mate	nan	386.0	nan	5834.0	3.0	13320.0	16499.0
MUX10365.WHB8144.unmapped-both-read-and-mate	nan	672.0	nan	2451.0	1.0	5956.0	9376.0
MUX10365.WHB8145.unmapped-both-read-and-mate	1.0	642.0	nan	2439.0	1.0	5522.0	9091.0
MUX10365.WHB8148.unmapped-both-read-and-mate	3.0	505.0	nan	2557.0	nan	5707.0	8506.0
MUX10365.WHB8150.unmapped-both-read-and-mate	nan	560.0	nan	1671.0	1.0	4442.0	7753.0
MUX10366.WHB8152.unmapped-both-read-and-mate	1.0	519.0	nan	1907.0	nan	4416.0	7630.0
MUX10366.WHB8153.unmapped-both-read-and-mate	1.0	463.0	nan	1830.0	1.0	5324.0	7627.0
MUX10366.WHB8156.unmapped-both-read-and-mate	nan	611.0	nan	948.0	1.0	2102.0	5571.0
MUX10366.WHB8166.unmapped-both-read-and-mate	2.0	504.0	nan	1646.0	3.0	4154.0	6548.0
MUX10366.WHB8167.unmapped-both-read-and-mate	2.0	593.0	nan	1658.0	4.0	4036.0	7149.0
MUX10367.WHB8154.unmapped-both-read-and-mate	4.0	532.0	nan	2432.0	4.0	5616.0	8515.0
MUX10367.WHB8155.unmapped-both-read-and-mate	1.0	583.0	nan	2316.0	1.0	5791.0	8879.0
MUX10367.WHB8157.unmapped-both-read-and-mate	2.0	570.0	nan	1109.0	1.0	2643.0	5623.0
MUX10367.WHB8158.unmapped-both-read-and-mate	2.0	583.0	nan	3348.0	4.0	8362.0	11032.0
MUX10367.WHB8159.unmapped-both-read-and-mate	3.0	551.0	nan	2256.0	1.0	5448.0	8527.0
MUX10368.WHB8160.unmapped-both-read-and-mate	7.0	707.0	nan	2425.0	nan	5850.0	10676.0
MUX10368.WHB8161.unmapped-both-read-and-mate	nan	672.0	nan	1558.0	nan	3563.0	8572.0
MUX10368.WHB8162.unmapped-both-read-and-mate	nan	532.0	nan	1397.0	2.0	3531.0	7424.0
MUX10368.WHB8163.unmapped-both-read-and-mate	nan	615.0	1.0	1547.0	1.0	3557.0	7847.0
MUX10368.WHB8164.unmapped-both-read-and-mate	nan	695.0	nan	1346.0	nan	2763.0	7084.0
MUX10369.WHB8124.unmapped-both-read-and-mate	2.0	477.0	nan	5718.0	1.0	12708.0	14433.0
MUX10369.WHB8127.unmapped-both-read-and-mate	7.0	539.0	nan	6348.0	4.0	13659.0	15781.0
MUX10369.WHB8128.unmapped-both-read-and-mate	5.0	442.0	nan	7580.0	2.0	16769.0	17526.0
MUX10369.WHB8129.unmapped-both-read-and-mate	4.0	369.0	nan	7274.0	5.0	16444.0	16775.0
MUX10370.WHB8132.unmapped-both-read-and-mate	nan	566.0	nan	1527.0	1.0	3670.0	6795.0
MUX10370.WHB8133.unmapped-both-read-and-mate	nan	657.0	nan	1938.0	nan	4650.0	8461.0
MUX10370.WHB8134.unmapped-both-read-and-mate	1.0	543.0	nan	2484.0	1.0	6110.0	8959.0
MUX10370.WHB8135.unmapped-both-read-and-mate	1.0	548.0	nan	2185.0	nan	4925.0	8007.0
MUX10370.WHB8136.unmapped-both-read-and-mate	1.0	547.0	nan	3613.0	2.0	7413.0	10055.0
MUX10371.WHB8137.unmapped-both-read-and-mate	4.0	543.0	1.0	2525.0	1.0	5491.0	8930.0
MUX10371.WHB8138.unmapped-both-read-and-mate	nan	526.0	nan	2187.0	nan	5207.0	8210.0
MUX10371.WHB8139.unmapped-both-read-and-mate	4.0	592.0	2.0	1880.0	5.0	6462.0	13389.0
MUX10371.WHB8140.unmapped-both-read-and-mate	nan	686.0	nan	1700.0	nan	4025.0	7637.0
MUX10371.WHB8141.unmapped-both-read-and-mate	1.0	557.0	nan	1671.0	nan	3941.0	6966.0
MUX10372.WHB8142.unmapped-both-read-and-mate	3.0	473.0	nan	1713.0	2.0	4012.0	6566.0
MUX10372.WHB8143.unmapped-both-read-and-mate	nan	610.0	nan	1280.0	3.0	3320.0	6805.0
MUX10372.WHB8146.unmapped-both-read-and-mate	1.0	585.0	nan	1866.0	1.0	4534.0	7526.0
MUX10372.WHB8147.unmapped-both-read-and-mate	1.0	653.0	nan	2333.0	5.0	5296.0	8733.0
MUX10372.WHB8149.unmapped-both-read-and-mate	2.0	575.0	nan	1429.0	1.0	3399.0	7082.0
MUX10373.WHB8165.unmapped-both-read-and-mate	1.0	1175.0	nan	1771.0	nan	4384.0	61476.0
MUX10373.WHB8168.unmapped-both-read-and-mate	1.0	1218.0	nan	1425.0	1.0	3349.0	69157.0
MUX10373.WHB8169.unmapped-both-read-and-mate	nan	1545.0	nan	910.0	nan	2224.0	72767.0
MUX10373.WHB8171.unmapped-both-read-and-mate	2.0	1364.0	nan	2267.0	nan	4642.0	67982.0
MUX10374.WHB8172.unmapped-both-read-and-mate	1.0	1232.0	nan	931.0	nan	2193.0	53911.0
MUX10374.WHB8173.unmapped-both-read-and-mate	2.0	1476.0	nan	1137.0	1.0	2402.0	61688.0
MUX10374.WHB8174.unmapped-both-read-and-mate	1.0	1203.0	nan	1016.0	nan	2438.0	57884.0
MUX10374.WHB8175.unmapped-both-read-and-mate	nan	1383.0	nan	1524.0	nan	3442.0	63901.0
MUX10374.WHB8177.unmapped-both-read-and-mate	nan	1545.0	nan	1127.0	nan	2525.0	71887.0
MUX10375.WHB8176.unmapped-both-read-and-mate	nan	1896.0	nan	1211.0	nan	2712.0	98836.0
MUX10375.WHB8178.unmapped-both-read-and-mate	nan	1810.0	nan	2109.0	nan	5064.0	88428.0
MUX10375.WHB8179.unmapped-both-read-and-mate	2.0	1670.0	nan	2300.0	nan	5093.0	82317.0
MUX10375.WHB8181.unmapped-both-read-and-mate	3.0	1597.0	nan	1474.0	1.0	3318.0	80501.0
MUX10375.WHB8182.unmapped-both-read-and-mate	2.0	1725.0	nan	1660.0	nan	3750.0	91843.0
MUX10376.WHB8180.unmapped-both-read-and-mate	nan	1181.0	nan	1830.0	1.0	4129.0	48053.0
MUX10376.WHB8185.unmapped-both-read-and-mate	nan	1545.0	nan	826.0	nan	1953.0	67072.0
MUX10376.WHB8186.unmapped-both-read-and-mate	2.0	2161.0	nan	1847.0	nan	4945.0	103203.0
MUX10376.WHB8190.unmapped-both-read-and-mate	3.0	1613.0	nan	2894.0	nan	7019.0	82332.0
MUX10376.WHB8192.unmapped-both-read-and-mate	1.0	1713.0	nan	1712.0	nan	4036.0	85513.0
MUX10377.WHB8064.unmapped-both-read-and-mate	nan	1988.0	nan	3634.0	2.0	7836.0	121201.0
MUX10377.WHB8065.unmapped-both-read-and-mate	1.0	1375.0	nan	4027.0	2.0	8386.0	78806.0
MUX10377.WHB8066.unmapped-both-read-and-mate	4.0	2034.0	nan	4431.0	3.0	9602.0	120166.0
MUX10377.WHB8067.unmapped-both-read-and-mate	2.0	1925.0	1.0	4503.0	3.0	9190.0	117621.0
MUX10377.WHB8068.unmapped-both-read-and-mate	2.0	2531.0	nan	5877.0	3.0	12490.0	148905.0
MUX10378.WHB8071.unmapped-both-read-and-mate	3.0	1785.0	nan	4325.0	nan	9181.0	113327.0
MUX10378.WHB8072.unmapped-both-read-and-mate	4.0	2515.0	nan	4841.0	2.0	10051.0	155524.0
MUX10378.WHB8074.unmapped-both-read-and-mate	2.0	1647.0	1.0	3876.0	4.0	8257.0	96874.0
MUX10378.WHB8075.unmapped-both-read-and-mate	1.0	1741.0	nan	2677.0	1.0	5918.0	104527.0
MUX10379.WHB8076.unmapped-both-read-and-mate	5.0	1593.0	nan	3377.0	nan	6855.0	97701.0
MUX10379.WHB8077.unmapped-both-read-and-mate	2.0	1435.0	1.0	5253.0	4.0	11699.0	94187.0
MUX10379.WHB8078.unmapped-both-read-and-mate	1.0	1642.0	nan	4245.0	3.0	9044.0	91761.0
MUX10379.WHB8079.unmapped-both-read-and-mate	3.0	1713.0	nan	4439.0	4.0	11230.0	106118.0
MUX10379.WHB8081.unmapped-both-read-and-mate	2.0	2174.0	1.0	6432.0	6.0	14110.0	139446.0
MUX10380.WHB8082.unmapped-both-read-and-mate	nan	1512.0	nan	2225.0	2.0	4960.0	84741.0
MUX10380.WHB8083.unmapped-both-read-and-mate	nan	1949.0	nan	2193.0	nan	4968.0	109549.0
MUX10380.WHB8092.unmapped-both-read-and-mate	2.0	1327.0	nan	4317.0	1.0	9501.0	76425.0
MUX10380.WHB8097.unmapped-both-read-and-mate	1.0	1710.0	nan	3821.0	2.0	8018.0	91590.0
MUX10381.WHB8187.unmapped-both-read-and-mate	1.0	766.0	nan	4746.0	2.0	10417.0	22020.0
MUX10381.WHB8189.unmapped-both-read-and-mate	1.0	715.0	nan	3038.0	1.0	6758.0	17548.0
MUX10381.WHB8191.unmapped-both-read-and-mate	4.0	851.0	nan	2772.0	3.0	6485.0	19399.0
MUX10381.WHB8193.unmapped-both-read-and-mate	nan	847.0	nan	1067.0	1.0	2859.0	17260.0
MUX10381.WHB8196.unmapped-both-read-and-mate	nan	849.0	nan	1099.0	nan	2547.0	15959.0
MUX10382.WHB8194.unmapped-both-read-and-mate	nan	857.0	nan	1036.0	nan	2593.0	17088.0
MUX10382.WHB8197.unmapped-both-read-and-mate	2.0	778.0	nan	1986.0	1.0	3927.0	16118.0
MUX10382.WHB8199.unmapped-both-read-and-mate	3.0	532.0	nan	1194.0	nan	2892.0	13457.0
MUX10382.WHB8200.unmapped-both-read-and-mate	nan	496.0	nan	4174.0	4.0	9104.0	17677.0
MUX10383.WHB8201.unmapped-both-read-and-mate	1.0	720.0	nan	1089.0	nan	2654.0	12457.0
MUX10383.WHB8202.unmapped-both-read-and-mate	1.0	871.0	nan	8102.0	3.0	16894.0	27064.0
MUX10383.WHB8206.unmapped-both-read-and-mate	nan	775.0	nan	2268.0	2.0	5255.0	16373.0
MUX10383.WHB8207.unmapped-both-read-and-mate	nan	719.0	nan	1457.0	1.0	3518.0	14533.0
MUX10383.WHB8210.unmapped-both-read-and-mate	nan	725.0	nan	1242.0	nan	2586.0	13730.0
MUX10384.WHB8208.unmapped-both-read-and-mate	nan	638.0	nan	1173.0	1.0	2887.0	17149.0
MUX10384.WHB8212.unmapped-both-read-and-mate	1.0	995.0	nan	1505.0	nan	3415.0	22061.0
MUX10384.WHB8213.unmapped-both-read-and-mate	1.0	760.0	nan	3233.0	nan	6610.0	20128.0
MUX10384.WHB8215.unmapped-both-read-and-mate	nan	908.0	nan	2709.0	1.0	7490.0	24812.0
MUX10384.WHB8219.unmapped-both-read-and-mate	nan	808.0	nan	1431.0	nan	3733.0	17768.0
MUX10385.WHB8204.unmapped-both-read-and-mate	nan	1119.0	nan	2319.0	2.0	6338.0	45402.0
MUX10385.WHB8209.unmapped-both-read-and-mate	nan	1013.0	nan	1591.0	nan	3805.0	32832.0
MUX10385.WHB8216.unmapped-both-read-and-mate	1.0	1369.0	nan	2091.0	1.0	4800.0	51214.0
MUX10385.WHB8217.unmapped-both-read-and-mate	nan	1186.0	1.0	2412.0	1.0	5823.0	44827.0
MUX10385.WHB8218.unmapped-both-read-and-mate	nan	1477.0	nan	1357.0	1.0	3543.0	54599.0
MUX10386.WHB8224.unmapped-both-read-and-mate	nan	1261.0	nan	2674.0	nan	5854.0	45691.0
MUX10386.WHB8226.unmapped-both-read-and-mate	3.0	977.0	nan	2719.0	1.0	8395.0	42532.0
MUX10386.WHB8227.unmapped-both-read-and-mate	5.0	1008.0	1.0	4216.0	6.0	13071.0	50141.0
MUX10386.WHB8228.unmapped-both-read-and-mate	3.0	931.0	nan	2329.0	3.0	7264.0	39807.0
MUX10387.WHB8229.unmapped-both-read-and-mate	2.0	980.0	nan	1878.0	2.0	6593.0	44648.0
MUX10387.WHB8230.unmapped-both-read-and-mate	nan	880.0	nan	3332.0	2.0	9875.0	42150.0
MUX10387.WHB8231.unmapped-both-read-and-mate	6.0	808.0	nan	4201.0	2.0	14055.0	40631.0
MUX10387.WHB8232.unmapped-both-read-and-mate	nan	846.0	nan	2774.0	3.0	9156.0	39706.0
MUX10387.WHB8233.unmapped-both-read-and-mate	4.0	1137.0	1.0	9863.0	5.0	31453.0	69910.0
MUX10388.WHB8234.unmapped-both-read-and-mate	1.0	1349.0	nan	4222.0	3.0	13717.0	72262.0
MUX10388.WHB8235.unmapped-both-read-and-mate	1.0	1036.0	nan	3302.0	2.0	10441.0	52528.0
MUX10388.WHB8238.unmapped-both-read-and-mate	4.0	1024.0	nan	3315.0	2.0	11319.0	49479.0
MUX10388.WHB8239.unmapped-both-read-and-mate	2.0	1242.0	nan	4564.0	3.0	16288.0	71740.0
MUX10388.WHB8241.unmapped-both-read-and-mate	4.0	1180.0	1.0	7433.0	7.0	25569.0	70469.0
MUX10389.WHB8236.unmapped-both-read-and-mate	4.0	934.0	nan	2964.0	1.0	9299.0	43709.0
MUX10389.WHB8237.unmapped-both-read-and-mate	5.0	967.0	nan	4170.0	1.0	12131.0	43558.0
MUX10389.WHB8240.unmapped-both-read-and-mate	2.0	987.0	nan	2873.0	4.0	9352.0	45323.0
MUX10389.WHB8242.unmapped-both-read-and-mate	4.0	789.0	nan	5805.0	2.0	18971.0	40043.0
MUX10390.WHB8243.unmapped-both-read-and-mate	10.0	1050.0	nan	9747.0	1.0	31193.0	63866.0
MUX10390.WHB8245.unmapped-both-read-and-mate	4.0	889.0	1.0	5492.0	4.0	17847.0	45782.0
MUX10390.WHB8246.unmapped-both-read-and-mate	9.0	1155.0	nan	9137.0	5.0	28819.0	69645.0
MUX10390.WHB8247.unmapped-both-read-and-mate	3.0	833.0	nan	8145.0	2.0	26463.0	50990.0
MUX10390.WHB8248.unmapped-both-read-and-mate	5.0	926.0	nan	5508.0	3.0	17626.0	47395.0
MUX10391.WHB8249.unmapped-both-read-and-mate	10.0	1374.0	nan	12034.0	3.0	39452.0	86917.0
MUX10391.WHB8250.unmapped-both-read-and-mate	6.0	924.0	nan	6679.0	7.0	20714.0	47876.0
MUX10391.WHB8251.unmapped-both-read-and-mate	5.0	901.0	nan	3021.0	5.0	12904.0	36558.0
MUX10391.WHB8252.unmapped-both-read-and-mate	3.0	957.0	nan	2568.0	1.0	9033.0	39177.0
MUX10391.WHB8254.unmapped-both-read-and-mate	nan	1156.0	nan	2685.0	nan	8165.0	49307.0
MUX10392.WHB8256.unmapped-both-read-and-mate	1.0	1096.0	nan	1626.0	nan	5806.0	44507.0
MUX10392.WHB8257.unmapped-both-read-and-mate	6.0	931.0	nan	2381.0	3.0	8661.0	34294.0
MUX10392.WHB8258.unmapped-both-read-and-mate	3.0	800.0	nan	2955.0	4.0	9692.0	34979.0
MUX10392.WHB8259.unmapped-both-read-and-mate	2.0	782.0	nan	4228.0	8.0	14179.0	36581.0
MUX10392.WHB8260.unmapped-both-read-and-mate	4.0	712.0	1.0	3806.0	6.0	12790.0	35951.0
MUX10393.WHB8261.unmapped-both-read-and-mate	3.0	419.0	nan	4058.0	1.0	13747.0	17020.0
MUX10393.WHB8262.unmapped-both-read-and-mate	8.0	472.0	1.0	10226.0	12.0	34635.0	34442.0
MUX10393.WHB8263.unmapped-both-read-and-mate	5.0	434.0	nan	5176.0	9.0	15380.0	18411.0
MUX10393.WHB8266.unmapped-both-read-and-mate	3.0	522.0	nan	979.0	16.0	3810.0	9726.0
MUX10394.WHB8253.unmapped-both-read-and-mate	1.0	480.0	nan	1663.0	2.0	5433.0	9409.0
MUX10394.WHB8255.unmapped-both-read-and-mate	2.0	457.0	1.0	1194.0	nan	4730.0	9156.0
MUX10394.WHB8264.unmapped-both-read-and-mate	nan	506.0	nan	1984.0	nan	6630.0	11222.0
MUX10394.WHB8265.unmapped-both-read-and-mate	1.0	480.0	nan	2213.0	nan	7215.0	11510.0
MUX10394.WHB8268.unmapped-both-read-and-mate	1.0	426.0	nan	1143.0	1.0	4209.0	8079.0
MUX10395.WHB8271.unmapped-both-read-and-mate	2.0	430.0	nan	2760.0	3.0	8735.0	11516.0
MUX10395.WHB8272.unmapped-both-read-and-mate	5.0	430.0	nan	2750.0	nan	8699.0	11645.0
MUX10395.WHB8273.unmapped-both-read-and-mate	4.0	475.0	nan	5001.0	5.0	16005.0	18658.0
MUX10395.WHB8274.unmapped-both-read-and-mate	1.0	438.0	nan	7126.0	5.0	21984.0	23192.0
MUX10396.WHB8275.unmapped-both-read-and-mate	5.0	434.0	nan	6382.0	7.0	21253.0	22138.0
MUX10396.WHB8276.unmapped-both-read-and-mate	1.0	333.0	nan	5799.0	2.0	14887.0	16150.0
MUX10396.WHB8277.unmapped-both-read-and-mate	2.0	445.0	nan	4687.0	6.0	15130.0	17736.0
MUX10396.WHB8278.unmapped-both-read-and-mate	3.0	468.0	nan	7795.0	6.0	25333.0	25810.0
MUX10396.WHB8279.unmapped-both-read-and-mate	7.0	439.0	nan	3528.0	2.0	12241.0	14732.0
MUX10397.WHB8280.unmapped-both-read-and-mate	1.0	401.0	nan	3040.0	2.0	9522.0	10608.0
MUX10397.WHB8282.unmapped-both-read-and-mate	9.0	331.0	nan	9230.0	6.0	27904.0	26412.0
MUX10397.WHB8283.unmapped-both-read-and-mate	5.0	422.0	1.0	8120.0	6.0	25567.0	24759.0
MUX10397.WHB8284.unmapped-both-read-and-mate	14.0	382.0	2.0	10573.0	6.0	32003.0	31427.0
MUX10397.WHB8285.unmapped-both-read-and-mate	9.0	391.0	nan	8242.0	5.0	26215.0	25118.0
MUX10398.WHB8286.unmapped-both-read-and-mate	3.0	385.0	nan	2984.0	3.0	9896.0	11170.0
MUX10398.WHB8287.unmapped-both-read-and-mate	2.0	418.0	nan	4511.0	6.0	15168.0	15901.0
MUX10398.WHB8288.unmapped-both-read-and-mate	4.0	479.0	nan	4328.0	4.0	13732.0	15273.0
MUX10398.WHB8289.unmapped-both-read-and-mate	4.0	495.0	nan	4289.0	3.0	13901.0	15382.0
MUX10398.WHB8290.unmapped-both-read-and-mate	4.0	537.0	1.0	6045.0	6.0	19151.0	20704.0
MUX10399.WHB8291.unmapped-both-read-and-mate	2.0	359.0	nan	4093.0	nan	12827.0	14235.0
MUX10399.WHB8292.unmapped-both-read-and-mate	2.0	341.0	nan	2240.0	1.0	7945.0	9493.0
MUX10399.WHB8294.unmapped-both-read-and-mate	4.0	403.0	nan	4188.0	5.0	13452.0	14048.0
MUX10399.WHB8297.unmapped-both-read-and-mate	5.0	495.0	nan	6611.0	7.0	22253.0	23100.0
MUX10400.WHB8298.unmapped-both-read-and-mate	5.0	507.0	nan	7341.0	3.0	23708.0	25099.0
MUX10400.WHB8299.unmapped-both-read-and-mate	nan	391.0	nan	3153.0	4.0	10435.0	12360.0
MUX10400.WHB8300.unmapped-both-read-and-mate	9.0	377.0	nan	9789.0	9.0	39817.0	35765.0
MUX10400.WHB8301.unmapped-both-read-and-mate	10.0	369.0	nan	2257.0	13.0	43458.0	42567.0
MUX10418.WHB8281.unmapped-both-read-and-mate	2.0	591.0	nan	1562.0	nan	5229.0	24154.0
MUX10418.WHB8293.unmapped-both-read-and-mate	1.0	525.0	nan	2010.0	1.0	6364.0	20862.0
MUX10418.WHB8296.unmapped-both-read-and-mate	nan	589.0	nan	2438.0	nan	7432.0	25777.0
MUX10418.WHB8306.unmapped-both-read-and-mate	nan	735.0	12.0	2804.0	1.0	12205.0	30899.0
MUX10419.WHB8303.unmapped-both-read-and-mate	4.0	984.0	nan	7251.0	8.0	23881.0	53170.0
MUX10419.WHB8304.unmapped-both-read-and-mate	1.0	825.0	nan	5778.0	2.0	17042.0	38146.0
MUX10419.WHB8309.unmapped-both-read-and-mate	2.0	690.0	nan	5943.0	2.0	19237.0	40053.0
MUX10419.WHB8310.unmapped-both-read-and-mate	7.0	750.0	nan	3795.0	1.0	12572.0	37082.0
MUX10420.WHB8308.unmapped-both-read-and-mate	6.0	707.0	22.0	4383.0	11.0	19494.0	39761.0
MUX10420.WHB8312.unmapped-both-read-and-mate	5.0	633.0	22.0	2725.0	4.0	13889.0	29796.0
MUX10420.WHB8314.unmapped-both-read-and-mate	4.0	593.0	9.0	1377.0	4.0	8473.0	24820.0
MUX10420.WHB8315.unmapped-both-read-and-mate	6.0	519.0	nan	4923.0	4.0	15742.0	27437.0
MUX10421.WHB8317.unmapped-both-read-and-mate	3.0	770.0	25.0	4618.0	10.0	20798.0	38914.0
MUX10421.WHB8318.unmapped-both-read-and-mate	1.0	643.0	nan	2023.0	nan	6294.0	25710.0
MUX10421.WHB8319.unmapped-both-read-and-mate	3.0	732.0	24.0	2883.0	9.0	17502.0	38304.0
MUX10421.WHB8320.unmapped-both-read-and-mate	7.0	875.0	nan	8804.0	9.0	25917.0	48817.0
MUX10422.WHB8321.unmapped-both-read-and-mate	2.0	1031.0	1.0	2386.0	3.0	6986.0	39851.0
MUX10422.WHB8323.unmapped-both-read-and-mate	2.0	1012.0	18.0	2338.0	4.0	10601.0	40555.0
MUX10422.WHB8324.unmapped-both-read-and-mate	4.0	968.0	21.0	2456.0	4.0	11026.0	46812.0
MUX10422.WHB8328.unmapped-both-read-and-mate	4.0	1045.0	nan	3389.0	2.0	12875.0	48839.0
MUX10422.WHB8332.unmapped-both-read-and-mate	2.0	1119.0	nan	804.0	1.0	2686.0	46771.0
MUX10423.WHB8329.unmapped-both-read-and-mate	8.0	665.0	nan	5549.0	8.0	21979.0	37473.0
MUX10423.WHB8333.unmapped-both-read-and-mate	6.0	583.0	nan	7270.0	7.0	27078.0	40354.0
MUX10423.WHB8335.unmapped-both-read-and-mate	5.0	721.0	nan	5088.0	12.0	20502.0	38624.0
MUX10423.WHB8336.unmapped-both-read-and-mate	2.0	617.0	1.0	5561.0	11.0	22956.0	35640.0
MUX10423.WHB8337.unmapped-both-read-and-mate	nan	657.0	nan	1249.0	nan	4055.0	24409.0
MUX10424.WHB8338.unmapped-both-read-and-mate	1.0	556.0	nan	430.0	nan	1271.0	21273.0
MUX10424.WHB8339.unmapped-both-read-and-mate	9.0	641.0	nan	7425.0	9.0	24365.0	40179.0
MUX10424.WHB8340.unmapped-both-read-and-mate	nan	587.0	nan	687.0	1.0	2405.0	21339.0
MUX10424.WHB8341.unmapped-both-read-and-mate	3.0	688.0	nan	4456.0	5.0	14107.0	32413.0
MUX10424.WHB8343.unmapped-both-read-and-mate	2.0	822.0	2.0	3790.0	4.0	20545.0	35916.0
MUX10425.WHB8322.unmapped-both-read-and-mate	2.0	750.0	18.0	1686.0	6.0	9520.0	28266.0
MUX10425.WHB8330.unmapped-both-read-and-mate	nan	706.0	nan	340.0	nan	2657.0	20013.0
MUX10425.WHB8344.unmapped-both-read-and-mate	nan	554.0	nan	605.0	2.0	3445.0	18371.0
MUX10426.WHB8385.unmapped-both-read-and-mate	3.0	707.0	nan	5168.0	2.0	16091.0	30057.0
MUX10426.WHB8386.unmapped-both-read-and-mate	1.0	686.0	nan	3099.0	1.0	9647.0	23551.0
MUX10426.WHB8387.unmapped-both-read-and-mate	1.0	852.0	nan	5810.0	4.0	16959.0	35764.0
MUX10426.WHB8389.unmapped-both-read-and-mate	2.0	984.0	1.0	4313.0	3.0	13788.0	32288.0
MUX10426.WHB8390.unmapped-both-read-and-mate	2.0	813.0	1.0	3690.0	4.0	12144.0	29959.0
MUX10427.WHB8391.unmapped-both-read-and-mate	7.0	1043.0	nan	2674.0	nan	9608.0	26111.0
MUX10427.WHB8392.unmapped-both-read-and-mate	1.0	853.0	nan	2694.0	2.0	9199.0	23388.0
MUX10427.WHB8393.unmapped-both-read-and-mate	3.0	759.0	1.0	5113.0	7.0	15794.0	28261.0
MUX10427.WHB8394.unmapped-both-read-and-mate	13.0	764.0	nan	7904.0	4.0	26114.0	37948.0
MUX10427.WHB8395.unmapped-both-read-and-mate	2.0	810.0	nan	5381.0	4.0	17694.0	31771.0
MUX10428.WHB8397.unmapped-both-read-and-mate	6.0	784.0	1.0	4424.0	5.0	24059.0	30677.0
MUX10428.WHB8398.unmapped-both-read-and-mate	4.0	832.0	nan	4076.0	4.0	13441.0	28079.0
MUX10428.WHB8399.unmapped-both-read-and-mate	5.0	767.0	1.0	6941.0	4.0	20640.0	34423.0
MUX10428.WHB8400.unmapped-both-read-and-mate	5.0	684.0	nan	3439.0	6.0	11415.0	24478.0
MUX10428.WHB8401.unmapped-both-read-and-mate	3.0	1077.0	nan	3023.0	nan	6085.0	25166.0
MUX10429.WHB8402.unmapped-both-read-and-mate	5.0	613.0	nan	5724.0	2.0	12023.0	22383.0
MUX10429.WHB8403.unmapped-both-read-and-mate	nan	518.0	nan	2873.0	5.0	6135.0	15616.0
MUX10429.WHB8405.unmapped-both-read-and-mate	1.0	712.0	nan	4002.0	nan	8689.0	20042.0
MUX10429.WHB8406.unmapped-both-read-and-mate	2.0	833.0	nan	1973.0	2.0	3978.0	16152.0
MUX10429.WHB8407.unmapped-both-read-and-mate	3.0	602.0	nan	5789.0	6.0	11877.0	22084.0
MUX10430.WHB8408.unmapped-both-read-and-mate	2.0	622.0	nan	4935.0	3.0	12418.0	21134.0
MUX10430.WHB8409.unmapped-both-read-and-mate	5.0	708.0	1.0	3258.0	1.0	6932.0	19589.0
MUX10430.WHB8410.unmapped-both-read-and-mate	16.0	675.0	nan	27435.0	16.0	48549.0	52421.0
MUX10430.WHB8411.unmapped-both-read-and-mate	5.0	494.0	nan	4432.0	5.0	10712.0	18541.0
MUX10430.WHB8412.unmapped-both-read-and-mate	nan	527.0	nan	4171.0	3.0	15282.0	22506.0
MUX10431.WHB8414.unmapped-both-read-and-mate	2.0	559.0	nan	5081.0	1.0	11493.0	19860.0
MUX10431.WHB8415.unmapped-both-read-and-mate	4.0	582.0	nan	8092.0	2.0	18241.0	25745.0
MUX10431.WHB8416.unmapped-both-read-and-mate	2.0	752.0	nan	3528.0	2.0	7077.0	18114.0
MUX10431.WHB8418.unmapped-both-read-and-mate	1.0	735.0	nan	4665.0	1.0	9055.0	18430.0
MUX10432.WHB8388.unmapped-both-read-and-mate	14.0	563.0	nan	7392.0	6.0	24019.0	31412.0
MUX10432.WHB8417.unmapped-both-read-and-mate	2.0	722.0	nan	587.0	nan	1246.0	14743.0
MUX10432.WHB8420.unmapped-both-read-and-mate	3.0	797.0	nan	4752.0	nan	9249.0	21463.0
MUX10432.WHB8421.unmapped-both-read-and-mate	2.0	760.0	nan	3918.0	1.0	8034.0	20510.0
