Sample	Proteobacteria	Chordata	Actinobacteria	Firmicutes	Bacteroidetes	Other	Unclassified
MUX9697.WHB10018.unmapped-both-read-and-mate	15655.0	881.0	471.0	6.0	14.0	163.0	33400.0
MUX9697.WHB10024.unmapped-both-read-and-mate	5842.0	524.0	93.0	19.0	6.0	50.0	16483.0
MUX9697.WHB10025.unmapped-both-read-and-mate	3691.0	728.0	43.0	6.0	2.0	22.0	23848.0
MUX9698.WHB10026.unmapped-both-read-and-mate	5881.0	799.0	51.0	6.0	2.0	22.0	25538.0
MUX9698.WHB10027.unmapped-both-read-and-mate	6423.0	531.0	112.0	4.0	4.0	25.0	14677.0
MUX9698.WHB10028.unmapped-both-read-and-mate	2896.0	556.0	48.0	3.0	7.0	18.0	17288.0
MUX9698.WHB10031.unmapped-both-read-and-mate	20757.0	1258.0	1506.0	26.0	35.0	222.0	52422.0
MUX9699.WHB10034.unmapped-both-read-and-mate	24451.0	733.0	512.0	23.0	293.0	280.0	39192.0
MUX9699.WHB10035.unmapped-both-read-and-mate	14946.0	703.0	539.0	14.0	35.0	186.0	31178.0
MUX9699.WHB10037.unmapped-both-read-and-mate	8174.0	425.0	229.0	5.0	9.0	78.0	15774.0
MUX9699.WHB10038.unmapped-both-read-and-mate	28628.0	801.0	1568.0	25.0	62.0	295.0	44236.0
MUX9700.WHB10039.unmapped-both-read-and-mate	42968.0	667.0	851.0	26.0	51.0	434.0	47214.0
MUX9700.WHB10041.unmapped-both-read-and-mate	9567.0	578.0	239.0	6.0	18.0	81.0	21299.0
MUX9700.WHB10042.unmapped-both-read-and-mate	30202.0	758.0	738.0	12.0	28.0	324.0	44419.0
MUX9700.WHB10043.unmapped-both-read-and-mate	35154.0	591.0	821.0	34.0	47.0	382.0	39520.0
MUX9701.WHB10044.unmapped-both-read-and-mate	17305.0	543.0	439.0	12.0	14.0	204.0	26773.0
MUX9701.WHB10045.unmapped-both-read-and-mate	33312.0	652.0	1077.0	21.0	44.0	416.0	42049.0
MUX9701.WHB10046.unmapped-both-read-and-mate	44261.0	879.0	1242.0	31.0	63.0	525.0	57490.0
MUX9701.WHB10049.unmapped-both-read-and-mate	16146.0	846.0	776.0	6.0	23.0	220.0	34803.0
MUX9701.WHB10052.unmapped-both-read-and-mate	12237.0	641.0	427.0	17.0	26.0	146.0	28593.0
MUX9702.WHB9773.unmapped-both-read-and-mate	2436.0	568.0	1209.0	7.0	20.0	26.0	12875.0
MUX9702.WHB9778.unmapped-both-read-and-mate	2138.0	582.0	6924.0	4.0	20.0	18.0	12004.0
MUX9702.WHB9779.unmapped-both-read-and-mate	1957.0	611.0	265.0	2.0	8.0	8.0	11429.0
MUX9702.WHB9780.unmapped-both-read-and-mate	1842.0	658.0	6324.0	8.0	10.0	100.0	17901.0
MUX9702.WHB9783.unmapped-both-read-and-mate	1249.0	600.0	1070.0	1.0	9.0	16.0	10789.0
MUX9703.WHB9776.unmapped-both-read-and-mate	2152.0	520.0	5459.0	3.0	15.0	10.0	9469.0
MUX9703.WHB9781.unmapped-both-read-and-mate	4400.0	493.0	349.0	4.0	11.0	10.0	10675.0
MUX9703.WHB9782.unmapped-both-read-and-mate	1720.0	485.0	1226.0	3.0	11.0	20.0	9514.0
MUX9703.WHB9784.unmapped-both-read-and-mate	2701.0	534.0	1732.0	8.0	11.0	30.0	12072.0
MUX9703.WHB9786.unmapped-both-read-and-mate	2857.0	585.0	1715.0	3.0	10.0	21.0	11292.0
MUX9704.WHB9785.unmapped-both-read-and-mate	2430.0	591.0	1127.0	30.0	14.0	31.0	13149.0
MUX9704.WHB9791.unmapped-both-read-and-mate	1743.0	622.0	1308.0	3.0	6.0	21.0	12997.0
MUX9704.WHB9792.unmapped-both-read-and-mate	2363.0	515.0	1665.0	3.0	19.0	30.0	11161.0
MUX9704.WHB9797.unmapped-both-read-and-mate	2179.0	529.0	4002.0	6.0	11.0	62.0	13890.0
MUX9704.WHB9798.unmapped-both-read-and-mate	1745.0	524.0	1053.0	3.0	10.0	17.0	10992.0
MUX9705.WHB9787.unmapped-both-read-and-mate	2943.0	577.0	1814.0	5.0	13.0	32.0	13012.0
MUX9705.WHB9788.unmapped-both-read-and-mate	2178.0	563.0	1031.0	2.0	15.0	15.0	10644.0
MUX9705.WHB9789.unmapped-both-read-and-mate	4718.0	577.0	2751.0	5.0	26.0	35.0	13407.0
MUX9705.WHB9790.unmapped-both-read-and-mate	1790.0	596.0	674.0	1.0	11.0	12.0	11663.0
MUX9705.WHB9793.unmapped-both-read-and-mate	2100.0	623.0	951.0	2.0	19.0	21.0	11508.0
MUX9706.WHB10048.unmapped-both-read-and-mate	21531.0	434.0	685.0	22.0	34.0	248.0	16684.0
MUX9706.WHB10053.unmapped-both-read-and-mate	10842.0	304.0	389.0	7.0	24.0	113.0	9304.0
MUX9706.WHB10054.unmapped-both-read-and-mate	40320.0	339.0	874.0	12.0	48.0	499.0	29217.0
MUX9706.WHB10061.unmapped-both-read-and-mate	4016.0	378.0	66.0	2.0	3.0	24.0	3989.0
MUX9706.WHB10063.unmapped-both-read-and-mate	6491.0	580.0	850.0	6.0	5.0	55.0	8801.0
MUX9707.WHB10057.unmapped-both-read-and-mate	4592.0	386.0	42.0	1.0	3.0	11.0	4219.0
MUX9707.WHB10062.unmapped-both-read-and-mate	7986.0	458.0	171.0	13.0	7.0	31.0	6461.0
MUX9707.WHB10065.unmapped-both-read-and-mate	7064.0	454.0	83.0	7.0	3.0	28.0	5863.0
MUX9707.WHB10068.unmapped-both-read-and-mate	6917.0	290.0	92.0	6.0	nan	25.0	4461.0
MUX9707.WHB10070.unmapped-both-read-and-mate	4539.0	372.0	67.0	10.0	5.0	41.0	5618.0
MUX9708.WHB8777.unmapped-both-read-and-mate	4154.0	444.0	48.0	5.0	2.0	13.0	4762.0
MUX9708.WHB8819.unmapped-both-read-and-mate	3722.0	340.0	66.0	5.0	2.0	17.0	4071.0
MUX9708.WHB8820.unmapped-both-read-and-mate	3826.0	152.0	4240.0	10.0	5.0	66.0	8271.0
MUX9708.WHB8822.unmapped-both-read-and-mate	4365.0	303.0	39.0	nan	3.0	23.0	4213.0
MUX9708.WHB8825.unmapped-both-read-and-mate	3420.0	300.0	6870.0	14.0	11.0	104.0	9805.0
MUX9709.WHB8821.unmapped-both-read-and-mate	9044.0	478.0	912.0	6.0	10.0	65.0	10261.0
MUX9709.WHB8824.unmapped-both-read-and-mate	6318.0	374.0	1065.0	7.0	1.0	55.0	8364.0
MUX9709.WHB8826.unmapped-both-read-and-mate	6832.0	374.0	734.0	4.0	1.0	55.0	8656.0
MUX9709.WHB8827.unmapped-both-read-and-mate	6261.0	324.0	376.0	8.0	6.0	51.0	7078.0
MUX9709.WHB8829.unmapped-both-read-and-mate	4283.0	319.0	1140.0	5.0	7.0	55.0	7340.0
MUX9710.WHB8782.unmapped-both-read-and-mate	4354.0	386.0	69.0	2.0	nan	24.0	6090.0
MUX9710.WHB8830.unmapped-both-read-and-mate	10143.0	373.0	1162.0	9.0	6.0	106.0	11028.0
MUX9710.WHB8831.unmapped-both-read-and-mate	9816.0	354.0	1125.0	13.0	7.0	120.0	11854.0
MUX9710.WHB8835.unmapped-both-read-and-mate	15407.0	375.0	776.0	10.0	22.0	164.0	14722.0
MUX9710.WHB8840.unmapped-both-read-and-mate	4147.0	395.0	8713.0	9.0	3.0	125.0	11974.0
MUX9711.WHB8832.unmapped-both-read-and-mate	5234.0	351.0	103.0	5.0	4.0	38.0	6200.0
MUX9711.WHB8833.unmapped-both-read-and-mate	11635.0	390.0	965.0	11.0	5.0	144.0	11566.0
MUX9711.WHB8836.unmapped-both-read-and-mate	15484.0	354.0	906.0	15.0	8.0	164.0	14629.0
MUX9711.WHB8837.unmapped-both-read-and-mate	14958.0	353.0	658.0	2.0	16.0	158.0	13226.0
MUX9712.WHB8834.unmapped-both-read-and-mate	9729.0	428.0	716.0	5.0	8.0	79.0	12056.0
MUX9712.WHB8839.unmapped-both-read-and-mate	11941.0	574.0	1469.0	7.0	3.0	104.0	14236.0
MUX9712.WHB8841.unmapped-both-read-and-mate	26338.0	399.0	948.0	19.0	77.0	248.0	20805.0
MUX9712.WHB8900.unmapped-both-read-and-mate	10285.0	420.0	127.0	5.0	6.0	58.0	9066.0
MUX9712.WHB8943.unmapped-both-read-and-mate	7671.0	437.0	155.0	8.0	3.0	53.0	8290.0
MUX9713.WHB8944.unmapped-both-read-and-mate	9415.0	407.0	288.0	5.0	8.0	109.0	11604.0
MUX9713.WHB8964.unmapped-both-read-and-mate	12889.0	484.0	211.0	5.0	7.0	61.0	10697.0
MUX9713.WHB8979.unmapped-both-read-and-mate	3499.0	459.0	47.0	7.0	1.0	28.0	7012.0
MUX9713.WHB8991.unmapped-both-read-and-mate	8957.0	509.0	112.0	4.0	4.0	30.0	8873.0
MUX9713.WHB8997.unmapped-both-read-and-mate	13266.0	352.0	738.0	15.0	7.0	160.0	14230.0
MUX9714.WHB9004.unmapped-both-read-and-mate	6056.0	438.0	94.0	1.0	3.0	17.0	5770.0
MUX9714.WHB9016.unmapped-both-read-and-mate	6658.0	427.0	145.0	2.0	3.0	42.0	6415.0
MUX9714.WHB9036.unmapped-both-read-and-mate	10197.0	376.0	1062.0	5.0	14.0	82.0	9479.0
MUX9714.WHB9044.unmapped-both-read-and-mate	15892.0	377.0	659.0	5.0	19.0	145.0	12237.0
MUX9714.WHB9127.unmapped-both-read-and-mate	9201.0	379.0	198.0	6.0	7.0	53.0	5901.0
MUX9715.WHB9038.unmapped-both-read-and-mate	18004.0	313.0	1208.0	7.0	11.0	197.0	13832.0
MUX9715.WHB9128.unmapped-both-read-and-mate	3225.0	315.0	280.0	3.0	9.0	28.0	4775.0
MUX9715.WHB9130.unmapped-both-read-and-mate	13461.0	381.0	1399.0	6.0	12.0	118.0	11567.0
MUX9715.WHB9134.unmapped-both-read-and-mate	22009.0	349.0	703.0	8.0	19.0	237.0	16953.0
MUX9715.WHB9138.unmapped-both-read-and-mate	7646.0	313.0	373.0	3.0	10.0	59.0	7658.0
MUX9716.WHB9140.unmapped-both-read-and-mate	16641.0	379.0	734.0	14.0	16.0	131.0	12776.0
MUX9716.WHB9141.unmapped-both-read-and-mate	5312.0	384.0	118.0	1.0	4.0	37.0	5289.0
MUX9716.WHB9151.unmapped-both-read-and-mate	10147.0	360.0	320.0	19.0	12.0	73.0	8953.0
MUX9716.WHB9152.unmapped-both-read-and-mate	10075.0	353.0	159.0	9.0	5.0	23.0	4917.0
MUX9716.WHB9154.unmapped-both-read-and-mate	15506.0	358.0	633.0	5.0	13.0	178.0	12717.0
MUX9717.WHB9163.unmapped-both-read-and-mate	12501.0	614.0	418.0	18.0	18.0	131.0	16281.0
MUX9717.WHB9179.unmapped-both-read-and-mate	56448.0	709.0	4214.0	5487.0	13151.0	2193.0	47889.0
MUX9717.WHB9180.unmapped-both-read-and-mate	12301.0	622.0	447.0	19.0	20.0	115.0	15228.0
MUX9717.WHB9189.unmapped-both-read-and-mate	9001.0	608.0	270.0	14.0	13.0	84.0	12802.0
MUX9717.WHB9190.unmapped-both-read-and-mate	9066.0	529.0	410.0	170.0	12.0	78.0	12835.0
MUX9722.WHB9191.unmapped-both-read-and-mate	9808.0	619.0	680.0	13.0	7.0	113.0	19938.0
MUX9722.WHB9197.unmapped-both-read-and-mate	6918.0	551.0	366.0	14.0	9.0	113.0	17181.0
MUX9722.WHB9200.unmapped-both-read-and-mate	3416.0	573.0	101.0	4.0	44.0	37.0	15403.0
MUX9722.WHB9202.unmapped-both-read-and-mate	5362.0	559.0	106.0	5.0	3.0	60.0	14389.0
MUX9722.WHB9219.unmapped-both-read-and-mate	1520.0	582.0	174.0	8.0	2.0	11.0	12572.0
MUX9723.WHB10568.unmapped-both-read-and-mate	128.0	474.0	27.0	1.0	nan	3.0	9492.0
MUX9723.WHB9221.unmapped-both-read-and-mate	274.0	501.0	37.0	nan	6.0	13.0	9449.0
MUX9723.WHB9222.unmapped-both-read-and-mate	85.0	541.0	38.0	nan	1.0	3.0	10761.0
MUX9723.WHH7168.unmapped-both-read-and-mate	124.0	425.0	34.0	7.0	3.0	55.0	9831.0
MUX9723.WHH7169.unmapped-both-read-and-mate	138.0	586.0	21.0	1.0	1.0	2.0	12911.0
MUX9724.WHB10274.unmapped-both-read-and-mate	6529.0	477.0	4418.0	7.0	38.0	74.0	13196.0
MUX9724.WHB10275.unmapped-both-read-and-mate	3595.0	506.0	2022.0	15.0	28.0	53.0	11637.0
MUX9724.WHB10281.unmapped-both-read-and-mate	6487.0	569.0	99.0	3.0	6.0	52.0	13289.0
MUX9724.WHB8823.unmapped-both-read-and-mate	6215.0	469.0	272.0	11.0	14.0	70.0	11706.0
MUX9725.WHB10264.unmapped-both-read-and-mate	1999.0	533.0	3053.0	37.0	10.0	57.0	13210.0
MUX9725.WHB10265.unmapped-both-read-and-mate	2503.0	414.0	1988.0	4.0	19.0	38.0	11043.0
MUX9725.WHB10266.unmapped-both-read-and-mate	1381.0	457.0	1051.0	4.0	12.0	22.0	10622.0
MUX9725.WHB10267.unmapped-both-read-and-mate	3212.0	443.0	3956.0	12.0	29.0	74.0	12728.0
MUX9725.WHB10268.unmapped-both-read-and-mate	3267.0	544.0	4855.0	12.0	30.0	76.0	15101.0
MUX9726.WHB10269.unmapped-both-read-and-mate	3470.0	547.0	342.0	3.0	20.0	13.0	11432.0
MUX9726.WHB10272.unmapped-both-read-and-mate	2857.0	470.0	2116.0	11.0	44.0	48.0	11380.0
MUX9726.WHB10273.unmapped-both-read-and-mate	4819.0	382.0	3673.0	9.0	48.0	56.0	11388.0
MUX9726.WHB10276.unmapped-both-read-and-mate	4093.0	488.0	2398.0	8.0	25.0	37.0	11589.0
MUX9726.WHB10277.unmapped-both-read-and-mate	3474.0	445.0	2141.0	9.0	34.0	36.0	11265.0
MUX9727.WHB10280.unmapped-both-read-and-mate	6237.0	485.0	100.0	3.0	2.0	35.0	10243.0
MUX9727.WHB10282.unmapped-both-read-and-mate	7185.0	442.0	110.0	5.0	6.0	32.0	9306.0
MUX9727.WHB10283.unmapped-both-read-and-mate	4522.0	423.0	108.0	4.0	2.0	33.0	8302.0
MUX9727.WHB10284.unmapped-both-read-and-mate	6577.0	417.0	161.0	10.0	9.0	29.0	9995.0
MUX9727.WHB10285.unmapped-both-read-and-mate	4112.0	549.0	61.0	10.0	2.0	23.0	11086.0
MUX9728.WHB10288.unmapped-both-read-and-mate	8460.0	502.0	135.0	6.0	4.0	37.0	12198.0
MUX9728.WHB10289.unmapped-both-read-and-mate	4467.0	450.0	62.0	10.0	4.0	23.0	8835.0
MUX9728.WHB10290.unmapped-both-read-and-mate	7781.0	542.0	150.0	5.0	3.0	54.0	14248.0
MUX9728.WHB10291.unmapped-both-read-and-mate	4117.0	471.0	84.0	8.0	nan	24.0	11536.0
MUX9728.WHB10293.unmapped-both-read-and-mate	5593.0	538.0	65.0	11.0	3.0	38.0	12119.0
MUX9729.WHB10292.unmapped-both-read-and-mate	5402.0	669.0	91.0	6.0	3.0	33.0	18808.0
MUX9729.WHB10296.unmapped-both-read-and-mate	6572.0	598.0	115.0	5.0	1.0	32.0	16777.0
MUX9729.WHB10304.unmapped-both-read-and-mate	9017.0	659.0	126.0	4.0	3.0	50.0	22958.0
MUX9729.WHB10307.unmapped-both-read-and-mate	7475.0	705.0	119.0	7.0	4.0	45.0	22213.0
MUX9729.WHB10308.unmapped-both-read-and-mate	8931.0	682.0	137.0	13.0	7.0	46.0	20922.0
MUX9730.WHB10297.unmapped-both-read-and-mate	5123.0	605.0	94.0	6.0	5.0	32.0	20985.0
MUX9730.WHB10298.unmapped-both-read-and-mate	6015.0	621.0	110.0	8.0	11.0	40.0	24180.0
MUX9730.WHB10299.unmapped-both-read-and-mate	9760.0	647.0	181.0	25.0	7.0	65.0	27824.0
MUX9730.WHB10300.unmapped-both-read-and-mate	6463.0	488.0	106.0	10.0	6.0	46.0	18876.0
MUX9730.WHB10301.unmapped-both-read-and-mate	5392.0	746.0	105.0	8.0	7.0	27.0	24389.0
MUX9731.WHB10305.unmapped-both-read-and-mate	5454.0	474.0	101.0	4.0	4.0	28.0	14428.0
MUX9731.WHB10306.unmapped-both-read-and-mate	6578.0	614.0	99.0	7.0	9.0	24.0	19137.0
MUX9731.WHB10309.unmapped-both-read-and-mate	10232.0	702.0	161.0	7.0	8.0	73.0	20547.0
MUX9731.WHB10312.unmapped-both-read-and-mate	4320.0	503.0	82.0	3.0	nan	28.0	13939.0
MUX9731.WHB10313.unmapped-both-read-and-mate	6571.0	581.0	158.0	8.0	2.0	75.0	18950.0
MUX9732.WHB10314.unmapped-both-read-and-mate	12086.0	642.0	650.0	17.0	12.0	119.0	26380.0
MUX9732.WHB10315.unmapped-both-read-and-mate	5679.0	533.0	103.0	17.0	8.0	50.0	16956.0
MUX9732.WHB10316.unmapped-both-read-and-mate	14111.0	587.0	283.0	19.0	13.0	143.0	28867.0
MUX9732.WHB10317.unmapped-both-read-and-mate	3933.0	641.0	113.0	3.0	1.0	26.0	20259.0
MUX9732.WHB10320.unmapped-both-read-and-mate	3274.0	557.0	58.0	1.0	7.0	25.0	15282.0
MUX9733.WHB10321.unmapped-both-read-and-mate	6734.0	631.0	123.0	10.0	4.0	38.0	21619.0
MUX9733.WHB10322.unmapped-both-read-and-mate	6377.0	678.0	105.0	4.0	4.0	31.0	21752.0
MUX9733.WHB10323.unmapped-both-read-and-mate	9264.0	709.0	148.0	11.0	7.0	104.0	27490.0
MUX9733.WHB10324.unmapped-both-read-and-mate	7400.0	644.0	234.0	14.0	7.0	71.0	25400.0
MUX9733.WHB10325.unmapped-both-read-and-mate	5404.0	631.0	103.0	10.0	6.0	35.0	20412.0
MUX9734.WHB10328.unmapped-both-read-and-mate	9847.0	693.0	177.0	14.0	5.0	93.0	29027.0
MUX9734.WHB10329.unmapped-both-read-and-mate	7731.0	636.0	145.0	3.0	1.0	38.0	23486.0
MUX9734.WHB10331.unmapped-both-read-and-mate	9527.0	558.0	195.0	24.0	11.0	149.0	30078.0
MUX9734.WHB10332.unmapped-both-read-and-mate	8094.0	585.0	124.0	6.0	9.0	56.0	21670.0
MUX9734.WHB10333.unmapped-both-read-and-mate	7805.0	735.0	178.0	10.0	8.0	65.0	30072.0
MUX9735.WHB10330.unmapped-both-read-and-mate	6472.0	617.0	179.0	8.0	7.0	67.0	19289.0
MUX9735.WHB10337.unmapped-both-read-and-mate	6152.0	537.0	126.0	7.0	5.0	50.0	19587.0
MUX9735.WHB10338.unmapped-both-read-and-mate	9154.0	609.0	171.0	15.0	11.0	82.0	25583.0
MUX9735.WHB10339.unmapped-both-read-and-mate	8416.0	725.0	194.0	18.0	18.0	89.0	29582.0
MUX9735.WHB10340.unmapped-both-read-and-mate	6953.0	702.0	154.0	18.0	14.0	53.0	25674.0
MUX9736.WHB10336.unmapped-both-read-and-mate	5789.0	561.0	85.0	18.0	7.0	37.0	17149.0
MUX9736.WHB10341.unmapped-both-read-and-mate	9404.0	671.0	284.0	18.0	10.0	91.0	28517.0
MUX9736.WHB10344.unmapped-both-read-and-mate	5579.0	606.0	132.0	13.0	4.0	41.0	19808.0
MUX9736.WHB10353.unmapped-both-read-and-mate	9255.0	690.0	168.0	4.0	6.0	57.0	25596.0
MUX9736.WHB10357.unmapped-both-read-and-mate	5653.0	784.0	107.0	13.0	3.0	52.0	25387.0
MUX9745.WHB10189.unmapped-both-read-and-mate	2392.0	299.0	392.0	3.0	12.0	9.0	4126.0
MUX9745.WHB10191.unmapped-both-read-and-mate	1927.0	294.0	86.0	nan	11.0	4.0	3751.0
MUX9745.WHB10192.unmapped-both-read-and-mate	1509.0	299.0	1625.0	1.0	10.0	41.0	4796.0
MUX9745.WHB10193.unmapped-both-read-and-mate	2136.0	261.0	2896.0	9.0	8.0	43.0	5910.0
MUX9746.WHB10194.unmapped-both-read-and-mate	3609.0	441.0	4042.0	4.0	11.0	59.0	8449.0
MUX9746.WHB10195.unmapped-both-read-and-mate	3548.0	353.0	4627.0	5.0	20.0	69.0	8408.0
MUX9746.WHB10198.unmapped-both-read-and-mate	2662.0	472.0	5779.0	10.0	14.0	62.0	10188.0
MUX9746.WHB10199.unmapped-both-read-and-mate	5626.0	441.0	23094.0	13.0	73.0	307.0	24945.0
MUX9746.WHB10201.unmapped-both-read-and-mate	2626.0	483.0	971.0	9.0	6.0	13.0	5309.0
MUX9747.WHB10197.unmapped-both-read-and-mate	3573.0	397.0	2782.0	1.0	27.0	44.0	6512.0
MUX9747.WHB10204.unmapped-both-read-and-mate	3590.0	292.0	1384.0	3.0	14.0	8.0	4808.0
MUX9747.WHB10205.unmapped-both-read-and-mate	6326.0	466.0	333.0	4.0	16.0	7.0	6280.0
MUX9747.WHB10206.unmapped-both-read-and-mate	2663.0	413.0	2013.0	8.0	13.0	19.0	5891.0
MUX9747.WHB10207.unmapped-both-read-and-mate	5279.0	407.0	1920.0	7.0	32.0	39.0	6574.0
MUX9748.WHB10200.unmapped-both-read-and-mate	4748.0	502.0	4593.0	10.0	16.0	33.0	7581.0
MUX9748.WHB10202.unmapped-both-read-and-mate	5429.0	518.0	5670.0	8.0	10.0	19.0	7639.0
MUX9748.WHB10203.unmapped-both-read-and-mate	4752.0	499.0	1333.0	8.0	12.0	25.0	7649.0
MUX9748.WHB10208.unmapped-both-read-and-mate	5637.0	466.0	9461.0	13.0	49.0	131.0	15133.0
MUX9748.WHB10211.unmapped-both-read-and-mate	3516.0	334.0	202.0	5.0	12.0	8.0	6419.0
MUX9749.WHB10209.unmapped-both-read-and-mate	4349.0	484.0	251.0	6.0	10.0	10.0	5512.0
MUX9749.WHB10210.unmapped-both-read-and-mate	3646.0	388.0	243.0	32.0	23.0	25.0	4390.0
MUX9749.WHB10212.unmapped-both-read-and-mate	5931.0	353.0	344.0	2.0	31.0	30.0	5341.0
MUX9749.WHB10214.unmapped-both-read-and-mate	2617.0	367.0	148.0	2.0	3.0	7.0	3926.0
MUX9749.WHB10215.unmapped-both-read-and-mate	1845.0	324.0	126.0	3.0	8.0	11.0	3561.0
MUX9750.WHB10213.unmapped-both-read-and-mate	4629.0	413.0	316.0	10.0	34.0	18.0	5150.0
MUX9750.WHB10225.unmapped-both-read-and-mate	3450.0	421.0	180.0	2.0	8.0	6.0	4842.0
MUX9750.WHB10227.unmapped-both-read-and-mate	4111.0	355.0	251.0	4.0	36.0	4.0	4784.0
MUX9750.WHB10229.unmapped-both-read-and-mate	3205.0	224.0	3052.0	6.0	23.0	46.0	6130.0
MUX9751.WHB10216.unmapped-both-read-and-mate	2211.0	414.0	1765.0	4.0	7.0	39.0	5469.0
MUX9751.WHB10218.unmapped-both-read-and-mate	2604.0	454.0	1258.0	3.0	3.0	23.0	5201.0
MUX9751.WHB10219.unmapped-both-read-and-mate	2876.0	460.0	3101.0	3.0	9.0	17.0	4386.0
MUX9751.WHB10220.unmapped-both-read-and-mate	2021.0	333.0	119.0	1.0	14.0	2.0	3349.0
MUX9751.WHB10223.unmapped-both-read-and-mate	4099.0	365.0	6346.0	7.0	22.0	86.0	9406.0
MUX9752.WHB10217.unmapped-both-read-and-mate	2276.0	271.0	2411.0	2.0	9.0	27.0	6271.0
MUX9752.WHB10221.unmapped-both-read-and-mate	3612.0	420.0	204.0	2.0	15.0	20.0	5157.0
MUX9752.WHB10224.unmapped-both-read-and-mate	3450.0	457.0	192.0	2.0	16.0	10.0	5290.0
MUX9752.WHB10226.unmapped-both-read-and-mate	3498.0	354.0	231.0	7.0	16.0	4.0	4323.0
MUX9752.WHB10228.unmapped-both-read-and-mate	3001.0	335.0	141.0	2.0	16.0	4.0	4411.0
MUX9765.WHB10073.unmapped-both-read-and-mate	3432.0	1142.0	49.0	4.0	6.0	29.0	45091.0
MUX9765.WHB10075.unmapped-both-read-and-mate	6586.0	1014.0	113.0	8.0	8.0	56.0	45721.0
MUX9765.WHB10076.unmapped-both-read-and-mate	5843.0	1119.0	78.0	10.0	3.0	45.0	48852.0
MUX9765.WHB10077.unmapped-both-read-and-mate	5064.0	996.0	85.0	12.0	10.0	53.0	46480.0
MUX9765.WHB10079.unmapped-both-read-and-mate	4842.0	1112.0	70.0	9.0	5.0	24.0	44610.0
MUX9766.WHB10071.unmapped-both-read-and-mate	3482.0	1114.0	42.0	5.0	7.0	23.0	44587.0
MUX9766.WHB10074.unmapped-both-read-and-mate	5218.0	1203.0	78.0	10.0	5.0	39.0	52611.0
MUX9766.WHB10084.unmapped-both-read-and-mate	2191.0	1115.0	40.0	nan	5.0	11.0	46559.0
MUX9766.WHB10087.unmapped-both-read-and-mate	3103.0	944.0	292.0	106.0	4.0	25.0	36578.0
MUX9766.WHB10093.unmapped-both-read-and-mate	3734.0	1010.0	71.0	18.0	3.0	35.0	43817.0
MUX9767.WHB10086.unmapped-both-read-and-mate	1472.0	759.0	32.0	3.0	1.0	79.0	30275.0
MUX9767.WHB10110.unmapped-both-read-and-mate	3270.0	920.0	52.0	2.0	3.0	23.0	37215.0
MUX9767.WHB10136.unmapped-both-read-and-mate	3116.0	952.0	41.0	3.0	8.0	15.0	39168.0
MUX9767.WHB10138.unmapped-both-read-and-mate	9394.0	1550.0	176.0	20.0	12.0	99.0	75878.0
MUX9767.WHB10139.unmapped-both-read-and-mate	27712.0	1465.0	462.0	18.0	24.0	217.0	79457.0
MUX9768.WHB10107.unmapped-both-read-and-mate	1805.0	1588.0	28.0	3.0	5.0	24.0	65748.0
MUX9768.WHB10109.unmapped-both-read-and-mate	2451.0	1857.0	32.0	4.0	3.0	20.0	85990.0
MUX9768.WHB10119.unmapped-both-read-and-mate	2742.0	1449.0	42.0	4.0	5.0	20.0	56714.0
MUX9768.WHB10137.unmapped-both-read-and-mate	5066.0	1599.0	91.0	14.0	3.0	41.0	63409.0
MUX9768.WHB10140.unmapped-both-read-and-mate	7396.0	2121.0	100.0	5.0	8.0	38.0	89620.0
MUX9773.WHB10142.unmapped-both-read-and-mate	7260.0	709.0	104.0	4.0	6.0	31.0	29242.0
MUX9773.WHB10143.unmapped-both-read-and-mate	3223.0	866.0	54.0	6.0	7.0	26.0	33700.0
MUX9773.WHB10145.unmapped-both-read-and-mate	2171.0	646.0	27.0	7.0	2.0	18.0	23180.0
MUX9773.WHB10146.unmapped-both-read-and-mate	6494.0	1031.0	68.0	4.0	3.0	33.0	40608.0
MUX9773.WHB10149.unmapped-both-read-and-mate	6739.0	691.0	125.0	4.0	8.0	60.0	29356.0
MUX9774.WHB10148.unmapped-both-read-and-mate	2623.0	871.0	45.0	9.0	3.0	15.0	32452.0
MUX9774.WHB10150.unmapped-both-read-and-mate	2674.0	742.0	46.0	8.0	2.0	12.0	24482.0
MUX9774.WHB10155.unmapped-both-read-and-mate	2248.0	709.0	1204.0	3.0	15.0	29.0	27752.0
MUX9774.WHB10158.unmapped-both-read-and-mate	4551.0	521.0	6984.0	7.0	48.0	96.0	22082.0
MUX9774.WHB10165.unmapped-both-read-and-mate	2929.0	637.0	1156.0	4.0	18.0	17.0	21764.0
MUX9775.WHB10151.unmapped-both-read-and-mate	3690.0	833.0	106.0	5.0	10.0	29.0	29505.0
MUX9775.WHB10156.unmapped-both-read-and-mate	2654.0	640.0	1476.0	5.0	10.0	24.0	24444.0
MUX9775.WHB10157.unmapped-both-read-and-mate	1377.0	674.0	962.0	5.0	11.0	20.0	23842.0
MUX9775.WHB10166.unmapped-both-read-and-mate	3179.0	720.0	2053.0	12.0	41.0	39.0	27395.0
MUX9775.WHB9962.unmapped-both-read-and-mate	21148.0	649.0	417.0	14.0	42.0	218.0	35947.0
MUX9799.WHB10230.unmapped-both-read-and-mate	2585.0	372.0	1720.0	11.0	21.0	22.0	5937.0
