Sample	Proteobacteria	Chordata	Actinobacteria	Firmicutes	Bacteroidetes	Other	Unclassified
MUX10383.WHB8206.unmapped-both-read-and-mate	7343.0	775.0	94.0	22.0	14.0	52.0	16373.0
MUX10383.WHB8207.unmapped-both-read-and-mate	4845.0	719.0	65.0	19.0	13.0	34.0	14533.0
MUX10383.WHB8210.unmapped-both-read-and-mate	3743.0	725.0	45.0	10.0	5.0	25.0	13730.0
MUX10384.WHB8208.unmapped-both-read-and-mate	3956.0	638.0	65.0	10.0	6.0	24.0	17149.0
MUX10384.WHB8212.unmapped-both-read-and-mate	4797.0	995.0	77.0	7.0	4.0	36.0	22061.0
MUX10384.WHB8213.unmapped-both-read-and-mate	9629.0	760.0	138.0	12.0	11.0	54.0	20128.0
MUX10384.WHB8215.unmapped-both-read-and-mate	9282.0	908.0	815.0	30.0	8.0	65.0	24812.0
MUX10384.WHB8219.unmapped-both-read-and-mate	5040.0	808.0	62.0	14.0	6.0	42.0	17768.0
MUX10385.WHB8204.unmapped-both-read-and-mate	8423.0	1119.0	151.0	15.0	10.0	60.0	45402.0
MUX10385.WHB8209.unmapped-both-read-and-mate	5205.0	1013.0	132.0	13.0	11.0	35.0	32832.0
MUX10385.WHB8216.unmapped-both-read-and-mate	6707.0	1369.0	118.0	13.0	6.0	49.0	51214.0
MUX10385.WHB8217.unmapped-both-read-and-mate	8063.0	1186.0	101.0	11.0	9.0	53.0	44827.0
MUX10385.WHB8218.unmapped-both-read-and-mate	4739.0	1477.0	96.0	18.0	14.0	34.0	54599.0
MUX10386.WHB8224.unmapped-both-read-and-mate	8352.0	1261.0	97.0	12.0	8.0	59.0	45691.0
MUX10386.WHB8226.unmapped-both-read-and-mate	10862.0	977.0	122.0	12.0	7.0	115.0	42532.0
MUX10386.WHB8227.unmapped-both-read-and-mate	16953.0	1008.0	195.0	13.0	14.0	124.0	50141.0
MUX10386.WHB8228.unmapped-both-read-and-mate	9378.0	931.0	107.0	7.0	12.0	95.0	39807.0
MUX10387.WHB8229.unmapped-both-read-and-mate	8271.0	980.0	116.0	19.0	2.0	67.0	44648.0
MUX10387.WHB8230.unmapped-both-read-and-mate	12916.0	880.0	166.0	12.0	4.0	111.0	42150.0
MUX10387.WHB8231.unmapped-both-read-and-mate	17807.0	808.0	266.0	33.0	6.0	152.0	40631.0
MUX10387.WHB8232.unmapped-both-read-and-mate	11671.0	846.0	145.0	9.0	9.0	99.0	39706.0
MUX10387.WHB8233.unmapped-both-read-and-mate	39966.0	1137.0	802.0	44.0	28.0	486.0	69910.0
MUX10388.WHB8234.unmapped-both-read-and-mate	17526.0	1349.0	223.0	16.0	14.0	164.0	72262.0
MUX10388.WHB8235.unmapped-both-read-and-mate	13444.0	1036.0	151.0	27.0	4.0	120.0	52528.0
MUX10388.WHB8238.unmapped-both-read-and-mate	14301.0	1024.0	168.0	18.0	11.0	142.0	49479.0
MUX10388.WHB8239.unmapped-both-read-and-mate	20085.0	1242.0	543.0	27.0	14.0	188.0	71740.0
MUX10388.WHB8241.unmapped-both-read-and-mate	30309.0	1180.0	793.0	42.0	35.0	1835.0	70469.0
MUX10389.WHB8236.unmapped-both-read-and-mate	11993.0	934.0	148.0	14.0	8.0	105.0	43709.0
MUX10389.WHB8237.unmapped-both-read-and-mate	15981.0	967.0	179.0	15.0	8.0	124.0	43558.0
MUX10389.WHB8240.unmapped-both-read-and-mate	11941.0	987.0	189.0	9.0	10.0	82.0	45323.0
MUX10389.WHB8242.unmapped-both-read-and-mate	24286.0	789.0	288.0	23.0	15.0	170.0	40043.0
MUX10390.WHB8243.unmapped-both-read-and-mate	40068.0	1050.0	510.0	38.0	31.0	304.0	63866.0
MUX10390.WHB8245.unmapped-both-read-and-mate	22845.0	889.0	293.0	25.0	13.0	172.0	45782.0
MUX10390.WHB8246.unmapped-both-read-and-mate	37184.0	1155.0	461.0	33.0	14.0	278.0	69645.0
MUX10390.WHB8247.unmapped-both-read-and-mate	33910.0	833.0	406.0	32.0	21.0	244.0	50990.0
MUX10390.WHB8248.unmapped-both-read-and-mate	22641.0	926.0	272.0	35.0	12.0	182.0	47395.0
MUX10391.WHB8249.unmapped-both-read-and-mate	50143.0	1374.0	815.0	116.0	28.0	397.0	86917.0
MUX10391.WHB8250.unmapped-both-read-and-mate	26841.0	924.0	346.0	20.0	17.0	182.0	47876.0
MUX10391.WHB8251.unmapped-both-read-and-mate	15353.0	901.0	429.0	19.0	15.0	119.0	36558.0
MUX10391.WHB8252.unmapped-both-read-and-mate	11100.0	957.0	367.0	12.0	7.0	119.0	39177.0
MUX10391.WHB8254.unmapped-both-read-and-mate	10611.0	1156.0	142.0	11.0	12.0	74.0	49307.0
MUX10392.WHB8256.unmapped-both-read-and-mate	7195.0	1096.0	150.0	17.0	5.0	66.0	44507.0
MUX10392.WHB8257.unmapped-both-read-and-mate	10785.0	931.0	142.0	20.0	7.0	97.0	34294.0
MUX10392.WHB8258.unmapped-both-read-and-mate	12357.0	800.0	164.0	23.0	13.0	97.0	34979.0
MUX10392.WHB8259.unmapped-both-read-and-mate	18026.0	782.0	225.0	22.0	10.0	134.0	36581.0
MUX10392.WHB8260.unmapped-both-read-and-mate	16211.0	712.0	234.0	20.0	9.0	133.0	35951.0
MUX10393.WHB8261.unmapped-both-read-and-mate	17443.0	419.0	211.0	14.0	6.0	135.0	17020.0
MUX10393.WHB8262.unmapped-both-read-and-mate	43505.0	472.0	994.0	50.0	22.0	311.0	34442.0
MUX10393.WHB8263.unmapped-both-read-and-mate	20007.0	434.0	371.0	21.0	9.0	162.0	18411.0
MUX10393.WHB8266.unmapped-both-read-and-mate	4547.0	522.0	110.0	10.0	2.0	139.0	9726.0
MUX10394.WHB8253.unmapped-both-read-and-mate	6941.0	480.0	79.0	12.0	4.0	63.0	9409.0
MUX10394.WHB8255.unmapped-both-read-and-mate	5789.0	457.0	64.0	14.0	2.0	58.0	9156.0
MUX10394.WHB8264.unmapped-both-read-and-mate	8400.0	506.0	130.0	9.0	9.0	66.0	11222.0
MUX10394.WHB8265.unmapped-both-read-and-mate	9149.0	480.0	160.0	14.0	17.0	89.0	11510.0
MUX10394.WHB8268.unmapped-both-read-and-mate	5238.0	426.0	63.0	9.0	2.0	42.0	8079.0
MUX10395.WHB8271.unmapped-both-read-and-mate	11243.0	430.0	159.0	12.0	5.0	81.0	11516.0
MUX10395.WHB8272.unmapped-both-read-and-mate	11203.0	430.0	129.0	13.0	8.0	101.0	11645.0
MUX10395.WHB8273.unmapped-both-read-and-mate	20581.0	475.0	207.0	16.0	10.0	201.0	18658.0
MUX10395.WHB8274.unmapped-both-read-and-mate	28478.0	438.0	394.0	16.0	15.0	213.0	23192.0
MUX10396.WHB8275.unmapped-both-read-and-mate	26906.0	434.0	516.0	21.0	13.0	191.0	22138.0
MUX10396.WHB8276.unmapped-both-read-and-mate	20246.0	333.0	267.0	26.0	11.0	139.0	16150.0
MUX10396.WHB8277.unmapped-both-read-and-mate	19408.0	445.0	262.0	19.0	12.0	124.0	17736.0
MUX10396.WHB8278.unmapped-both-read-and-mate	32321.0	468.0	504.0	19.0	23.0	270.0	25810.0
MUX10396.WHB8279.unmapped-both-read-and-mate	15410.0	439.0	207.0	18.0	8.0	135.0	14732.0
MUX10397.WHB8280.unmapped-both-read-and-mate	12314.0	401.0	138.0	17.0	4.0	92.0	10608.0
MUX10397.WHB8282.unmapped-both-read-and-mate	36382.0	331.0	479.0	31.0	20.0	237.0	26412.0
MUX10397.WHB8283.unmapped-both-read-and-mate	33004.0	422.0	415.0	27.0	17.0	236.0	24759.0
MUX10397.WHB8284.unmapped-both-read-and-mate	41663.0	382.0	571.0	29.0	15.0	320.0	31427.0
MUX10397.WHB8285.unmapped-both-read-and-mate	33789.0	391.0	392.0	28.0	12.0	250.0	25118.0
MUX10398.WHB8286.unmapped-both-read-and-mate	12580.0	385.0	183.0	13.0	8.0	102.0	11170.0
MUX10398.WHB8287.unmapped-both-read-and-mate	18908.0	418.0	597.0	19.0	14.0	149.0	15901.0
MUX10398.WHB8288.unmapped-both-read-and-mate	17659.0	479.0	245.0	23.0	12.0	129.0	15273.0
MUX10398.WHB8289.unmapped-both-read-and-mate	17788.0	495.0	227.0	16.0	7.0	159.0	15382.0
MUX10398.WHB8290.unmapped-both-read-and-mate	24621.0	537.0	380.0	26.0	12.0	168.0	20704.0
MUX10399.WHB8291.unmapped-both-read-and-mate	16575.0	359.0	182.0	24.0	11.0	130.0	14235.0
MUX10399.WHB8292.unmapped-both-read-and-mate	9957.0	341.0	143.0	8.0	7.0	73.0	9493.0
MUX10399.WHB8294.unmapped-both-read-and-mate	17331.0	403.0	167.0	18.0	10.0	123.0	14048.0
MUX10399.WHB8297.unmapped-both-read-and-mate	27688.0	495.0	868.0	42.0	25.0	253.0	23100.0
MUX10400.WHB8298.unmapped-both-read-and-mate	30392.0	507.0	402.0	32.0	15.0	216.0	25099.0
MUX10400.WHB8299.unmapped-both-read-and-mate	13197.0	391.0	237.0	20.0	12.0	126.0	12360.0
MUX10400.WHB8300.unmapped-both-read-and-mate	46230.0	377.0	2978.0	45.0	20.0	351.0	35765.0
MUX10400.WHB8301.unmapped-both-read-and-mate	44337.0	369.0	810.0	51.0	50.0	490.0	42567.0
MUX10418.WHB8281.unmapped-both-read-and-mate	6642.0	591.0	89.0	19.0	2.0	41.0	24154.0
MUX10418.WHB8293.unmapped-both-read-and-mate	8171.0	525.0	116.0	15.0	4.0	70.0	20862.0
MUX10418.WHB8296.unmapped-both-read-and-mate	9653.0	589.0	121.0	12.0	11.0	73.0	25777.0
MUX10418.WHB8306.unmapped-both-read-and-mate	14717.0	735.0	154.0	32.0	20.0	99.0	30899.0
MUX10419.WHB8303.unmapped-both-read-and-mate	30392.0	984.0	448.0	44.0	21.0	239.0	53170.0
MUX10419.WHB8304.unmapped-both-read-and-mate	22324.0	825.0	272.0	18.0	18.0	191.0	38146.0
MUX10419.WHB8309.unmapped-both-read-and-mate	24633.0	690.0	347.0	15.0	15.0	174.0	40053.0
MUX10419.WHB8310.unmapped-both-read-and-mate	15991.0	750.0	248.0	6.0	3.0	127.0	37082.0
MUX10420.WHB8308.unmapped-both-read-and-mate	23286.0	707.0	254.0	204.0	18.0	154.0	39761.0
MUX10420.WHB8312.unmapped-both-read-and-mate	16243.0	633.0	212.0	47.0	16.0	127.0	29796.0
MUX10420.WHB8314.unmapped-both-read-and-mate	9652.0	593.0	122.0	9.0	16.0	68.0	24820.0
MUX10420.WHB8315.unmapped-both-read-and-mate	20168.0	519.0	314.0	18.0	12.0	163.0	27437.0
MUX10421.WHB8317.unmapped-both-read-and-mate	24942.0	770.0	309.0	24.0	25.0	154.0	38914.0
MUX10421.WHB8318.unmapped-both-read-and-mate	8126.0	643.0	124.0	8.0	9.0	51.0	25710.0
MUX10421.WHB8319.unmapped-both-read-and-mate	19997.0	732.0	239.0	15.0	17.0	153.0	38304.0
MUX10421.WHB8320.unmapped-both-read-and-mate	34007.0	875.0	453.0	28.0	23.0	226.0	48817.0
MUX10422.WHB8321.unmapped-both-read-and-mate	9164.0	1031.0	140.0	15.0	4.0	55.0	39851.0
MUX10422.WHB8323.unmapped-both-read-and-mate	12676.0	1012.0	156.0	17.0	21.0	93.0	40555.0
MUX10422.WHB8324.unmapped-both-read-and-mate	13204.0	968.0	190.0	4.0	14.0	99.0	46812.0
MUX10422.WHB8328.unmapped-both-read-and-mate	15985.0	1045.0	165.0	5.0	6.0	109.0	48839.0
MUX10422.WHB8332.unmapped-both-read-and-mate	3394.0	1119.0	51.0	10.0	1.0	37.0	46771.0
MUX10423.WHB8329.unmapped-both-read-and-mate	26860.0	665.0	449.0	16.0	10.0	209.0	37473.0
MUX10423.WHB8333.unmapped-both-read-and-mate	33674.0	583.0	416.0	26.0	14.0	231.0	40354.0
MUX10423.WHB8335.unmapped-both-read-and-mate	25055.0	721.0	313.0	23.0	17.0	199.0	38624.0
MUX10423.WHB8336.unmapped-both-read-and-mate	27930.0	617.0	371.0	20.0	5.0	205.0	35640.0
MUX10423.WHB8337.unmapped-both-read-and-mate	5208.0	657.0	43.0	6.0	6.0	41.0	24409.0
MUX10424.WHB8338.unmapped-both-read-and-mate	1662.0	556.0	27.0	3.0	nan	10.0	21273.0
MUX10424.WHB8339.unmapped-both-read-and-mate	31233.0	641.0	323.0	24.0	14.0	214.0	40179.0
MUX10424.WHB8340.unmapped-both-read-and-mate	3011.0	587.0	44.0	5.0	3.0	30.0	21339.0
MUX10424.WHB8341.unmapped-both-read-and-mate	18090.0	688.0	310.0	12.0	11.0	148.0	32413.0
MUX10424.WHB8343.unmapped-both-read-and-mate	23335.0	822.0	817.0	16.0	14.0	161.0	35916.0
MUX10425.WHB8322.unmapped-both-read-and-mate	10967.0	750.0	138.0	6.0	28.0	93.0	28266.0
MUX10425.WHB8330.unmapped-both-read-and-mate	2932.0	706.0	38.0	2.0	3.0	22.0	20013.0
MUX10425.WHB8344.unmapped-both-read-and-mate	3975.0	554.0	55.0	5.0	2.0	15.0	18371.0
MUX10426.WHB8385.unmapped-both-read-and-mate	20804.0	707.0	257.0	18.0	14.0	171.0	30057.0
MUX10426.WHB8386.unmapped-both-read-and-mate	12459.0	686.0	165.0	11.0	6.0	107.0	23551.0
MUX10426.WHB8387.unmapped-both-read-and-mate	22326.0	852.0	251.0	21.0	11.0	165.0	35764.0
MUX10426.WHB8389.unmapped-both-read-and-mate	17612.0	984.0	320.0	23.0	11.0	141.0	32288.0
MUX10426.WHB8390.unmapped-both-read-and-mate	15017.0	813.0	669.0	7.0	8.0	140.0	29959.0
MUX10427.WHB8391.unmapped-both-read-and-mate	11921.0	1043.0	270.0	6.0	13.0	79.0	26111.0
MUX10427.WHB8392.unmapped-both-read-and-mate	11384.0	853.0	409.0	19.0	8.0	76.0	23388.0
MUX10427.WHB8393.unmapped-both-read-and-mate	19801.0	759.0	768.0	18.0	12.0	319.0	28261.0
MUX10427.WHB8394.unmapped-both-read-and-mate	32045.0	764.0	921.0	25.0	16.0	1028.0	37948.0
MUX10427.WHB8395.unmapped-both-read-and-mate	21552.0	810.0	358.0	29.0	6.0	1136.0	31771.0
MUX10428.WHB8397.unmapped-both-read-and-mate	19840.0	784.0	2369.0	3043.0	347.0	2896.0	30677.0
MUX10428.WHB8398.unmapped-both-read-and-mate	16660.0	832.0	230.0	9.0	4.0	622.0	28079.0
MUX10428.WHB8399.unmapped-both-read-and-mate	26450.0	767.0	357.0	23.0	12.0	749.0	34423.0
MUX10428.WHB8400.unmapped-both-read-and-mate	14338.0	684.0	232.0	12.0	9.0	274.0	24478.0
MUX10428.WHB8401.unmapped-both-read-and-mate	8897.0	1077.0	111.0	27.0	12.0	64.0	25166.0
MUX10429.WHB8402.unmapped-both-read-and-mate	17285.0	613.0	334.0	21.0	8.0	106.0	22383.0
MUX10429.WHB8403.unmapped-both-read-and-mate	8833.0	518.0	102.0	14.0	9.0	55.0	15616.0
MUX10429.WHB8405.unmapped-both-read-and-mate	11785.0	712.0	311.0	160.0	25.0	411.0	20042.0
MUX10429.WHB8406.unmapped-both-read-and-mate	5731.0	833.0	89.0	39.0	49.0	47.0	16152.0
MUX10429.WHB8407.unmapped-both-read-and-mate	17357.0	602.0	182.0	19.0	7.0	110.0	22084.0
MUX10430.WHB8408.unmapped-both-read-and-mate	16916.0	622.0	300.0	35.0	9.0	98.0	21134.0
MUX10430.WHB8409.unmapped-both-read-and-mate	9983.0	708.0	119.0	16.0	4.0	75.0	19589.0
MUX10430.WHB8410.unmapped-both-read-and-mate	74718.0	675.0	780.0	45.0	27.0	446.0	52421.0
MUX10430.WHB8411.unmapped-both-read-and-mate	14822.0	494.0	188.0	28.0	6.0	110.0	18541.0
MUX10430.WHB8412.unmapped-both-read-and-mate	18773.0	527.0	561.0	20.0	8.0	94.0	22506.0
MUX10431.WHB8414.unmapped-both-read-and-mate	16066.0	559.0	393.0	8.0	8.0	102.0	19860.0
MUX10431.WHB8415.unmapped-both-read-and-mate	25769.0	582.0	385.0	12.0	12.0	161.0	25745.0
MUX10431.WHB8416.unmapped-both-read-and-mate	10437.0	752.0	109.0	10.0	7.0	46.0	18114.0
MUX10431.WHB8418.unmapped-both-read-and-mate	13440.0	735.0	178.0	9.0	5.0	90.0	18430.0
MUX10432.WHB8388.unmapped-both-read-and-mate	30529.0	563.0	664.0	18.0	17.0	203.0	31412.0
MUX10432.WHB8417.unmapped-both-read-and-mate	1753.0	722.0	62.0	1.0	1.0	18.0	14743.0
MUX10432.WHB8420.unmapped-both-read-and-mate	13732.0	797.0	172.0	8.0	6.0	86.0	21463.0
MUX10432.WHB8421.unmapped-both-read-and-mate	11656.0	760.0	219.0	8.0	7.0	65.0	20510.0
MUX10433.WHB8419.unmapped-both-read-and-mate	15985.0	662.0	204.0	13.0	7.0	108.0	21264.0
MUX10433.WHB8425.unmapped-both-read-and-mate	69946.0	554.0	780.0	38.0	26.0	443.0	53953.0
MUX10433.WHB8426.unmapped-both-read-and-mate	16067.0	559.0	188.0	8.0	10.0	98.0	19753.0
MUX10434.WHB8427.unmapped-both-read-and-mate	51486.0	416.0	1035.0	36.0	23.0	353.0	36813.0
MUX10434.WHB8428.unmapped-both-read-and-mate	18175.0	452.0	270.0	17.0	12.0	102.0	17146.0
MUX10434.WHB8433.unmapped-both-read-and-mate	17506.0	572.0	23364.0	21.0	13.0	116.0	17559.0
MUX10434.WHB8434.unmapped-both-read-and-mate	17700.0	458.0	269.0	6.0	5.0	108.0	16172.0
MUX10435.WHB8429.unmapped-both-read-and-mate	4656.0	394.0	53.0	5.0	6.0	30.0	10075.0
MUX10435.WHB8430.unmapped-both-read-and-mate	15950.0	679.0	280.0	13.0	13.0	88.0	17169.0
MUX10435.WHB8431.unmapped-both-read-and-mate	24437.0	691.0	287.0	15.0	9.0	177.0	22837.0
MUX10435.WHB8432.unmapped-both-read-and-mate	21197.0	487.0	277.0	20.0	10.0	165.0	19697.0
MUX10435.WHB8436.unmapped-both-read-and-mate	13320.0	433.0	162.0	10.0	9.0	101.0	13095.0
MUX10436.WHB8439.unmapped-both-read-and-mate	19543.0	719.0	461.0	12.0	15.0	135.0	20052.0
MUX10436.WHB8440.unmapped-both-read-and-mate	14661.0	617.0	191.0	13.0	10.0	106.0	15771.0
MUX10436.WHB8441.unmapped-both-read-and-mate	19600.0	508.0	245.0	15.0	5.0	116.0	19178.0
MUX10437.WHB8443.unmapped-both-read-and-mate	18847.0	470.0	304.0	19.0	7.0	124.0	17411.0
MUX10437.WHB8444.unmapped-both-read-and-mate	18786.0	467.0	229.0	9.0	7.0	134.0	17136.0
MUX10437.WHB8445.unmapped-both-read-and-mate	21094.0	501.0	244.0	12.0	19.0	131.0	17944.0
MUX10437.WHB8446.unmapped-both-read-and-mate	19368.0	454.0	283.0	12.0	6.0	121.0	16604.0
MUX10437.WHB8447.unmapped-both-read-and-mate	25860.0	624.0	650.0	74.0	20.0	183.0	22665.0
MUX10438.WHB8448.unmapped-both-read-and-mate	19522.0	805.0	332.0	8.0	13.0	132.0	40889.0
MUX10438.WHB8449.unmapped-both-read-and-mate	6073.0	1127.0	75.0	4.0	5.0	51.0	40993.0
MUX10438.WHB8450.unmapped-both-read-and-mate	16014.0	869.0	708.0	11.0	12.0	106.0	33556.0
MUX10438.WHB8451.unmapped-both-read-and-mate	15519.0	744.0	253.0	10.0	9.0	86.0	28644.0
MUX10438.WHB8452.unmapped-both-read-and-mate	10719.0	941.0	181.0	12.0	9.0	50.0	32245.0
MUX10439.WHB8453.unmapped-both-read-and-mate	11202.0	1004.0	215.0	13.0	5.0	70.0	36100.0
MUX10439.WHB8455.unmapped-both-read-and-mate	20885.0	965.0	262.0	19.0	9.0	130.0	39680.0
MUX10439.WHB8457.unmapped-both-read-and-mate	13097.0	946.0	162.0	18.0	14.0	74.0	40445.0
MUX10439.WHB8458.unmapped-both-read-and-mate	18177.0	1039.0	341.0	5.0	9.0	124.0	49073.0
MUX10439.WHB8459.unmapped-both-read-and-mate	25853.0	876.0	299.0	18.0	11.0	128.0	42766.0
MUX10440.WHB8456.unmapped-both-read-and-mate	14691.0	916.0	177.0	14.0	4.0	86.0	33653.0
MUX10440.WHB8460.unmapped-both-read-and-mate	11471.0	675.0	357.0	9.0	13.0	79.0	28586.0
MUX10440.WHB8461.unmapped-both-read-and-mate	12061.0	961.0	168.0	9.0	11.0	58.0	37573.0
MUX10440.WHB8463.unmapped-both-read-and-mate	12275.0	568.0	182.0	6.0	9.0	74.0	33499.0
MUX10440.WHB8464.unmapped-both-read-and-mate	17668.0	1084.0	479.0	17.0	17.0	117.0	46402.0
MUX10441.WHB8462.unmapped-both-read-and-mate	19321.0	848.0	448.0	12.0	10.0	135.0	36728.0
MUX10441.WHB8465.unmapped-both-read-and-mate	12939.0	851.0	177.0	8.0	8.0	65.0	35774.0
MUX10441.WHB8468.unmapped-both-read-and-mate	19320.0	728.0	324.0	16.0	9.0	136.0	42786.0
MUX10441.WHB8469.unmapped-both-read-and-mate	14085.0	835.0	225.0	13.0	8.0	86.0	31946.0
MUX10442.WHB8470.unmapped-both-read-and-mate	12050.0	688.0	170.0	15.0	12.0	88.0	29746.0
MUX10442.WHB8471.unmapped-both-read-and-mate	14300.0	851.0	250.0	12.0	3.0	100.0	33134.0
MUX10442.WHB8473.unmapped-both-read-and-mate	13253.0	898.0	396.0	14.0	15.0	83.0	34200.0
MUX10442.WHB8474.unmapped-both-read-and-mate	15972.0	812.0	1093.0	7.0	11.0	95.0	40128.0
MUX10442.WHB8476.unmapped-both-read-and-mate	14308.0	723.0	254.0	19.0	9.0	87.0	34627.0
MUX10443.WHB8472.unmapped-both-read-and-mate	6442.0	937.0	168.0	5.0	8.0	55.0	35954.0
MUX10443.WHB8475.unmapped-both-read-and-mate	13733.0	815.0	220.0	7.0	6.0	87.0	33154.0
MUX10443.WHB8477.unmapped-both-read-and-mate	15864.0	910.0	356.0	25.0	8.0	94.0	34322.0
MUX10443.WHB8491.unmapped-both-read-and-mate	10145.0	848.0	152.0	17.0	6.0	60.0	36846.0
MUX10444.WHB8480.unmapped-both-read-and-mate	11662.0	679.0	146.0	5.0	6.0	72.0	28571.0
MUX10444.WHB8481.unmapped-both-read-and-mate	15974.0	686.0	179.0	10.0	7.0	83.0	34828.0
MUX10444.WHB8482.unmapped-both-read-and-mate	17427.0	752.0	213.0	12.0	8.0	108.0	36660.0
MUX10444.WHB8483.unmapped-both-read-and-mate	19387.0	873.0	450.0	15.0	12.0	133.0	43185.0
MUX10445.WHB8484.unmapped-both-read-and-mate	10786.0	707.0	346.0	11.0	3.0	85.0	30056.0
MUX10445.WHB8485.unmapped-both-read-and-mate	26725.0	830.0	258.0	29.0	5.0	152.0	42852.0
MUX10445.WHB8486.unmapped-both-read-and-mate	11242.0	698.0	544.0	9.0	5.0	65.0	33025.0
MUX10445.WHB8487.unmapped-both-read-and-mate	16582.0	752.0	332.0	320.0	9.0	100.0	33114.0
MUX10445.WHB8488.unmapped-both-read-and-mate	13796.0	681.0	581.0	9.0	5.0	64.0	33019.0
MUX10446.WHB8345.unmapped-both-read-and-mate	13748.0	626.0	259.0	10.0	8.0	89.0	13079.0
MUX10446.WHB8346.unmapped-both-read-and-mate	3404.0	354.0	36.0	1.0	2.0	34.0	4918.0
MUX10446.WHB8348.unmapped-both-read-and-mate	5736.0	436.0	57.0	10.0	3.0	37.0	7037.0
MUX10446.WHB8349.unmapped-both-read-and-mate	11827.0	542.0	173.0	5.0	4.0	97.0	12065.0
MUX10446.WHB8353.unmapped-both-read-and-mate	23751.0	354.0	395.0	17.0	4.0	146.0	16586.0
MUX10447.WHB8347.unmapped-both-read-and-mate	83339.0	300.0	1148.0	53.0	39.0	609.0	59683.0
MUX10447.WHB8350.unmapped-both-read-and-mate	25168.0	336.0	333.0	12.0	4.0	151.0	17549.0
MUX10447.WHB8351.unmapped-both-read-and-mate	33043.0	349.0	403.0	21.0	6.0	237.0	23904.0
MUX10447.WHB8352.unmapped-both-read-and-mate	29015.0	300.0	327.0	19.0	12.0	198.0	19939.0
MUX10447.WHB8354.unmapped-both-read-and-mate	43321.0	615.0	1227.0	16.0	26.0	258.0	31287.0
MUX10448.WHB8355.unmapped-both-read-and-mate	21184.0	358.0	470.0	10.0	11.0	137.0	15963.0
MUX10448.WHB8356.unmapped-both-read-and-mate	30212.0	619.0	361.0	25.0	22.0	221.0	24030.0
MUX10448.WHB8357.unmapped-both-read-and-mate	34326.0	587.0	598.0	24.0	21.0	247.0	27281.0
MUX10448.WHB8358.unmapped-both-read-and-mate	31166.0	301.0	544.0	22.0	11.0	236.0	22605.0
MUX10449.WHB8360.unmapped-both-read-and-mate	7253.0	372.0	87.0	2.0	4.0	44.0	7722.0
MUX10449.WHB8361.unmapped-both-read-and-mate	10247.0	350.0	101.0	8.0	5.0	71.0	9255.0
MUX10449.WHB8362.unmapped-both-read-and-mate	23614.0	418.0	297.0	8.0	13.0	149.0	17846.0
MUX10449.WHB8364.unmapped-both-read-and-mate	24767.0	345.0	334.0	13.0	13.0	162.0	20218.0
MUX10450.WHB8365.unmapped-both-read-and-mate	28434.0	430.0	1319.0	15.0	23.0	219.0	23274.0
MUX10450.WHB8366.unmapped-both-read-and-mate	23953.0	508.0	546.0	16.0	15.0	144.0	18759.0
MUX10450.WHB8367.unmapped-both-read-and-mate	5387.0	333.0	47.0	3.0	1.0	22.0	6196.0
MUX10450.WHB8368.unmapped-both-read-and-mate	27811.0	526.0	495.0	17.0	20.0	189.0	21753.0
MUX10450.WHB8369.unmapped-both-read-and-mate	13033.0	353.0	240.0	6.0	6.0	94.0	10840.0
MUX10451.WHB8370.unmapped-both-read-and-mate	14552.0	427.0	154.0	3.0	4.0	86.0	13022.0
MUX10451.WHB8371.unmapped-both-read-and-mate	19949.0	333.0	306.0	12.0	10.0	114.0	15987.0
MUX10451.WHB8372.unmapped-both-read-and-mate	18434.0	351.0	284.0	13.0	8.0	173.0	15077.0
MUX10451.WHB8373.unmapped-both-read-and-mate	19286.0	411.0	268.0	18.0	9.0	138.0	23382.0
MUX10451.WHB8374.unmapped-both-read-and-mate	14083.0	236.0	189.0	14.0	7.0	105.0	12914.0
MUX10452.WHB8375.unmapped-both-read-and-mate	26170.0	387.0	327.0	18.0	18.0	201.0	19315.0
MUX10452.WHB8376.unmapped-both-read-and-mate	12456.0	358.0	271.0	2.0	9.0	92.0	11093.0
MUX10452.WHB8377.unmapped-both-read-and-mate	16259.0	287.0	242.0	18.0	8.0	101.0	13646.0
MUX10452.WHB8378.unmapped-both-read-and-mate	18346.0	331.0	854.0	11.0	15.0	131.0	13999.0
MUX10452.WHB8379.unmapped-both-read-and-mate	42935.0	323.0	1610.0	17.0	20.0	270.0	29674.0
MUX10453.WHB8380.unmapped-both-read-and-mate	12669.0	469.0	225.0	15.0	5.0	98.0	12848.0
MUX10453.WHB8381.unmapped-both-read-and-mate	28370.0	380.0	516.0	18.0	8.0	224.0	22188.0
MUX10453.WHB8382.unmapped-both-read-and-mate	7430.0	367.0	125.0	3.0	5.0	75.0	8131.0
MUX10453.WHB8384.unmapped-both-read-and-mate	23696.0	297.0	406.0	17.0	13.0	184.0	18653.0
MUX10461.WHB8489.unmapped-both-read-and-mate	7335.0	512.0	304.0	10.0	3.0	69.0	7738.0
MUX10461.WHB8492.unmapped-both-read-and-mate	15507.0	384.0	704.0	11.0	7.0	111.0	11623.0
MUX10461.WHB8493.unmapped-both-read-and-mate	19906.0	341.0	344.0	5.0	6.0	105.0	14424.0
MUX10461.WHB8494.unmapped-both-read-and-mate	20735.0	495.0	354.0	17.0	8.0	117.0	16551.0
MUX10461.WHB8495.unmapped-both-read-and-mate	11400.0	388.0	211.0	16.0	5.0	78.0	9700.0
