Sample	Pseudomonas	Homo	Sphingomonas	Sphingobium	Alcaligenes	Other	Unclassified
MUX10626.WHB10759.unmapped-both-read-and-mate	219.0	338.0	16898.0	8605.0	2.0	20256.0	39664.0
MUX10626.WHB7100.unmapped-both-read-and-mate	23.0	366.0	866.0	186.0	nan	2438.0	6004.0
MUX10627.WHB6769.unmapped-both-read-and-mate	18.0	305.0	6.0	4.0	nan	1807.0	3701.0
MUX10627.WHB6770.unmapped-both-read-and-mate	5.0	306.0	10.0	6.0	1.0	1552.0	4061.0
MUX10627.WHB6772.unmapped-both-read-and-mate	11.0	331.0	6.0	2.0	nan	1312.0	3737.0
MUX10627.WHB6975.unmapped-both-read-and-mate	6.0	424.0	nan	1.0	nan	227.0	3689.0
MUX10627.WHB6979.unmapped-both-read-and-mate	3.0	420.0	1.0	nan	nan	231.0	3539.0
MUX10630.WHB10836.unmapped-both-read-and-mate	583.0	489.0	43819.0	21504.0	5.0	54550.0	102490.0
MUX10630.WHB10837.unmapped-both-read-and-mate	679.0	367.0	49821.0	26771.0	2.0	62862.0	115907.0
MUX10630.WHB10838.unmapped-both-read-and-mate	700.0	425.0	54710.0	28280.0	3.0	68568.0	126997.0
MUX10630.WHB10839.unmapped-both-read-and-mate	1119.0	430.0	86174.0	46785.0	9.0	109121.0	197734.0
MUX10630.WHB10840.unmapped-both-read-and-mate	1197.0	410.0	91377.0	48104.0	6.0	114737.0	209310.0
MUX10631.WHB10841.unmapped-both-read-and-mate	387.0	421.0	31762.0	16358.0	5.0	39673.0	75730.0
MUX10631.WHB10842.unmapped-both-read-and-mate	129.0	528.0	10264.0	5056.0	1.0	12841.0	30359.0
MUX10631.WHB10843.unmapped-both-read-and-mate	107.0	461.0	8933.0	4816.0	1.0	11364.0	26521.0
MUX10631.WHB10845.unmapped-both-read-and-mate	817.0	462.0	3386.0	1619.0	1.0	5104.0	15236.0
MUX10631.WHB10846.unmapped-both-read-and-mate	946.0	633.0	4238.0	2103.0	nan	6527.0	18223.0
MUX10632.WHB10847.unmapped-both-read-and-mate	847.0	334.0	3352.0	1703.0	1.0	5009.0	11799.0
MUX10632.WHB10848.unmapped-both-read-and-mate	1043.0	356.0	4893.0	2796.0	1.0	7684.0	15810.0
MUX10632.WHB10849.unmapped-both-read-and-mate	1021.0	348.0	3720.0	1882.0	nan	5515.0	12822.0
MUX10632.WHB10850.unmapped-both-read-and-mate	772.0	351.0	2932.0	1579.0	nan	4578.0	11573.0
MUX10633.WHB10760.unmapped-both-read-and-mate	236.0	567.0	19871.0	10461.0	nan	24562.0	51731.0
MUX10633.WHB10852.unmapped-both-read-and-mate	963.0	452.0	7871.0	3948.0	1.0	10683.0	24591.0
MUX10633.WHB10853.unmapped-both-read-and-mate	690.0	366.0	8182.0	4086.0	nan	11043.0	24166.0
MUX10633.WHB10854.unmapped-both-read-and-mate	971.0	536.0	11104.0	5667.0	1.0	14938.0	32673.0
MUX10633.WHB10855.unmapped-both-read-and-mate	2270.0	455.0	7565.0	3738.0	2.0	11651.0	24424.0
MUX10634.WHB10761.unmapped-both-read-and-mate	390.0	451.0	30164.0	15077.0	nan	37460.0	71875.0
MUX10634.WHB10763.unmapped-both-read-and-mate	560.0	400.0	44584.0	22561.0	1.0	54116.0	102200.0
MUX10634.WHB10764.unmapped-both-read-and-mate	534.0	309.0	40847.0	21635.0	4.0	54255.0	93731.0
MUX10634.WHB10765.unmapped-both-read-and-mate	446.0	303.0	34691.0	17201.0	2.0	43303.0	81781.0
MUX10634.WHB10766.unmapped-both-read-and-mate	440.0	368.0	35346.0	17892.0	1.0	43055.0	81238.0
MUX10635.WHB10767.unmapped-both-read-and-mate	868.0	316.0	60023.0	30489.0	6.0	73886.0	136180.0
MUX10635.WHB10771.unmapped-both-read-and-mate	856.0	398.0	62480.0	31733.0	4.0	76107.0	141993.0
MUX10635.WHB10773.unmapped-both-read-and-mate	725.0	389.0	56848.0	28223.0	3.0	72915.0	131046.0
MUX10635.WHB10774.unmapped-both-read-and-mate	918.0	449.0	67973.0	35345.0	9.0	85176.0	154250.0
MUX10635.WHB10776.unmapped-both-read-and-mate	1070.0	363.0	82365.0	41459.0	1.0	104449.0	186797.0
MUX10636.WHB10768.unmapped-both-read-and-mate	111.0	359.0	8791.0	4430.0	3.0	10770.0	23240.0
MUX10636.WHB10769.unmapped-both-read-and-mate	59.0	349.0	4916.0	2437.0	nan	6028.0	14170.0
MUX10636.WHB10770.unmapped-both-read-and-mate	1049.0	329.0	81279.0	42436.0	9.0	100540.0	182067.0
MUX10636.WHB10775.unmapped-both-read-and-mate	926.0	424.0	70207.0	35440.0	8.0	87446.0	159250.0
MUX10637.WHB10777.unmapped-both-read-and-mate	846.0	413.0	63525.0	32344.0	6.0	79349.0	145998.0
MUX10637.WHB10778.unmapped-both-read-and-mate	676.0	372.0	50131.0	24918.0	1.0	60307.0	113075.0
MUX10637.WHB10779.unmapped-both-read-and-mate	509.0	379.0	38941.0	19456.0	2.0	49107.0	90350.0
MUX10637.WHB10780.unmapped-both-read-and-mate	485.0	435.0	36618.0	19504.0	1.0	45137.0	85565.0
MUX10637.WHB10781.unmapped-both-read-and-mate	664.0	437.0	51788.0	26641.0	3.0	64759.0	120489.0
MUX10638.WHB10782.unmapped-both-read-and-mate	513.0	554.0	39299.0	20291.0	3.0	49093.0	106647.0
MUX10638.WHB10783.unmapped-both-read-and-mate	433.0	636.0	30462.0	15321.0	1.0	37597.0	92625.0
MUX10638.WHB10785.unmapped-both-read-and-mate	707.0	457.0	51937.0	25796.0	2.0	64159.0	126702.0
MUX10638.WHB10786.unmapped-both-read-and-mate	730.0	549.0	55656.0	27905.0	5.0	69676.0	143948.0
MUX10638.WHB10788.unmapped-both-read-and-mate	697.0	654.0	52503.0	26206.0	1.0	64028.0	141452.0
MUX10639.WHB10787.unmapped-both-read-and-mate	924.0	516.0	6574.0	3495.0	1.0	9291.0	31329.0
MUX10639.WHB10790.unmapped-both-read-and-mate	552.0	648.0	38526.0	19473.0	2.0	47478.0	105655.0
MUX10639.WHB10792.unmapped-both-read-and-mate	208.0	690.0	15925.0	8164.0	1.0	19518.0	57589.0
MUX10639.WHB10793.unmapped-both-read-and-mate	239.0	519.0	17575.0	8665.0	1.0	22141.0	56154.0
MUX10639.WHB10856.unmapped-both-read-and-mate	1594.0	481.0	3908.0	1949.0	1.0	6608.0	26165.0
MUX10640.WHB10791.unmapped-both-read-and-mate	762.0	687.0	63527.0	33031.0	7.0	79320.0	159769.0
MUX10640.WHB10794.unmapped-both-read-and-mate	416.0	479.0	29347.0	15369.0	1.0	36773.0	83209.0
MUX10640.WHB10795.unmapped-both-read-and-mate	652.0	515.0	33578.0	18001.0	2.0	42609.0	91085.0
MUX10640.WHB10861.unmapped-both-read-and-mate	928.0	457.0	6342.0	3341.0	nan	9020.0	29329.0
MUX10641.WHB10857.unmapped-both-read-and-mate	981.0	482.0	6169.0	3238.0	3.0	8809.0	29132.0
MUX10641.WHB10858.unmapped-both-read-and-mate	1562.0	566.0	4703.0	2579.0	nan	7595.0	29660.0
MUX10641.WHB10859.unmapped-both-read-and-mate	1048.0	689.0	6870.0	3625.0	1.0	9978.0	37582.0
MUX10641.WHB10860.unmapped-both-read-and-mate	1635.0	522.0	3126.0	1567.0	nan	5705.0	22851.0
MUX10641.WHB10862.unmapped-both-read-and-mate	1121.0	610.0	6667.0	3537.0	nan	9450.0	34434.0
MUX10642.WHB10863.unmapped-both-read-and-mate	1251.0	622.0	9200.0	4641.0	1.0	12664.0	39581.0
MUX10642.WHB10864.unmapped-both-read-and-mate	1122.0	616.0	9839.0	5359.0	1.0	14259.0	46723.0
MUX10642.WHB10865.unmapped-both-read-and-mate	1131.0	377.0	4440.0	2161.0	nan	6912.0	23569.0
MUX10642.WHB10866.unmapped-both-read-and-mate	1003.0	494.0	5775.0	3120.0	nan	8816.0	28899.0
MUX10642.WHB10867.unmapped-both-read-and-mate	839.0	584.0	9832.0	5204.0	nan	13371.0	39867.0
MUX10643.WHB10868.unmapped-both-read-and-mate	982.0	594.0	14720.0	7743.0	nan	20061.0	52868.0
MUX10643.WHB10869.unmapped-both-read-and-mate	834.0	571.0	4159.0	2237.0	1.0	6501.0	29039.0
MUX10643.WHB10870.unmapped-both-read-and-mate	951.0	607.0	18523.0	9577.0	nan	25267.0	60409.0
MUX10643.WHB10871.unmapped-both-read-and-mate	770.0	498.0	5484.0	2997.0	2.0	7787.0	29154.0
MUX10643.WHB10872.unmapped-both-read-and-mate	932.0	557.0	5993.0	3228.0	1.0	8667.0	33067.0
MUX10644.WHB10873.unmapped-both-read-and-mate	1423.0	517.0	4620.0	2391.0	nan	7163.0	26489.0
MUX10644.WHB10874.unmapped-both-read-and-mate	587.0	523.0	6324.0	3385.0	4.0	8760.0	29156.0
MUX10644.WHB10879.unmapped-both-read-and-mate	650.0	644.0	6587.0	3591.0	nan	9198.0	37152.0
MUX10644.WHB10881.unmapped-both-read-and-mate	662.0	454.0	7384.0	3789.0	1.0	10280.0	28532.0
MUX10644.WHB10882.unmapped-both-read-and-mate	968.0	522.0	7684.0	4141.0	nan	10860.0	32620.0
MUX10645.WHB10875.unmapped-both-read-and-mate	819.0	518.0	25062.0	12848.0	3.0	32447.0	70834.0
MUX10645.WHB10876.unmapped-both-read-and-mate	776.0	493.0	12529.0	6451.0	nan	16378.0	44794.0
MUX10645.WHB10877.unmapped-both-read-and-mate	694.0	572.0	5877.0	2969.0	nan	8013.0	30540.0
MUX10645.WHB10878.unmapped-both-read-and-mate	923.0	524.0	6985.0	3598.0	nan	9864.0	32671.0
MUX10645.WHB10880.unmapped-both-read-and-mate	882.0	507.0	7795.0	3738.0	nan	10732.0	33313.0
MUX10664.WHB10796.unmapped-both-read-and-mate	544.0	440.0	43019.0	22082.0	4.0	52662.0	103045.0
MUX10664.WHB10797.unmapped-both-read-and-mate	533.0	508.0	37450.0	18680.0	nan	46457.0	91200.0
MUX10664.WHB10798.unmapped-both-read-and-mate	617.0	491.0	43291.0	22520.0	4.0	53737.0	106939.0
MUX10664.WHB10799.unmapped-both-read-and-mate	664.0	413.0	54635.0	28877.0	3.0	69627.0	132027.0
MUX10664.WHB10800.unmapped-both-read-and-mate	110.0	456.0	7694.0	3872.0	nan	9944.0	25886.0
MUX10665.WHB10801.unmapped-both-read-and-mate	444.0	388.0	35403.0	18503.0	4.0	44385.0	88139.0
MUX10665.WHB10802.unmapped-both-read-and-mate	118.0	476.0	8967.0	4668.0	nan	11126.0	27875.0
MUX10665.WHB10804.unmapped-both-read-and-mate	448.0	367.0	35566.0	18493.0	5.0	44001.0	87263.0
MUX10665.WHB10805.unmapped-both-read-and-mate	667.0	538.0	50379.0	26415.0	2.0	62793.0	122102.0
MUX10666.WHB10806.unmapped-both-read-and-mate	431.0	411.0	33924.0	17358.0	3.0	42763.0	83393.0
MUX10666.WHB10809.unmapped-both-read-and-mate	67.0	505.0	5818.0	2995.0	nan	7130.0	20399.0
MUX10666.WHB10810.unmapped-both-read-and-mate	823.0	338.0	65105.0	34172.0	4.0	83258.0	151706.0
MUX10667.WHB10811.unmapped-both-read-and-mate	907.0	463.0	67155.0	36272.0	4.0	85615.0	160077.0
MUX10667.WHB10812.unmapped-both-read-and-mate	983.0	492.0	70600.0	36829.0	5.0	87351.0	168377.0
MUX10667.WHB10813.unmapped-both-read-and-mate	441.0	406.0	34709.0	18721.0	nan	42911.0	85673.0
MUX10667.WHB10814.unmapped-both-read-and-mate	1064.0	595.0	80877.0	44573.0	2.0	103623.0	195588.0
MUX10667.WHB10817.unmapped-both-read-and-mate	557.0	549.0	42598.0	21726.0	nan	53078.0	104758.0
MUX10668.WHB10815.unmapped-both-read-and-mate	746.0	376.0	61599.0	32334.0	3.0	77561.0	145297.0
MUX10668.WHB10816.unmapped-both-read-and-mate	126.0	554.0	8218.0	4238.0	2.0	10619.0	27708.0
MUX10668.WHB10818.unmapped-both-read-and-mate	342.0	372.0	25233.0	13310.0	1.0	31333.0	63259.0
MUX10668.WHB10819.unmapped-both-read-and-mate	500.0	372.0	37816.0	20518.0	3.0	49583.0	92571.0
MUX10668.WHB10820.unmapped-both-read-and-mate	1388.0	748.0	106115.0	53888.0	3.0	137633.0	259101.0
MUX10669.WHB10821.unmapped-both-read-and-mate	1641.0	507.0	148677.0	26313.0	9.0	388490.0	289800.0
MUX10669.WHB10822.unmapped-both-read-and-mate	869.0	464.0	73767.0	38871.0	6.0	93984.0	176530.0
MUX10669.WHB10823.unmapped-both-read-and-mate	749.0	483.0	51910.0	26533.0	4.0	66407.0	127752.0
MUX10669.WHB10824.unmapped-both-read-and-mate	152.0	575.0	9875.0	5234.0	1.0	12654.0	30300.0
MUX10669.WHB10825.unmapped-both-read-and-mate	620.0	428.0	51758.0	26738.0	1.0	64490.0	125273.0
MUX10670.WHB10826.unmapped-both-read-and-mate	802.0	507.0	63270.0	34428.0	2.0	80562.0	154919.0
MUX10670.WHB10827.unmapped-both-read-and-mate	748.0	475.0	55196.0	31392.0	2.0	70777.0	137479.0
MUX10670.WHB10828.unmapped-both-read-and-mate	410.0	431.0	30881.0	16168.0	nan	40005.0	78418.0
MUX10670.WHB10829.unmapped-both-read-and-mate	491.0	377.0	41853.0	21540.0	nan	52617.0	103376.0
MUX10670.WHB10830.unmapped-both-read-and-mate	640.0	482.0	45865.0	24570.0	4.0	59596.0	115682.0
MUX10671.WHB10831.unmapped-both-read-and-mate	488.0	434.0	40799.0	22522.0	1.0	52626.0	99429.0
MUX10671.WHB10832.unmapped-both-read-and-mate	574.0	458.0	39903.0	20836.0	3.0	50159.0	98645.0
MUX10671.WHB10833.unmapped-both-read-and-mate	785.0	456.0	54786.0	29053.0	4.0	71698.0	134082.0
MUX10671.WHB10834.unmapped-both-read-and-mate	756.0	599.0	53836.0	28158.0	1.0	71047.0	136204.0
MUX10671.WHB10835.unmapped-both-read-and-mate	793.0	627.0	55163.0	28604.0	5.0	70167.0	135513.0
MUX10672.WHB10965.unmapped-both-read-and-mate	443.0	288.0	4498.0	2450.0	nan	6658.0	13379.0
MUX10672.WHB10966.unmapped-both-read-and-mate	655.0	401.0	8120.0	4508.0	nan	11988.0	23003.0
MUX10672.WHB10967.unmapped-both-read-and-mate	796.0	466.0	8503.0	4778.0	1.0	12340.0	24617.0
MUX10672.WHB10969.unmapped-both-read-and-mate	601.0	282.0	6774.0	3621.0	nan	9572.0	19737.0
MUX10672.WHB10970.unmapped-both-read-and-mate	923.0	146.0	7374.0	4166.0	nan	11503.0	21907.0
MUX10673.WHB10971.unmapped-both-read-and-mate	556.0	325.0	7471.0	4260.0	nan	10640.0	21134.0
MUX10673.WHB10973.unmapped-both-read-and-mate	1081.0	501.0	9333.0	4807.0	1.0	14010.0	27379.0
MUX10673.WHB10974.unmapped-both-read-and-mate	1100.0	490.0	14282.0	7965.0	1.0	21266.0	39347.0
MUX10673.WHB10975.unmapped-both-read-and-mate	645.0	354.0	6044.0	3323.0	nan	8818.0	17799.0
MUX10673.WHB10976.unmapped-both-read-and-mate	723.0	331.0	6849.0	3622.0	nan	9895.0	18916.0
MUX10674.WHB10977.unmapped-both-read-and-mate	891.0	301.0	6238.0	3384.0	2.0	10491.0	19135.0
MUX10674.WHB10978.unmapped-both-read-and-mate	1001.0	538.0	11895.0	6748.0	2.0	18521.0	33377.0
MUX10674.WHB10979.unmapped-both-read-and-mate	710.0	416.0	8535.0	4538.0	2.0	12600.0	23700.0
MUX10674.WHB10980.unmapped-both-read-and-mate	1213.0	462.0	8500.0	4576.0	nan	13387.0	24853.0
MUX10674.WHB10981.unmapped-both-read-and-mate	1201.0	540.0	7025.0	3798.0	nan	10814.0	21848.0
MUX10675.WHB10982.unmapped-both-read-and-mate	1026.0	331.0	6521.0	3694.0	nan	10468.0	19488.0
MUX10675.WHB10983.unmapped-both-read-and-mate	1202.0	331.0	3582.0	1900.0	nan	6143.0	11504.0
MUX10675.WHB10984.unmapped-both-read-and-mate	2171.0	325.0	4789.0	2607.0	nan	8698.0	16011.0
MUX10675.WHB10985.unmapped-both-read-and-mate	1187.0	612.0	8698.0	4745.0	1.0	13283.0	25954.0
MUX10675.WHB10986.unmapped-both-read-and-mate	1252.0	554.0	8664.0	4620.0	2.0	12834.0	25348.0
MUX10676.WHB10987.unmapped-both-read-and-mate	865.0	507.0	8295.0	4897.0	1.0	12333.0	23362.0
MUX10676.WHB10988.unmapped-both-read-and-mate	960.0	400.0	9989.0	5390.0	nan	14256.0	26668.0
MUX10676.WHB10989.unmapped-both-read-and-mate	697.0	393.0	6327.0	3649.0	1.0	9888.0	19236.0
MUX10676.WHB10990.unmapped-both-read-and-mate	699.0	359.0	6511.0	3561.0	nan	9945.0	18762.0
MUX10677.WHB10992.unmapped-both-read-and-mate	1483.0	350.0	4829.0	2564.0	nan	7871.0	14584.0
MUX10677.WHB10993.unmapped-both-read-and-mate	900.0	318.0	7731.0	4313.0	2.0	11336.0	21110.0
MUX10677.WHB10994.unmapped-both-read-and-mate	539.0	371.0	5520.0	3016.0	nan	7925.0	15850.0
MUX10677.WHB10995.unmapped-both-read-and-mate	1566.0	380.0	5156.0	2901.0	1.0	8692.0	16051.0
MUX10677.WHB10996.unmapped-both-read-and-mate	983.0	266.0	6843.0	3465.0	1.0	9927.0	18357.0
MUX10678.WHB10997.unmapped-both-read-and-mate	1105.0	327.0	9755.0	5537.0	4.0	15012.0	26743.0
MUX10678.WHB10999.unmapped-both-read-and-mate	1669.0	360.0	10897.0	5988.0	nan	16570.0	29718.0
MUX10678.WHB11000.unmapped-both-read-and-mate	1621.0	352.0	8751.0	4637.0	nan	13614.0	23937.0
MUX10678.WHB11001.unmapped-both-read-and-mate	756.0	424.0	9834.0	5476.0	nan	14225.0	27238.0
MUX10678.WHB11002.unmapped-both-read-and-mate	1806.0	347.0	5853.0	3254.0	nan	9543.0	16780.0
MUX10679.WHB11004.unmapped-both-read-and-mate	673.0	477.0	9016.0	4665.0	1.0	12887.0	25486.0
MUX10679.WHB11005.unmapped-both-read-and-mate	598.0	445.0	9343.0	5149.0	nan	13508.0	26068.0
MUX10679.WHB11006.unmapped-both-read-and-mate	585.0	343.0	6043.0	3369.0	1.0	8921.0	17513.0
MUX10679.WHB11007.unmapped-both-read-and-mate	1095.0	377.0	8497.0	4498.0	nan	12715.0	23551.0
MUX10680.WHB11009.unmapped-both-read-and-mate	810.0	679.0	7536.0	3918.0	2.0	10661.0	39389.0
MUX10680.WHB11010.unmapped-both-read-and-mate	66.0	559.0	5212.0	2842.0	1.0	7096.0	26313.0
MUX10680.WHB11011.unmapped-both-read-and-mate	213.0	639.0	13877.0	7955.0	1.0	20129.0	52961.0
MUX10680.WHB11012.unmapped-both-read-and-mate	64.0	678.0	5004.0	2729.0	nan	6763.0	34509.0
MUX10680.WHB11013.unmapped-both-read-and-mate	53.0	397.0	4320.0	2385.0	nan	6060.0	23614.0
MUX10681.WHB11014.unmapped-both-read-and-mate	224.0	613.0	14346.0	7878.0	nan	19900.0	48884.0
MUX10681.WHB11015.unmapped-both-read-and-mate	220.0	747.0	14352.0	8225.0	1.0	20023.0	51695.0
MUX10681.WHB11016.unmapped-both-read-and-mate	93.0	652.0	6372.0	3570.0	3.0	9163.0	30999.0
MUX10681.WHB11017.unmapped-both-read-and-mate	148.0	417.0	10392.0	5853.0	nan	15050.0	38184.0
MUX10681.WHB11018.unmapped-both-read-and-mate	73.0	638.0	5940.0	3412.0	nan	8331.0	30738.0
MUX10682.WHB11019.unmapped-both-read-and-mate	135.0	604.0	8902.0	4884.0	nan	12044.0	40613.0
MUX10682.WHB11020.unmapped-both-read-and-mate	80.0	760.0	6158.0	3472.0	nan	8619.0	30237.0
MUX10682.WHB11022.unmapped-both-read-and-mate	564.0	572.0	38694.0	22082.0	1.0	58624.0	108861.0
MUX10682.WHB11023.unmapped-both-read-and-mate	118.0	468.0	8014.0	4783.0	3.0	11312.0	34305.0
MUX10683.WHB11025.unmapped-both-read-and-mate	84.0	377.0	6305.0	3481.0	1.0	9507.0	26898.0
MUX10683.WHB11027.unmapped-both-read-and-mate	76.0	520.0	7423.0	4214.0	nan	10247.0	32375.0
MUX10683.WHB11028.unmapped-both-read-and-mate	370.0	537.0	27128.0	13950.0	6.0	39850.0	81149.0
MUX10684.WHB11029.unmapped-both-read-and-mate	110.0	602.0	6301.0	3742.0	nan	9262.0	34430.0
MUX10684.WHB11030.unmapped-both-read-and-mate	552.0	368.0	39430.0	21608.0	3.0	59340.0	110191.0
MUX10684.WHB11031.unmapped-both-read-and-mate	374.0	718.0	28007.0	15890.0	1.0	39281.0	93195.0
MUX10684.WHB11032.unmapped-both-read-and-mate	102.0	529.0	7819.0	4556.0	nan	11235.0	33195.0
MUX10684.WHB11033.unmapped-both-read-and-mate	431.0	817.0	27517.0	15331.0	1.0	39520.0	91371.0
MUX10685.WHB11034.unmapped-both-read-and-mate	122.0	601.0	7348.0	3977.0	1.0	10697.0	34754.0
MUX10685.WHB11035.unmapped-both-read-and-mate	102.0	468.0	7769.0	4102.0	nan	10684.0	31595.0
MUX10685.WHB11036.unmapped-both-read-and-mate	236.0	481.0	16330.0	9142.0	1.0	23077.0	53765.0
MUX10685.WHB11037.unmapped-both-read-and-mate	209.0	578.0	14475.0	8220.0	2.0	22098.0	53680.0
MUX10685.WHB11038.unmapped-both-read-and-mate	204.0	522.0	14754.0	8545.0	1.0	20561.0	50088.0
MUX10686.WHB11039.unmapped-both-read-and-mate	217.0	475.0	14596.0	8147.0	nan	20727.0	47910.0
MUX10686.WHB11040.unmapped-both-read-and-mate	288.0	504.0	20492.0	11595.0	1.0	29021.0	64933.0
MUX10686.WHB11043.unmapped-both-read-and-mate	79.0	479.0	4937.0	2785.0	1.0	7083.0	25412.0
MUX10686.WHB11044.unmapped-both-read-and-mate	174.0	737.0	11347.0	6364.0	nan	16760.0	45932.0
MUX10687.WHB11042.unmapped-both-read-and-mate	105.0	504.0	6758.0	3568.0	1.0	9651.0	29298.0
MUX10687.WHB11045.unmapped-both-read-and-mate	104.0	366.0	6394.0	3546.0	nan	9019.0	28770.0
MUX10687.WHB11046.unmapped-both-read-and-mate	334.0	495.0	21940.0	11812.0	2.0	31067.0	67481.0
MUX10687.WHB11047.unmapped-both-read-and-mate	101.0	449.0	7583.0	4377.0	nan	11151.0	33191.0
MUX10687.WHB11048.unmapped-both-read-and-mate	70.0	540.0	5695.0	3373.0	1.0	8906.0	30245.0
MUX10688.WHB11049.unmapped-both-read-and-mate	98.0	304.0	7138.0	4035.0	nan	10974.0	20399.0
MUX10688.WHB11050.unmapped-both-read-and-mate	90.0	321.0	7212.0	4104.0	nan	11502.0	20798.0
MUX10688.WHB11051.unmapped-both-read-and-mate	120.0	310.0	7799.0	4594.0	nan	11881.0	22260.0
MUX10688.WHB11052.unmapped-both-read-and-mate	206.0	337.0	12308.0	7564.0	nan	18769.0	33219.0
MUX10688.WHB11053.unmapped-both-read-and-mate	104.0	296.0	6358.0	3766.0	nan	9980.0	18313.0
MUX10689.WHB11054.unmapped-both-read-and-mate	136.0	339.0	9690.0	5417.0	1.0	14810.0	25905.0
MUX10689.WHB11055.unmapped-both-read-and-mate	475.0	288.0	33211.0	18293.0	1.0	50779.0	83349.0
MUX10689.WHB11056.unmapped-both-read-and-mate	398.0	515.0	14916.0	8342.0	nan	23157.0	40262.0
MUX10689.WHB11057.unmapped-both-read-and-mate	130.0	370.0	9477.0	5420.0	1.0	14521.0	26451.0
MUX10689.WHB11058.unmapped-both-read-and-mate	254.0	482.0	9209.0	5468.0	4.0	14481.0	26400.0
MUX10690.WHB11059.unmapped-both-read-and-mate	112.0	324.0	8451.0	4952.0	nan	12644.0	22801.0
MUX10690.WHB11061.unmapped-both-read-and-mate	160.0	230.0	10949.0	6450.0	1.0	16648.0	28600.0
MUX10690.WHB11062.unmapped-both-read-and-mate	130.0	343.0	10331.0	5433.0	2.0	15205.0	27089.0
MUX10690.WHB11063.unmapped-both-read-and-mate	179.0	393.0	12050.0	6494.0	1.0	18319.0	32446.0
MUX10691.WHB11064.unmapped-both-read-and-mate	97.0	539.0	6577.0	3985.0	2.0	10263.0	20829.0
MUX10691.WHB11067.unmapped-both-read-and-mate	442.0	372.0	10355.0	6215.0	3.0	21673.0	32612.0
MUX10691.WHB11068.unmapped-both-read-and-mate	146.0	458.0	4904.0	3159.0	3.0	11857.0	18460.0
MUX10692.WHB11069.unmapped-both-read-and-mate	140.0	344.0	5070.0	3055.0	nan	8807.0	16731.0
MUX10692.WHB11070.unmapped-both-read-and-mate	85.0	377.0	4882.0	2779.0	1.0	7773.0	15512.0
MUX10692.WHB11071.unmapped-both-read-and-mate	96.0	362.0	5398.0	3256.0	nan	8705.0	17496.0
MUX10692.WHB11072.unmapped-both-read-and-mate	96.0	297.0	5223.0	2957.0	nan	8427.0	16582.0
MUX10693.WHB11074.unmapped-both-read-and-mate	81.0	442.0	5373.0	3365.0	1.0	8819.0	17288.0
MUX10693.WHB11075.unmapped-both-read-and-mate	89.0	459.0	4626.0	2872.0	nan	7860.0	15735.0
MUX10693.WHB11076.unmapped-both-read-and-mate	113.0	302.0	3983.0	2546.0	19.0	10197.0	14121.0
MUX10693.WHB11077.unmapped-both-read-and-mate	88.0	362.0	6322.0	3676.0	nan	10162.0	17873.0
MUX10693.WHB11078.unmapped-both-read-and-mate	1235.0	394.0	8492.0	4524.0	nan	16194.0	23776.0
MUX10694.WHB11079.unmapped-both-read-and-mate	97.0	412.0	6438.0	3674.0	1.0	9931.0	19480.0
MUX10694.WHB11080.unmapped-both-read-and-mate	277.0	587.0	11213.0	6254.0	3.0	17399.0	31654.0
MUX10694.WHB11081.unmapped-both-read-and-mate	384.0	485.0	24430.0	14884.0	3.0	38173.0	65907.0
MUX10694.WHB11082.unmapped-both-read-and-mate	87.0	448.0	5519.0	3379.0	nan	8978.0	18234.0
MUX10695.WHB11084.unmapped-both-read-and-mate	97.0	392.0	7181.0	4325.0	3.0	11485.0	21605.0
MUX10695.WHB11085.unmapped-both-read-and-mate	66.0	471.0	4564.0	2639.0	nan	7197.0	15351.0
MUX10695.WHB11086.unmapped-both-read-and-mate	540.0	572.0	6809.0	3833.0	nan	11454.0	21943.0
MUX10695.WHB11087.unmapped-both-read-and-mate	338.0	384.0	8492.0	4918.0	1.0	12867.0	23714.0
MUX10695.WHB11088.unmapped-both-read-and-mate	110.0	417.0	6208.0	3498.0	nan	9832.0	19660.0
MUX10697.WHB10883.unmapped-both-read-and-mate	544.0	644.0	6545.0	3369.0	1.0	9326.0	40462.0
MUX10697.WHB10884.unmapped-both-read-and-mate	776.0	646.0	19120.0	9695.0	nan	26999.0	68860.0
MUX10697.WHB10885.unmapped-both-read-and-mate	491.0	822.0	10043.0	5428.0	nan	13547.0	54977.0
MUX10697.WHB10886.unmapped-both-read-and-mate	901.0	790.0	11577.0	6086.0	nan	16105.0	59757.0
MUX10697.WHB10887.unmapped-both-read-and-mate	539.0	636.0	4352.0	2350.0	nan	6208.0	32777.0
MUX10698.WHB10888.unmapped-both-read-and-mate	654.0	715.0	6935.0	3760.0	nan	9759.0	42969.0
MUX10698.WHB10889.unmapped-both-read-and-mate	756.0	698.0	8435.0	4146.0	nan	11396.0	44582.0
MUX10698.WHB10890.unmapped-both-read-and-mate	672.0	779.0	5229.0	2749.0	nan	7477.0	38623.0
MUX10698.WHB10891.unmapped-both-read-and-mate	720.0	607.0	6436.0	3290.0	1.0	9369.0	38118.0
MUX10698.WHB10892.unmapped-both-read-and-mate	908.0	700.0	6642.0	3471.0	1.0	9536.0	42084.0
MUX10699.WHB10893.unmapped-both-read-and-mate	1092.0	757.0	6304.0	3369.0	nan	9060.0	42189.0
