Sample	Pseudomonadaceae	Sphingomonadaceae	Hominidae	Alcaligenaceae	Bradyrhizobiaceae	Other	Unclassified
MUX5232.WHB814.unmapped-both-read-and-mate	5.0	1.0	508.0	nan	13.0	505.0	7509.0
MUX5234.WHB816.unmapped-both-read-and-mate	1.0	1.0	489.0	nan	44.0	44.0	7092.0
MUX5234.WHB818.unmapped-both-read-and-mate	2.0	4.0	532.0	3.0	33.0	28.0	7579.0
MUX5234.WHB819.unmapped-both-read-and-mate	nan	nan	481.0	1.0	14.0	284.0	7439.0
MUX5234.WHB820.unmapped-both-read-and-mate	2.0	2.0	553.0	nan	2.0	44.0	7423.0
MUX5234.WHB821.unmapped-both-read-and-mate	4.0	2.0	490.0	2.0	7.0	47.0	7339.0
MUX5234.WHB822.unmapped-both-read-and-mate	3.0	2.0	509.0	nan	18.0	29.0	6726.0
MUX5234.WHB823.unmapped-both-read-and-mate	nan	nan	470.0	nan	6.0	44.0	6981.0
MUX5234.WHB824.unmapped-both-read-and-mate	245.0	1059.0	499.0	245.0	151.0	7198.0	18566.0
MUX5234.WHB825.unmapped-both-read-and-mate	7.0	3.0	368.0	3.0	20.0	485.0	6697.0
MUX5235.WHB826.unmapped-both-read-and-mate	nan	5.0	371.0	1.0	16.0	37.0	4317.0
MUX5235.WHB827.unmapped-both-read-and-mate	nan	3.0	357.0	2.0	23.0	52.0	4588.0
MUX5235.WHB828.unmapped-both-read-and-mate	5.0	3.0	382.0	nan	27.0	115.0	4674.0
MUX5235.WHB830.unmapped-both-read-and-mate	6.0	7.0	401.0	nan	46.0	123.0	5198.0
MUX5235.WHB831.unmapped-both-read-and-mate	2.0	1.0	367.0	1.0	24.0	65.0	4420.0
MUX5235.WHB832.unmapped-both-read-and-mate	4.0	1.0	383.0	nan	11.0	45.0	4458.0
MUX5235.WHB833.unmapped-both-read-and-mate	1.0	nan	340.0	nan	4.0	45.0	4616.0
MUX5235.WHB834.unmapped-both-read-and-mate	3.0	2.0	354.0	nan	27.0	56.0	4628.0
MUX5235.WHB835.unmapped-both-read-and-mate	2.0	2.0	383.0	1.0	16.0	65.0	4575.0
MUX5235.WHB836.unmapped-both-read-and-mate	3.0	nan	443.0	nan	49.0	51.0	5599.0
MUX5236.WHB837.unmapped-both-read-and-mate	2.0	1.0	366.0	nan	27.0	48.0	3594.0
MUX5236.WHB839.unmapped-both-read-and-mate	9.0	4.0	388.0	4.0	37.0	774.0	4873.0
MUX5236.WHB840.unmapped-both-read-and-mate	1.0	3.0	386.0	1.0	26.0	51.0	4121.0
MUX5236.WHB842.unmapped-both-read-and-mate	2.0	2.0	362.0	2.0	4.0	76.0	3364.0
MUX5236.WHB843.unmapped-both-read-and-mate	7.0	4.0	390.0	nan	16.0	648.0	5164.0
MUX5236.WHB844.unmapped-both-read-and-mate	6.0	2.0	383.0	2.0	20.0	632.0	4926.0
MUX5236.WHB845.unmapped-both-read-and-mate	4.0	1.0	441.0	nan	16.0	33.0	4184.0
MUX5236.WHB846.unmapped-both-read-and-mate	nan	nan	345.0	nan	4.0	50.0	3364.0
MUX5236.WHB847.unmapped-both-read-and-mate	2.0	4.0	387.0	2.0	21.0	253.0	4065.0
MUX5236.WHB848.unmapped-both-read-and-mate	2.0	3.0	352.0	nan	11.0	44.0	3535.0
MUX5240.WHB616.unmapped-both-read-and-mate	1.0	7.0	618.0	3.0	31.0	441.0	4715.0
MUX5240.WHB617.unmapped-both-read-and-mate	10.0	3.0	711.0	nan	55.0	1415.0	8163.0
MUX5240.WHB619.unmapped-both-read-and-mate	6.0	3.0	572.0	2.0	32.0	494.0	4916.0
MUX5240.WHB621.unmapped-both-read-and-mate	2.0	4.0	505.0	nan	38.0	321.0	4519.0
MUX5240.WHB622.unmapped-both-read-and-mate	2.0	4.0	449.0	nan	21.0	232.0	3861.0
MUX5240.WHB624.unmapped-both-read-and-mate	9.0	6.0	536.0	nan	17.0	313.0	4311.0
MUX5240.WHB625.unmapped-both-read-and-mate	4.0	6.0	682.0	nan	25.0	430.0	5090.0
MUX5240.WHB626.unmapped-both-read-and-mate	3.0	8.0	618.0	3.0	29.0	931.0	6745.0
MUX5240.WHB627.unmapped-both-read-and-mate	5.0	4.0	593.0	2.0	38.0	402.0	4700.0
MUX5240.WHB628.unmapped-both-read-and-mate	2.0	4.0	708.0	4.0	34.0	443.0	5527.0
MUX5241.WHB633.unmapped-both-read-and-mate	nan	1.0	557.0	1.0	22.0	293.0	4416.0
MUX5241.WHB634.unmapped-both-read-and-mate	3.0	8.0	577.0	nan	9.0	325.0	4835.0
MUX5241.WHB637.unmapped-both-read-and-mate	1.0	5.0	547.0	nan	23.0	309.0	4248.0
MUX5241.WHB638.unmapped-both-read-and-mate	1.0	2.0	586.0	1.0	22.0	354.0	4620.0
MUX5241.WHB639.unmapped-both-read-and-mate	4.0	2.0	554.0	2.0	3.0	381.0	4798.0
MUX5241.WHB641.unmapped-both-read-and-mate	1.0	3.0	564.0	1.0	31.0	406.0	5032.0
MUX5241.WHB651.unmapped-both-read-and-mate	nan	7.0	537.0	nan	34.0	623.0	5944.0
MUX5241.WHB656.unmapped-both-read-and-mate	3.0	1.0	508.0	nan	17.0	306.0	4159.0
MUX5241.WHB670.unmapped-both-read-and-mate	5.0	2.0	637.0	nan	25.0	322.0	4926.0
MUX5242.WHB491.unmapped-both-read-and-mate	4.0	15.0	680.0	nan	13.0	1728.0	10165.0
MUX5242.WHB492.unmapped-both-read-and-mate	3.0	3.0	382.0	1.0	11.0	324.0	3654.0
MUX5242.WHB494.unmapped-both-read-and-mate	2.0	11.0	402.0	4.0	57.0	1093.0	4194.0
MUX5242.WHB595.unmapped-both-read-and-mate	2.0	2.0	608.0	1.0	19.0	311.0	5222.0
MUX5242.WHB596.unmapped-both-read-and-mate	9.0	1.0	506.0	1.0	20.0	1131.0	7335.0
MUX5242.WHB601.unmapped-both-read-and-mate	3.0	3.0	502.0	nan	34.0	298.0	4517.0
MUX5242.WHB664.unmapped-both-read-and-mate	7.0	4.0	560.0	1.0	25.0	277.0	5007.0
MUX5242.WHB665.unmapped-both-read-and-mate	3.0	1.0	601.0	1.0	31.0	590.0	6534.0
MUX5242.WHB666.unmapped-both-read-and-mate	2.0	nan	558.0	nan	22.0	264.0	4674.0
MUX5242.WHB674.unmapped-both-read-and-mate	2.0	5.0	649.0	4.0	5.0	2597.0	13605.0
MUX5243.WHH5004.unmapped-both-read-and-mate	3.0	12.0	424.0	2.0	nan	345.0	4112.0
MUX5243.WHH5005.unmapped-both-read-and-mate	1.0	nan	420.0	nan	nan	30.0	3605.0
MUX5243.WHH5006.unmapped-both-read-and-mate	7.0	8.0	350.0	1.0	4.0	175.0	3105.0
MUX5243.WHH5007.unmapped-both-read-and-mate	6.0	1.0	416.0	nan	nan	309.0	4097.0
MUX5243.WHH5008.unmapped-both-read-and-mate	nan	3.0	419.0	1.0	nan	46.0	3941.0
MUX5243.WHH5013.unmapped-both-read-and-mate	2.0	2.0	454.0	nan	nan	32.0	3698.0
MUX5243.WHH5014.unmapped-both-read-and-mate	nan	nan	434.0	nan	9.0	22.0	3664.0
MUX5243.WHH5015.unmapped-both-read-and-mate	nan	2.0	381.0	nan	1.0	26.0	3659.0
MUX5243.WHH5016.unmapped-both-read-and-mate	3.0	1.0	434.0	nan	2.0	21.0	3965.0
MUX5243.WHH5017.unmapped-both-read-and-mate	1.0	1.0	424.0	nan	4.0	27.0	3622.0
MUX5244.WHH5018.unmapped-both-read-and-mate	nan	1.0	660.0	nan	nan	42.0	9318.0
MUX5244.WHH5019.unmapped-both-read-and-mate	nan	nan	529.0	nan	nan	23.0	7784.0
MUX5244.WHH5020.unmapped-both-read-and-mate	1.0	nan	641.0	nan	2.0	54.0	9581.0
MUX5244.WHH5024.unmapped-both-read-and-mate	7.0	nan	514.0	nan	1.0	115.0	6646.0
MUX5244.WHH5025.unmapped-both-read-and-mate	2.0	1.0	617.0	nan	4.0	31.0	7937.0
MUX5244.WHH5032.unmapped-both-read-and-mate	6.0	1.0	428.0	nan	1.0	20.0	6628.0
MUX5244.WHH5033.unmapped-both-read-and-mate	1.0	1.0	575.0	1.0	nan	48.0	7725.0
MUX5244.WHH5034.unmapped-both-read-and-mate	1.0	1.0	585.0	nan	nan	31.0	7689.0
MUX5244.WHH5036.unmapped-both-read-and-mate	5.0	1.0	560.0	nan	1.0	69.0	8802.0
MUX5244.WHH5041.unmapped-both-read-and-mate	1.0	2.0	494.0	nan	nan	22.0	7290.0
MUX5245.WHH5042.unmapped-both-read-and-mate	120.0	158.0	1427.0	12.0	6.0	32935.0	104785.0
MUX5245.WHH5043.unmapped-both-read-and-mate	2.0	1.0	566.0	nan	nan	51.0	9117.0
MUX5245.WHH5044.unmapped-both-read-and-mate	1.0	3.0	539.0	nan	2.0	39.0	8316.0
MUX5245.WHH5046.unmapped-both-read-and-mate	1.0	1.0	629.0	nan	1.0	18.0	9568.0
MUX5245.WHH5047.unmapped-both-read-and-mate	1.0	nan	469.0	nan	1.0	22.0	7548.0
MUX5245.WHH5048.unmapped-both-read-and-mate	2.0	nan	551.0	1.0	nan	28.0	8197.0
MUX5245.WHH5049.unmapped-both-read-and-mate	2.0	nan	627.0	1.0	1.0	27.0	9887.0
MUX5245.WHH5050.unmapped-both-read-and-mate	1.0	1.0	589.0	1.0	1.0	22.0	9555.0
MUX5245.WHH5053.unmapped-both-read-and-mate	4.0	nan	573.0	nan	nan	36.0	9127.0
MUX5245.WHH5054.unmapped-both-read-and-mate	9.0	1.0	565.0	nan	9.0	70.0	9131.0
MUX5246.WHH5055.unmapped-both-read-and-mate	2.0	nan	470.0	1.0	2.0	132.0	5748.0
MUX5246.WHH5056.unmapped-both-read-and-mate	1.0	nan	304.0	nan	7.0	29.0	4841.0
MUX5246.WHH5058.unmapped-both-read-and-mate	1.0	nan	472.0	nan	3.0	32.0	6409.0
MUX5246.WHH5059.unmapped-both-read-and-mate	4.0	9.0	536.0	nan	1.0	90.0	5968.0
MUX5246.WHH5060.unmapped-both-read-and-mate	3.0	2.0	553.0	nan	1.0	32.0	6513.0
MUX5246.WHH5061.unmapped-both-read-and-mate	9.0	1.0	566.0	1.0	nan	53.0	10247.0
MUX5246.WHH5062.unmapped-both-read-and-mate	4.0	nan	548.0	nan	2.0	36.0	6619.0
MUX5246.WHH5063.unmapped-both-read-and-mate	nan	3.0	537.0	1.0	2.0	32.0	6014.0
MUX5246.WHH5064.unmapped-both-read-and-mate	1.0	nan	498.0	nan	nan	8.0	5924.0
MUX5246.WHH5065.unmapped-both-read-and-mate	4.0	2.0	534.0	nan	nan	25.0	5402.0
MUX5247.WHH5066.unmapped-both-read-and-mate	1.0	nan	428.0	1.0	nan	42.0	4617.0
MUX5247.WHH5067.unmapped-both-read-and-mate	1.0	7.0	487.0	1.0	nan	50.0	5579.0
MUX5247.WHH5068.unmapped-both-read-and-mate	1.0	nan	455.0	nan	4.0	89.0	5290.0
MUX5247.WHH5069.unmapped-both-read-and-mate	44.0	1.0	720.0	1.0	127.0	12281.0	38569.0
MUX5247.WHH5071.unmapped-both-read-and-mate	33.0	4.0	915.0	3.0	97.0	22022.0	66450.0
MUX5247.WHH5072.unmapped-both-read-and-mate	13.0	1.0	574.0	nan	1.0	3700.0	15413.0
MUX5247.WHH5073.unmapped-both-read-and-mate	4.0	nan	414.0	nan	nan	1495.0	10108.0
MUX5247.WHH5074.unmapped-both-read-and-mate	25.0	nan	643.0	nan	nan	4381.0	17662.0
MUX5247.WHH5076.unmapped-both-read-and-mate	16.0	10.0	496.0	8.0	9.0	10284.0	6647.0
MUX5247.WHH5078.unmapped-both-read-and-mate	6.0	1.0	444.0	1.0	2.0	2278.0	5678.0
MUX5248.WHH5079.unmapped-both-read-and-mate	17.0	1.0	393.0	2.0	10.0	4781.0	4103.0
MUX5248.WHH5080.unmapped-both-read-and-mate	14.0	4.0	450.0	2.0	3.0	4303.0	13253.0
MUX5248.WHH5081.unmapped-both-read-and-mate	10.0	7.0	307.0	6.0	10.0	9113.0	4120.0
MUX5248.WHH5088.unmapped-both-read-and-mate	22.0	nan	481.0	nan	nan	3565.0	13987.0
MUX5248.WHH5089.unmapped-both-read-and-mate	14.0	4.0	428.0	1.0	21.0	2323.0	4274.0
MUX5248.WHH5090.unmapped-both-read-and-mate	11.0	nan	434.0	nan	nan	5177.0	17522.0
MUX5248.WHH5091.unmapped-both-read-and-mate	10.0	1.0	437.0	4.0	12.0	1701.0	4534.0
MUX5248.WHH5092.unmapped-both-read-and-mate	13.0	1.0	302.0	2.0	20.0	1975.0	3360.0
MUX5248.WHH5093.unmapped-both-read-and-mate	3.0	2.0	382.0	1.0	16.0	1357.0	3971.0
MUX5249.WHH5094.unmapped-both-read-and-mate	18.0	nan	356.0	4.0	22.0	2314.0	3766.0
MUX5249.WHH5095.unmapped-both-read-and-mate	13.0	2.0	362.0	6.0	16.0	1629.0	3546.0
MUX5249.WHH5096.unmapped-both-read-and-mate	7.0	2.0	367.0	nan	14.0	1118.0	3494.0
MUX5249.WHH5097.unmapped-both-read-and-mate	7.0	1.0	383.0	2.0	13.0	1361.0	3655.0
MUX5249.WHH5098.unmapped-both-read-and-mate	10.0	3.0	382.0	3.0	22.0	1958.0	3406.0
MUX5249.WHH5099.unmapped-both-read-and-mate	4.0	nan	393.0	5.0	29.0	1472.0	3488.0
MUX5249.WHH5100.unmapped-both-read-and-mate	18.0	1.0	339.0	11.0	26.0	1701.0	3496.0
MUX5249.WHH5101.unmapped-both-read-and-mate	11.0	nan	375.0	5.0	16.0	1607.0	3756.0
MUX5249.WHH5102.unmapped-both-read-and-mate	19.0	1.0	356.0	11.0	39.0	3622.0	3529.0
MUX5249.WHH5104.unmapped-both-read-and-mate	291.0	5.0	3674.0	1.0	1.0	107118.0	351985.0
MUX5250.WHH5105.unmapped-both-read-and-mate	43.0	1.0	418.0	14.0	107.0	7231.0	4388.0
MUX5250.WHH5106.unmapped-both-read-and-mate	22.0	nan	661.0	nan	nan	10527.0	34343.0
MUX5250.WHH5107.unmapped-both-read-and-mate	15.0	nan	617.0	nan	2.0	8681.0	26994.0
MUX5250.WHH5108.unmapped-both-read-and-mate	42.0	12.0	382.0	16.0	228.0	6596.0	4523.0
MUX5250.WHH5109.unmapped-both-read-and-mate	61.0	8.0	375.0	15.0	325.0	10530.0	5260.0
MUX5250.WHH5110.unmapped-both-read-and-mate	36.0	6.0	453.0	17.0	249.0	7882.0	5224.0
MUX5250.WHH5112.unmapped-both-read-and-mate	15.0	2.0	470.0	5.0	57.0	3627.0	4291.0
MUX5250.WHH5113.unmapped-both-read-and-mate	21.0	1.0	382.0	19.0	50.0	4283.0	3949.0
MUX5250.WHH5114.unmapped-both-read-and-mate	20.0	3.0	456.0	3.0	42.0	3725.0	4657.0
MUX5251.WHH5115.unmapped-both-read-and-mate	9.0	nan	292.0	8.0	28.0	2221.0	3631.0
MUX5251.WHH5116.unmapped-both-read-and-mate	72.0	15.0	411.0	33.0	454.0	14288.0	6250.0
MUX5251.WHH5117.unmapped-both-read-and-mate	48.0	1.0	889.0	nan	nan	17259.0	55756.0
MUX5251.WHH5118.unmapped-both-read-and-mate	53.0	18.0	348.0	16.0	399.0	10844.0	5096.0
MUX5251.WHH5119.unmapped-both-read-and-mate	58.0	1.0	775.0	nan	1.0	14119.0	48613.0
MUX5251.WHH5120.unmapped-both-read-and-mate	51.0	1.0	608.0	nan	1.0	10565.0	35079.0
MUX5251.WHH5121.unmapped-both-read-and-mate	34.0	3.0	432.0	10.0	208.0	6663.0	4961.0
MUX5251.WHH5122.unmapped-both-read-and-mate	18.0	7.0	315.0	13.0	128.0	4808.0	4300.0
MUX5251.WHH5123.unmapped-both-read-and-mate	57.0	12.0	376.0	20.0	451.0	12210.0	6108.0
MUX5251.WHH5124.unmapped-both-read-and-mate	43.0	9.0	324.0	14.0	234.0	8298.0	4550.0
MUX5254.WHB849.unmapped-both-read-and-mate	3.0	4.0	429.0	nan	2.0	35.0	4784.0
MUX5254.WHB850.unmapped-both-read-and-mate	nan	nan	388.0	1.0	21.0	59.0	4435.0
MUX5254.WHB852.unmapped-both-read-and-mate	3.0	nan	415.0	nan	22.0	35.0	4747.0
MUX5254.WHB853.unmapped-both-read-and-mate	nan	3.0	395.0	1.0	10.0	64.0	4452.0
MUX5254.WHB854.unmapped-both-read-and-mate	nan	2.0	426.0	nan	9.0	43.0	4728.0
MUX5254.WHB855.unmapped-both-read-and-mate	1.0	1.0	384.0	1.0	7.0	49.0	4626.0
MUX5254.WHB856.unmapped-both-read-and-mate	1.0	4.0	424.0	nan	16.0	44.0	4406.0
MUX5254.WHB857.unmapped-both-read-and-mate	2.0	nan	362.0	nan	14.0	37.0	4594.0
MUX5254.WHB858.unmapped-both-read-and-mate	3.0	3.0	400.0	nan	13.0	67.0	3976.0
MUX5254.WHB860.unmapped-both-read-and-mate	3.0	nan	273.0	nan	4.0	170.0	4556.0
MUX5255.WHB861.unmapped-both-read-and-mate	2.0	nan	364.0	nan	2.0	39.0	4453.0
MUX5255.WHB862.unmapped-both-read-and-mate	8.0	5.0	375.0	nan	38.0	106.0	4772.0
MUX5255.WHB863.unmapped-both-read-and-mate	5.0	2.0	380.0	nan	7.0	57.0	4634.0
MUX5255.WHB864.unmapped-both-read-and-mate	3.0	1.0	344.0	nan	15.0	54.0	4644.0
MUX5255.WHB866.unmapped-both-read-and-mate	nan	2.0	373.0	nan	18.0	46.0	4717.0
MUX5255.WHH4997.unmapped-both-read-and-mate	26.0	17.0	507.0	3.0	10.0	839.0	6396.0
MUX5255.WHH4998.unmapped-both-read-and-mate	2.0	1.0	511.0	nan	5.0	114.0	5620.0
MUX5255.WHH4999.unmapped-both-read-and-mate	8.0	1.0	420.0	nan	nan	90.0	4803.0
MUX5255.WHH5000.unmapped-both-read-and-mate	1.0	nan	501.0	nan	4.0	52.0	6160.0
MUX5256.WHH5125.unmapped-both-read-and-mate	45.0	16.0	315.0	12.0	263.0	7796.0	4460.0
MUX5256.WHH5126.unmapped-both-read-and-mate	66.0	19.0	346.0	26.0	454.0	13875.0	5860.0
MUX5256.WHH5127.unmapped-both-read-and-mate	75.0	15.0	411.0	44.0	588.0	16251.0	6602.0
MUX5256.WHH5128.unmapped-both-read-and-mate	47.0	8.0	319.0	7.0	228.0	7037.0	4241.0
MUX5256.WHH5129.unmapped-both-read-and-mate	40.0	5.0	294.0	19.0	272.0	7069.0	4683.0
MUX5256.WHH5130.unmapped-both-read-and-mate	43.0	15.0	392.0	22.0	383.0	11688.0	5398.0
MUX5256.WHH5131.unmapped-both-read-and-mate	38.0	13.0	382.0	18.0	283.0	9533.0	5307.0
MUX5256.WHH5132.unmapped-both-read-and-mate	42.0	2.0	758.0	1.0	nan	17142.0	54101.0
MUX5256.WHH5133.unmapped-both-read-and-mate	28.0	1.0	411.0	11.0	92.0	5066.0	4685.0
MUX5256.WHH5134.unmapped-both-read-and-mate	19.0	3.0	402.0	2.0	67.0	3693.0	3961.0
MUX5257.WHH5135.unmapped-both-read-and-mate	27.0	2.0	379.0	17.0	50.0	4608.0	3903.0
MUX5257.WHH5136.unmapped-both-read-and-mate	9.0	3.0	405.0	8.0	41.0	3078.0	4354.0
MUX5257.WHH5137.unmapped-both-read-and-mate	58.0	nan	851.0	nan	1.0	17345.0	61150.0
MUX5257.WHH5138.unmapped-both-read-and-mate	28.0	6.0	381.0	13.0	177.0	5109.0	4124.0
MUX5257.WHH5139.unmapped-both-read-and-mate	17.0	2.0	302.0	8.0	149.0	4411.0	3392.0
MUX5257.WHH5140.unmapped-both-read-and-mate	50.0	9.0	347.0	25.0	302.0	10511.0	4820.0
MUX5257.WHH5141.unmapped-both-read-and-mate	49.0	22.0	407.0	26.0	461.0	11634.0	5606.0
MUX5257.WHH5142.unmapped-both-read-and-mate	51.0	nan	876.0	nan	nan	18371.0	63716.0
MUX5257.WHH5144.unmapped-both-read-and-mate	94.0	2.0	1593.0	nan	nan	42949.0	140655.0
MUX5260.WHH5145.unmapped-both-read-and-mate	72.0	nan	1545.0	1.0	nan	37844.0	126576.0
MUX5260.WHH5146.unmapped-both-read-and-mate	155.0	nan	2340.0	4.0	nan	60266.0	209791.0
MUX5260.WHH5147.unmapped-both-read-and-mate	80.0	2.0	1167.0	nan	1.0	24584.0	83519.0
MUX5260.WHH5148.unmapped-both-read-and-mate	15.0	1.0	570.0	11.0	85.0	3140.0	11423.0
MUX5260.WHH5150.unmapped-both-read-and-mate	250.0	1.0	3987.0	2.0	nan	96058.0	359029.0
MUX5260.WHH5151.unmapped-both-read-and-mate	11.0	1.0	633.0	nan	nan	2562.0	17030.0
MUX5260.WHH5152.unmapped-both-read-and-mate	33.0	12.0	515.0	10.0	316.0	5385.0	10782.0
MUX5260.WHH5155.unmapped-both-read-and-mate	12.0	nan	657.0	nan	3.0	4775.0	23707.0
MUX5261.WHH5156.unmapped-both-read-and-mate	45.0	12.0	438.0	27.0	715.0	10365.0	9663.0
MUX5261.WHH5157.unmapped-both-read-and-mate	5.0	2.0	460.0	nan	16.0	1092.0	8070.0
MUX5261.WHH5158.unmapped-both-read-and-mate	3.0	nan	554.0	nan	12.0	547.0	8734.0
MUX5261.WHH5159.unmapped-both-read-and-mate	2.0	nan	449.0	1.0	8.0	421.0	7780.0
MUX5261.WHH5160.unmapped-both-read-and-mate	7.0	5.0	460.0	3.0	8.0	606.0	7407.0
MUX5261.WHH5161.unmapped-both-read-and-mate	7.0	nan	534.0	3.0	4.0	924.0	8545.0
MUX5261.WHH5163.unmapped-both-read-and-mate	9.0	3.0	490.0	4.0	14.0	2004.0	7939.0
MUX5261.WHH5164.unmapped-both-read-and-mate	nan	nan	459.0	2.0	3.0	799.0	7214.0
MUX5261.WHH5165.unmapped-both-read-and-mate	15.0	1.0	516.0	3.0	9.0	2452.0	7658.0
MUX5264.WHH5167.unmapped-both-read-and-mate	11.0	3.0	388.0	5.0	6.0	1369.0	6342.0
MUX5264.WHH5168.unmapped-both-read-and-mate	7.0	nan	484.0	2.0	8.0	1616.0	6456.0
MUX5264.WHH5169.unmapped-both-read-and-mate	8.0	1.0	506.0	3.0	14.0	2297.0	6545.0
MUX5264.WHH5170.unmapped-both-read-and-mate	48.0	1.0	927.0	nan	nan	17025.0	55702.0
MUX5264.WHH5171.unmapped-both-read-and-mate	14.0	2.0	467.0	4.0	11.0	3017.0	6220.0
MUX5264.WHH5172.unmapped-both-read-and-mate	14.0	nan	458.0	5.0	10.0	3288.0	6257.0
MUX5264.WHH5173.unmapped-both-read-and-mate	17.0	2.0	448.0	6.0	10.0	2802.0	6170.0
MUX5264.WHH5174.unmapped-both-read-and-mate	99.0	5.0	1357.0	nan	2.0	31212.0	106914.0
MUX5264.WHH5175.unmapped-both-read-and-mate	103.0	2.0	1250.0	3.0	6.0	29181.0	94892.0
MUX5264.WHH5177.unmapped-both-read-and-mate	13.0	nan	394.0	6.0	2.0	2146.0	5295.0
MUX5266.WHH4805.unmapped-both-read-and-mate	1.0	1.0	507.0	nan	nan	28.0	5541.0
MUX5266.WHH5178.unmapped-both-read-and-mate	22.0	1.0	405.0	5.0	20.0	3321.0	6300.0
MUX5266.WHH5179.unmapped-both-read-and-mate	5.0	1.0	464.0	1.0	5.0	1070.0	5649.0
MUX5266.WHH5180.unmapped-both-read-and-mate	65.0	3.0	931.0	nan	nan	23066.0	73547.0
MUX5266.WHH5181.unmapped-both-read-and-mate	44.0	2.0	611.0	1.0	nan	12097.0	40788.0
MUX5266.WHH5182.unmapped-both-read-and-mate	6.0	1.0	403.0	3.0	4.0	2187.0	5555.0
MUX5266.WHH5183.unmapped-both-read-and-mate	56.0	nan	750.0	nan	nan	15986.0	51358.0
MUX5266.WHH5184.unmapped-both-read-and-mate	43.0	2.0	1038.0	nan	nan	19817.0	69377.0
MUX5266.WHH5187.unmapped-both-read-and-mate	14.0	1.0	366.0	5.0	15.0	2680.0	5395.0
MUX5266.WHH5188.unmapped-both-read-and-mate	187.0	1.0	2218.0	4.0	1.0	57759.0	201374.0
MUX5286.WHH4807.unmapped-both-read-and-mate	1.0	2.0	437.0	nan	1.0	42.0	5715.0
MUX5286.WHH4808.unmapped-both-read-and-mate	1.0	10.0	485.0	nan	nan	352.0	6974.0
MUX5286.WHH4809.unmapped-both-read-and-mate	2.0	2.0	464.0	2.0	14.0	200.0	5249.0
MUX5286.WHH4810.unmapped-both-read-and-mate	3.0	1.0	444.0	nan	nan	31.0	5737.0
MUX5286.WHH4811.unmapped-both-read-and-mate	2.0	4.0	527.0	nan	4.0	35.0	6600.0
MUX5286.WHH4815.unmapped-both-read-and-mate	1.0	1.0	514.0	1.0	nan	17.0	6439.0
MUX5286.WHH4816.unmapped-both-read-and-mate	1.0	1.0	545.0	nan	1.0	42.0	6992.0
MUX5286.WHH4817.unmapped-both-read-and-mate	nan	1.0	561.0	nan	nan	18.0	7184.0
MUX5286.WHH4818.unmapped-both-read-and-mate	1.0	nan	561.0	1.0	nan	23.0	6912.0
MUX5286.WHH4819.unmapped-both-read-and-mate	3.0	nan	616.0	nan	6.0	49.0	7681.0
MUX5287.WHH4820.unmapped-both-read-and-mate	2.0	4.0	556.0	1.0	nan	55.0	5781.0
MUX5287.WHH4821.unmapped-both-read-and-mate	6.0	2.0	449.0	nan	nan	35.0	8213.0
MUX5287.WHH4823.unmapped-both-read-and-mate	2.0	2.0	484.0	nan	6.0	77.0	5469.0
MUX5287.WHH4826.unmapped-both-read-and-mate	1.0	25.0	618.0	4.0	4.0	91.0	6806.0
MUX5287.WHH4827.unmapped-both-read-and-mate	4.0	2.0	561.0	nan	nan	44.0	5898.0
MUX5287.WHH4830.unmapped-both-read-and-mate	2.0	1.0	519.0	nan	nan	44.0	5568.0
MUX5287.WHH4831.unmapped-both-read-and-mate	3.0	1.0	520.0	nan	nan	22.0	5034.0
MUX5287.WHH4832.unmapped-both-read-and-mate	3.0	5.0	526.0	nan	5.0	539.0	6597.0
MUX5288.WHH4833.unmapped-both-read-and-mate	nan	1.0	456.0	nan	nan	5198.0	6513.0
MUX5288.WHH4834.unmapped-both-read-and-mate	nan	1.0	451.0	nan	nan	19.0	4434.0
MUX5288.WHH4835.unmapped-both-read-and-mate	3.0	nan	617.0	nan	nan	31.0	5213.0
MUX5288.WHH4837.unmapped-both-read-and-mate	2.0	1.0	480.0	nan	nan	31.0	4430.0
MUX5288.WHH4838.unmapped-both-read-and-mate	10.0	nan	467.0	nan	nan	19.0	4218.0
MUX5288.WHH4839.unmapped-both-read-and-mate	1.0	nan	517.0	1.0	nan	33.0	4549.0
MUX5288.WHH4840.unmapped-both-read-and-mate	1.0	1.0	418.0	nan	1.0	58.0	3752.0
MUX5288.WHH4844.unmapped-both-read-and-mate	2.0	1.0	400.0	1.0	nan	23.0	4027.0
MUX5288.WHH4847.unmapped-both-read-and-mate	nan	nan	334.0	nan	1.0	35.0	4109.0
MUX5288.WHH4849.unmapped-both-read-and-mate	2.0	nan	391.0	1.0	nan	216.0	3776.0
MUX5289.WHH4851.unmapped-both-read-and-mate	5.0	1.0	408.0	nan	nan	25.0	5089.0
MUX5289.WHH4852.unmapped-both-read-and-mate	2.0	nan	404.0	nan	nan	10.0	4483.0
MUX5289.WHH4853.unmapped-both-read-and-mate	nan	nan	462.0	nan	nan	31.0	5025.0
MUX5289.WHH4854.unmapped-both-read-and-mate	nan	nan	584.0	nan	nan	874.0	10107.0
MUX5289.WHH4855.unmapped-both-read-and-mate	1.0	2.0	523.0	nan	nan	15.0	5163.0
MUX5289.WHH4856.unmapped-both-read-and-mate	60.0	1.0	550.0	3.0	5.0	279.0	6025.0
MUX5289.WHH4857.unmapped-both-read-and-mate	2.0	1.0	569.0	nan	nan	19.0	5588.0
