Sample	Proteobacteria	Chordata	Actinobacteria	Firmicutes	Bacteroidetes	Other	Unclassified
MUX5264.WHH5170.unmapped-both-read-and-mate	68.0	927.0	9213.0	6591.0	2.0	1200.0	55702.0
MUX5266.WHH5178.unmapped-both-read-and-mate	3331.0	405.0	15.0	9.0	nan	14.0	6300.0
MUX5266.WHH5188.unmapped-both-read-and-mate	264.0	2218.0	31741.0	21126.0	9.0	4812.0	201374.0
MUX5287.WHH4826.unmapped-both-read-and-mate	100.0	618.0	18.0	2.0	2.0	3.0	6806.0
MUX5287.WHH4831.unmapped-both-read-and-mate	15.0	520.0	6.0	nan	3.0	2.0	5034.0
MUX5288.WHH4837.unmapped-both-read-and-mate	16.0	480.0	12.0	2.0	nan	4.0	4430.0
MUX5288.WHH4844.unmapped-both-read-and-mate	13.0	400.0	8.0	1.0	1.0	4.0	4027.0
MUX5295.WHH4869.unmapped-both-read-and-mate	14.0	401.0	11.0	nan	2.0	1.0	3619.0
MUX5297.WHH4901.unmapped-both-read-and-mate	79.0	386.0	165.0	96.0	nan	18.0	4035.0
MUX5299.WHH4929.unmapped-both-read-and-mate	26.0	502.0	5.0	3.0	2.0	5.0	6421.0
MUX5299.WHH4933.unmapped-both-read-and-mate	8.0	462.0	7.0	nan	nan	3.0	6204.0
MUX5300.WHH4939.unmapped-both-read-and-mate	26.0	423.0	17.0	1.0	2.0	1.0	5550.0
MUX5301.WHB829.unmapped-both-read-and-mate	176.0	352.0	17.0	1.0	3.0	5.0	4891.0
MUX5301.WHB859.unmapped-both-read-and-mate	99.0	420.0	10.0	3.0	4.0	5.0	4945.0
MUX5301.WHH5002.unmapped-both-read-and-mate	39.0	567.0	17.0	5.0	6.0	14.0	6288.0
MUX5303.WHH5035.unmapped-both-read-and-mate	279.0	854.0	3842.0	2898.0	nan	498.0	31380.0
MUX5304.WHH5077.unmapped-both-read-and-mate	3830.0	549.0	39.0	81.0	19.0	8.0	9154.0
MUX5305.WHH4949.unmapped-both-read-and-mate	11.0	493.0	3.0	11.0	4.0	1.0	7443.0
MUX5306.WHH4953.unmapped-both-read-and-mate	14.0	458.0	9.0	3.0	3.0	0.0	7311.0
MUX5306.WHH4957.unmapped-both-read-and-mate	17.0	478.0	5.0	1.0	nan	2.0	6658.0
MUX5310.WHH4978.unmapped-both-read-and-mate	23.0	406.0	8.0	1.0	9.0	1.0	3742.0
MUX5310.WHH4979.unmapped-both-read-and-mate	43.0	440.0	6.0	1.0	nan	2.0	4083.0
MUX5310.WHH4980.unmapped-both-read-and-mate	15.0	408.0	8.0	1.0	nan	1.0	4091.0
MUX5310.WHH4987.unmapped-both-read-and-mate	23.0	331.0	10.0	1.0	2.0	0.0	3302.0
MUX5311.WHB876.unmapped-both-read-and-mate	3743.0	328.0	42.0	21.0	2.0	21.0	3729.0
MUX5311.WHB879.unmapped-both-read-and-mate	264.0	1776.0	32810.0	22733.0	4.0	4862.0	179386.0
MUX5311.WHB880.unmapped-both-read-and-mate	313.0	1927.0	32824.0	22182.0	6.0	4704.0	182826.0
MUX5312.WHB904.unmapped-both-read-and-mate	6211.0	415.0	6.0	2.0	2.0	28.0	5226.0
MUX5312.WHH4990.unmapped-both-read-and-mate	275.0	376.0	67.0	43.0	3.0	19.0	3817.0
MUX5323.WHB742.unmapped-both-read-and-mate	92.0	690.0	15.0	8.0	2.0	5.0	12159.0
MUX5325.WHH4897.unmapped-both-read-and-mate	54.0	722.0	420.0	286.0	4.0	111.0	12708.0
MUX5328.WHB907.unmapped-both-read-and-mate	9526.0	334.0	26.0	6.0	1.0	31.0	4938.0
MUX5328.WHB913.unmapped-both-read-and-mate	7850.0	334.0	14.0	1.0	nan	11.0	3968.0
MUX5328.WHB914.unmapped-both-read-and-mate	1379.0	373.0	6.0	3.0	2.0	4.0	3700.0
MUX5330.WHB929.unmapped-both-read-and-mate	4114.0	426.0	16.0	3.0	1.0	11.0	5499.0
MUX5331.WHB942.unmapped-both-read-and-mate	1022.0	396.0	7.0	1.0	1.0	1.0	4204.0
MUX5331.WHB943.unmapped-both-read-and-mate	1389.0	400.0	10.0	2.0	2.0	4.0	4378.0
MUX5339.WHB951.unmapped-both-read-and-mate	4712.0	642.0	17.0	1.0	2.0	9.0	11855.0
MUX5340.WHB962.unmapped-both-read-and-mate	476.0	623.0	13.0	2.0	1.0	1.0	9875.0
MUX5341.WHB969.unmapped-both-read-and-mate	555.0	468.0	7.0	3.0	3.0	2.0	8272.0
MUX5341.WHB975.unmapped-both-read-and-mate	1261.0	562.0	9.0	1.0	nan	7.0	10428.0
MUX5341.WHB979.unmapped-both-read-and-mate	992.0	605.0	9.0	5.0	3.0	5.0	9941.0
MUX5344.WHB997.unmapped-both-read-and-mate	13530.0	342.0	28.0	1.0	nan	28.0	6172.0
MUX5347.WHB1023.unmapped-both-read-and-mate	1455.0	315.0	9.0	3.0	nan	5.0	3561.0
MUX5349.WHB1048.unmapped-both-read-and-mate	825.0	418.0	2.0	2.0	1.0	8.0	4833.0
MUX5849.WHB1082.unmapped-both-read-and-mate	909.0	352.0	245.0	13.0	3.0	4.0	4369.0
MUX5850.WHB1086.unmapped-both-read-and-mate	980.0	407.0	15.0	1.0	nan	2.0	3583.0
MUX5851.WHB1093.unmapped-both-read-and-mate	3209.0	395.0	16.0	39.0	43.0	15.0	4481.0
MUX5851.WHB1094.unmapped-both-read-and-mate	1598.0	381.0	6.0	nan	3.0	10.0	3928.0
MUX5851.WHB1095.unmapped-both-read-and-mate	1689.0	402.0	53.0	nan	3.0	28.0	3979.0
MUX5851.WHB1097.unmapped-both-read-and-mate	1382.0	356.0	32.0	1.0	1.0	12.0	3894.0
MUX8076.WHB3389.unmapped-both-read-and-mate	413657.0	755.0	73784.0	49.0	27.0	649.0	64906.0
MUX8078.WHB3402.unmapped-both-read-and-mate	615288.0	837.0	98209.0	73.0	23.0	937.0	95327.0
MUX8080.WHB3405.unmapped-both-read-and-mate	803832.0	964.0	124086.0	80.0	70.0	1204.0	122122.0
MUX8082.WHB3416.unmapped-both-read-and-mate	169760.0	676.0	26982.0	17.0	16.0	274.0	34896.0
MUX8084.WHB3428.unmapped-both-read-and-mate	396933.0	908.0	58007.0	42.0	23.0	579.0	73822.0
MUX8085.WHB3432.unmapped-both-read-and-mate	411153.0	1066.0	58281.0	40.0	31.0	589.0	79564.0
MUX8089.WHB3450.unmapped-both-read-and-mate	562022.0	981.0	88834.0	87.0	48.0	784.0	90209.0
MUX8100.WHB3473.unmapped-both-read-and-mate	216893.0	834.0	13615.0	21.0	17.0	470.0	39635.0
MUX8100.WHB3475.unmapped-both-read-and-mate	918622.0	671.0	28017.0	69.0	50.0	704.0	91138.0
MUX8101.WHB3484.unmapped-both-read-and-mate	896051.0	815.0	22988.0	71.0	32.0	525.0	81625.0
MUX8104.WHB3500.unmapped-both-read-and-mate	1629987.0	899.0	42529.0	140.0	82.0	1103.0	144009.0
MUX8106.WHB3510.unmapped-both-read-and-mate	1412599.0	763.0	38182.0	104.0	71.0	946.0	126817.0
MUX8107.WHB3513.unmapped-both-read-and-mate	1145512.0	743.0	26198.0	82.0	45.0	716.0	102819.0
MUX8107.WHB3516.unmapped-both-read-and-mate	9770.0	744.0	2804.0	4.0	2.0	50.0	9506.0
MUX8108.WHB3519.unmapped-both-read-and-mate	376351.0	688.0	9605.0	27.0	23.0	267.0	38371.0
MUX8119.WHB3530.unmapped-both-read-and-mate	700585.0	936.0	16623.0	44.0	32.0	453.0	74150.0
MUX8122.WHB3544.unmapped-both-read-and-mate	725190.0	918.0	19544.0	56.0	40.0	524.0	77245.0
MUX8124.WHB3554.unmapped-both-read-and-mate	366169.0	791.0	7606.0	29.0	18.0	287.0	48317.0
MUX8183.WHB3574.unmapped-both-read-and-mate	262313.0	1012.0	25847.0	26.0	11.0	310.0	49023.0
MUX8184.WHB3583.unmapped-both-read-and-mate	240313.0	1127.0	15488.0	32.0	22.0	283.0	44583.0
MUX8189.WHB3606.unmapped-both-read-and-mate	393799.0	1006.0	25692.0	39.0	26.0	354.0	59806.0
MUX8193.WHB3624.unmapped-both-read-and-mate	785659.0	832.0	1079.0	9.0	11.0	344.0	64876.0
MUX8193.WHB3626.unmapped-both-read-and-mate	63789.0	782.0	7110.0	8.0	5.0	213.0	23795.0
MUX8194.WHB3629.unmapped-both-read-and-mate	293630.0	817.0	16312.0	28.0	17.0	331.0	38440.0
MUX8196.WHB3662.unmapped-both-read-and-mate	12887.0	1024.0	207.0	17.0	13.0	163.0	26458.0
MUX8197.WHB3665.unmapped-both-read-and-mate	103806.0	1059.0	993.0	13.0	8.0	186.0	40689.0
MUX8198.WHB3670.unmapped-both-read-and-mate	115882.0	1140.0	1147.0	8.0	12.0	135.0	40179.0
MUX8205.WHB3645.unmapped-both-read-and-mate	214610.0	847.0	20969.0	25.0	11.0	220.0	30704.0
MUX8212.WHB3721.unmapped-both-read-and-mate	37911.0	697.0	988.0	2.0	42.0	153.0	16614.0
MUX8219.WHB3738.unmapped-both-read-and-mate	157039.0	1093.0	763.0	11.0	12.0	162.0	39796.0
MUX8222.WHB3755.unmapped-both-read-and-mate	166499.0	1138.0	4305.0	13.0	16.0	332.0	43550.0
MUX8235.WHB3758.unmapped-both-read-and-mate	56371.0	896.0	1289.0	17.0	59.0	261.0	36038.0
MUX8237.WHB3768.unmapped-both-read-and-mate	484522.0	917.0	6183.0	48.0	30.0	509.0	67205.0
MUX8238.WHB3775.unmapped-both-read-and-mate	223257.0	872.0	769.0	17.0	19.0	250.0	38508.0
MUX8239.WHB3779.unmapped-both-read-and-mate	337917.0	703.0	3919.0	38.0	25.0	353.0	44174.0
MUX8241.WHB3789.unmapped-both-read-and-mate	10791.0	635.0	237.0	6.0	10.0	129.0	15754.0
MUX8243.WHB3796.unmapped-both-read-and-mate	384571.0	712.0	409.0	23.0	25.0	237.0	40735.0
MUX8243.WHB3798.unmapped-both-read-and-mate	10098.0	722.0	160.0	4.0	20.0	130.0	16268.0
MUX8244.WHB3803.unmapped-both-read-and-mate	512095.0	789.0	5682.0	52.0	29.0	472.0	58958.0
MUX8248.WHB3821.unmapped-both-read-and-mate	214295.0	969.0	282.0	13.0	15.0	179.0	48851.0
MUX8248.WHB3822.unmapped-both-read-and-mate	6357.0	870.0	132.0	7.0	25.0	64.0	28041.0
MUX8250.WHB3832.unmapped-both-read-and-mate	314995.0	983.0	339.0	26.0	21.0	289.0	51184.0
MUX8250.WHB3836.unmapped-both-read-and-mate	7237.0	909.0	139.0	8.0	11.0	99.0	26842.0
MUX8253.WHB3837.unmapped-both-read-and-mate	452706.0	729.0	5255.0	55.0	39.0	437.0	54013.0
MUX8257.WHB4866.unmapped-both-read-and-mate	753963.0	682.0	7780.0	92.0	63.0	965.0	91606.0
MUX8257.WHB4867.unmapped-both-read-and-mate	831745.0	598.0	9585.0	95.0	52.0	1022.0	102381.0
MUX8277.WHB4914.unmapped-both-read-and-mate	297433.0	954.0	4352.0	39.0	28.0	500.0	59336.0
MUX8277.WHB4916.unmapped-both-read-and-mate	420445.0	858.0	4864.0	46.0	32.0	435.0	60439.0
MUX8277.WHB4918.unmapped-both-read-and-mate	308273.0	870.0	4567.0	51.0	19.0	400.0	52564.0
MUX8278.WHB4923.unmapped-both-read-and-mate	262448.0	964.0	5159.0	26.0	20.0	284.0	48300.0
MUX8281.WHB4938.unmapped-both-read-and-mate	267629.0	634.0	5508.0	33.0	26.0	495.0	48680.0
MUX8282.WHB4943.unmapped-both-read-and-mate	507175.0	608.0	6827.0	66.0	25.0	505.0	58730.0
MUX8302.WHB4954.unmapped-both-read-and-mate	184285.0	733.0	4824.0	26.0	11.0	320.0	31789.0
MUX8302.WHB4956.unmapped-both-read-and-mate	287870.0	613.0	5753.0	35.0	20.0	314.0	37137.0
MUX8303.WHB4959.unmapped-both-read-and-mate	5701.0	598.0	188.0	76.0	26.0	62.0	8590.0
MUX8309.WHB4965.unmapped-both-read-and-mate	242835.0	1101.0	4850.0	38.0	25.0	300.0	58709.0
MUX8310.WHB4969.unmapped-both-read-and-mate	210744.0	1182.0	3426.0	34.0	13.0	242.0	61202.0
MUX8310.WHB4970.unmapped-both-read-and-mate	4228.0	1188.0	129.0	3.0	4.0	39.0	44558.0
MUX8314.WHB4990.unmapped-both-read-and-mate	358969.0	944.0	6745.0	35.0	30.0	434.0	59828.0
MUX8315.WHB4996.unmapped-both-read-and-mate	3796.0	891.0	112.0	2.0	2.0	38.0	26152.0
MUX8316.WHB5003.unmapped-both-read-and-mate	208565.0	887.0	2952.0	34.0	15.0	239.0	45765.0
MUX8329.WHB5079.unmapped-both-read-and-mate	112221.0	917.0	911.0	11.0	8.0	165.0	25935.0
MUX8329.WHB5082.unmapped-both-read-and-mate	32382.0	908.0	235.0	6.0	4.0	226.0	13368.0
MUX8330.WHB5084.unmapped-both-read-and-mate	55782.0	859.0	369.0	6.0	6.0	112.0	15521.0
MUX8332.WHB5095.unmapped-both-read-and-mate	72724.0	669.0	500.0	5.0	9.0	126.0	17026.0
MUX8337.WHB5109.unmapped-both-read-and-mate	117838.0	766.0	693.0	13.0	8.0	170.0	24319.0
MUX8353.WHB5055.unmapped-both-read-and-mate	70348.0	950.0	607.0	9.0	8.0	139.0	30071.0
MUX8364.WHB5157.unmapped-both-read-and-mate	61997.0	1205.0	900.0	16.0	19.0	145.0	41381.0
MUX8367.WHB5170.unmapped-both-read-and-mate	78322.0	1146.0	1169.0	12.0	10.0	133.0	29751.0
MUX8367.WHB5172.unmapped-both-read-and-mate	66999.0	1194.0	971.0	12.0	12.0	109.0	26528.0
MUX8368.WHB5175.unmapped-both-read-and-mate	100767.0	1359.0	1845.0	17.0	26.0	162.0	30654.0
MUX8368.WHB5176.unmapped-both-read-and-mate	140379.0	1076.0	2611.0	13.0	8.0	188.0	31134.0
MUX8370.WHB5185.unmapped-both-read-and-mate	102694.0	922.0	1843.0	16.0	8.0	138.0	23999.0
MUX8386.WHB5341.unmapped-both-read-and-mate	16035.0	996.0	254.0	8.0	7.0	160.0	27603.0
MUX8388.WHB5350.unmapped-both-read-and-mate	11656.0	833.0	285.0	7.0	7.0	151.0	23712.0
MUX8390.WHB5360.unmapped-both-read-and-mate	29952.0	429.0	626.0	11.0	20.0	403.0	36706.0
MUX8391.WHB5365.unmapped-both-read-and-mate	8524.0	744.0	171.0	5.0	6.0	110.0	15660.0
MUX8435.WHB5403.unmapped-both-read-and-mate	142551.0	1296.0	5523.0	31.0	11.0	269.0	69147.0
MUX8436.WHB5408.unmapped-both-read-and-mate	188132.0	1065.0	5400.0	12.0	11.0	299.0	51622.0
MUX8437.WHB5414.unmapped-both-read-and-mate	74480.0	882.0	2381.0	13.0	15.0	179.0	32374.0
MUX8445.WHB5440.unmapped-both-read-and-mate	165467.0	1211.0	5931.0	26.0	10.0	269.0	57267.0
MUX8459.WHB5456.unmapped-both-read-and-mate	246505.0	693.0	7992.0	30.0	19.0	405.0	40092.0
MUX8460.WHB5464.unmapped-both-read-and-mate	103834.0	727.0	3803.0	15.0	20.0	228.0	23518.0
MUX8461.WHB5469.unmapped-both-read-and-mate	177297.0	621.0	6025.0	25.0	14.0	341.0	32901.0
MUX8680.WHB5487.unmapped-both-read-and-mate	2649.0	664.0	949.0	4.0	1.0	17.0	17014.0
MUX8688.WHB5534.unmapped-both-read-and-mate	3501.0	525.0	324.0	41.0	76.0	48.0	10512.0
MUX8699.WHB5572.unmapped-both-read-and-mate	7860.0	388.0	2268.0	4.0	12.0	73.0	7944.0
MUX8700.WHB5577.unmapped-both-read-and-mate	5506.0	375.0	904.0	5.0	5.0	52.0	6232.0
MUX8718.WHB5653.unmapped-both-read-and-mate	4817.0	721.0	594.0	5.0	8.0	4807.0	24905.0
MUX8721.WHB5669.unmapped-both-read-and-mate	1372.0	426.0	325.0	1.0	3.0	18.0	13376.0
MUX8746.WHB5602.unmapped-both-read-and-mate	1954.0	370.0	519.0	5.0	3.0	7.0	10249.0
MUX8748.WHB5680.unmapped-both-read-and-mate	3731.0	370.0	2221.0	5.0	15.0	36.0	11019.0
MUX8755.WHB5715.unmapped-both-read-and-mate	3431.0	369.0	531.0	1.0	3.0	21.0	7387.0
MUX8783.WHB5850.unmapped-both-read-and-mate	7086.0	440.0	2804.0	5.0	10.0	98.0	13219.0
MUX8831.WHH6818.unmapped-both-read-and-mate	7816.0	443.0	473.0	6.0	6.0	62.0	11317.0
MUX8835.WHH6868.unmapped-both-read-and-mate	9757.0	492.0	1461.0	9.0	114.0	99.0	16465.0
MUX8846.WHH6914.unmapped-both-read-and-mate	9281.0	352.0	861.0	20.0	16.0	432.0	17301.0
MUX8850.WHH6931.unmapped-both-read-and-mate	6243.0	359.0	746.0	46.0	5.0	59.0	6704.0
MUX8853.WHH6952.unmapped-both-read-and-mate	9325.0	391.0	1644.0	3.0	8.0	62.0	8356.0
MUX8855.WHH6964.unmapped-both-read-and-mate	7139.0	271.0	533.0	10.0	2.0	45.0	6058.0
MUX8857.WHH6963.unmapped-both-read-and-mate	5654.0	303.0	289.0	3.0	8.0	38.0	6270.0
MUX8871.WHH7034.unmapped-both-read-and-mate	5610.0	515.0	204.0	2.0	6.0	42.0	14611.0
MUX8872.WHH7041.unmapped-both-read-and-mate	6239.0	476.0	1666.0	2.0	5.0	70.0	14772.0
MUX8935.WHH7083.unmapped-both-read-and-mate	6130.0	532.0	473.0	9.0	8.0	42.0	12209.0
MUX8944.WHH6980.unmapped-both-read-and-mate	14663.0	660.0	1039.0	253.0	18.0	173.0	33516.0
MUX8946.WHH7080.unmapped-both-read-and-mate	7433.0	648.0	384.0	5.0	7.0	57.0	27771.0
MUX8950.WHH7139.unmapped-both-read-and-mate	10881.0	542.0	575.0	6.0	10.0	161.0	19638.0
MUX8950.WHH7142.unmapped-both-read-and-mate	4108.0	519.0	541.0	2.0	3.0	44.0	16341.0
MUX8951.WHH7153.unmapped-both-read-and-mate	3584.0	460.0	406.0	5.0	5.0	36.0	11290.0
MUX8951.WHH7158.unmapped-both-read-and-mate	12004.0	649.0	1054.0	12.0	24.0	109.0	20649.0
MUX8960.WHB3854.unmapped-both-read-and-mate	2592.0	1271.0	117.0	4.0	4.0	35.0	45247.0
MUX8972.WHB3888.unmapped-both-read-and-mate	4396.0	876.0	96.0	21.0	1.0	193.0	20684.0
MUX8974.WHB3866.unmapped-both-read-and-mate	7171.0	2478.0	212.0	57.0	8.0	97.0	105441.0
MUX8975.WHB3864.unmapped-both-read-and-mate	3294.0	2088.0	116.0	8.0	6.0	55.0	84503.0
MUX8981.WHB3909.unmapped-both-read-and-mate	4128.0	942.0	77.0	3.0	nan	68.0	16872.0
MUX8981.WHB3910.unmapped-both-read-and-mate	2245.0	750.0	63.0	1.0	2.0	28.0	11439.0
MUX8982.WHB3915.unmapped-both-read-and-mate	5027.0	1794.0	84.0	6.0	3.0	74.0	79224.0
MUX8982.WHB3916.unmapped-both-read-and-mate	2276.0	1463.0	64.0	2.0	2.0	41.0	60115.0
MUX8983.WHB3922.unmapped-both-read-and-mate	4539.0	1421.0	126.0	7.0	6.0	55.0	55247.0
MUX8985.WHB3927.unmapped-both-read-and-mate	590.0	904.0	21.0	1.0	1.0	9.0	25553.0
MUX8985.WHB3928.unmapped-both-read-and-mate	2945.0	1056.0	72.0	2.0	3.0	38.0	33141.0
MUX8985.WHB3931.unmapped-both-read-and-mate	3346.0	1184.0	57.0	5.0	2.0	36.0	34753.0
MUX8989.WHB3939.unmapped-both-read-and-mate	5459.0	1331.0	172.0	162.0	192.0	112.0	48488.0
MUX9013.WHB3962.unmapped-both-read-and-mate	6750.0	948.0	206.0	7.0	5.0	104.0	20512.0
MUX9017.WHB3972.unmapped-both-read-and-mate	10548.0	1698.0	250.0	9.0	18.0	140.0	62251.0
MUX9019.WHB3989.unmapped-both-read-and-mate	11284.0	1345.0	222.0	13.0	7.0	136.0	58578.0
MUX9022.WHB3997.unmapped-both-read-and-mate	10340.0	790.0	291.0	8.0	13.0	148.0	16029.0
MUX9022.WHB3999.unmapped-both-read-and-mate	9326.0	976.0	809.0	9.0	9.0	128.0	16628.0
MUX9022.WHB4005.unmapped-both-read-and-mate	9402.0	732.0	221.0	15.0	11.0	136.0	15779.0
MUX9032.WHB4051.unmapped-both-read-and-mate	1347.0	774.0	46.0	2.0	2.0	24.0	18806.0
MUX9037.WHB4006.unmapped-both-read-and-mate	9659.0	1093.0	255.0	451.0	812.0	153.0	38968.0
MUX9037.WHB4007.unmapped-both-read-and-mate	10677.0	1403.0	243.0	284.0	13.0	132.0	44689.0
MUX9038.WHB4011.unmapped-both-read-and-mate	7455.0	1203.0	175.0	74.0	12.0	90.0	36390.0
MUX9038.WHB4012.unmapped-both-read-and-mate	2454.0	1094.0	57.0	28.0	3.0	162.0	26174.0
MUX9046.WHB4035.unmapped-both-read-and-mate	15746.0	925.0	1077.0	485.0	45.0	329.0	34503.0
MUX9049.WHB4076.unmapped-both-read-and-mate	2814.0	1452.0	78.0	6.0	2.0	48.0	51900.0
MUX9049.WHB4077.unmapped-both-read-and-mate	2296.0	1039.0	90.0	6.0	1.0	30.0	39799.0
MUX9058.WHB4122.unmapped-both-read-and-mate	2907.0	1146.0	170.0	6.0	3.0	23.0	22768.0
MUX9084.WHB4137.unmapped-both-read-and-mate	2129.0	421.0	97.0	85.0	26.0	20.0	7481.0
MUX9085.WHB4142.unmapped-both-read-and-mate	533.0	818.0	80.0	6.0	2.0	5.0	6459.0
MUX9094.WHB4183.unmapped-both-read-and-mate	4671.0	787.0	188.0	16.0	32.0	4.0	15662.0
MUX9097.WHB4203.unmapped-both-read-and-mate	1503.0	1033.0	395.0	40.0	44.0	7.0	16767.0
MUX9101.WHB4211.unmapped-both-read-and-mate	2051.0	558.0	270.0	792.0	5.0	7.0	5499.0
MUX9101.WHB4223.unmapped-both-read-and-mate	739.0	683.0	61.0	8.0	2.0	4.0	5547.0
MUX9102.WHB4228.unmapped-both-read-and-mate	1860.0	637.0	72.0	2.0	nan	5.0	5490.0
MUX9103.WHB4235.unmapped-both-read-and-mate	2078.0	777.0	146.0	68.0	13.0	8.0	6012.0
MUX9109.WHB4261.unmapped-both-read-and-mate	393.0	835.0	45.0	4.0	2.0	2.0	28866.0
MUX9123.WHB4276.unmapped-both-read-and-mate	1129.0	570.0	187.0	5.0	nan	8.0	6439.0
MUX9123.WHB4278.unmapped-both-read-and-mate	392.0	646.0	28.0	2.0	nan	1.0	7364.0
MUX9126.WHB4281.unmapped-both-read-and-mate	1086.0	1053.0	216.0	34.0	nan	16.0	22458.0
MUX9126.WHB4291.unmapped-both-read-and-mate	2300.0	835.0	395.0	57.0	1.0	18.0	16602.0
MUX9127.WHB4298.unmapped-both-read-and-mate	512.0	963.0	124.0	15.0	15.0	8.0	16545.0
MUX9130.WHB4315.unmapped-both-read-and-mate	286.0	739.0	19.0	61.0	4.0	1.0	8154.0
MUX9132.WHB4326.unmapped-both-read-and-mate	314.0	536.0	123.0	nan	1.0	1.0	5082.0
MUX9137.WHB4338.unmapped-both-read-and-mate	358.0	1296.0	131.0	10.0	2.0	4.0	35128.0
MUX9142.WHB4367.unmapped-both-read-and-mate	485.0	745.0	119.0	8.0	4.0	12.0	7094.0
MUX9143.WHB4376.unmapped-both-read-and-mate	263.0	663.0	17.0	8.0	1.0	2.0	5104.0
MUX9144.WHB4381.unmapped-both-read-and-mate	184.0	789.0	125.0	20.0	8.0	7.0	5418.0
MUX9145.WHB4387.unmapped-both-read-and-mate	911.0	801.0	102.0	6.0	4.0	6.0	9648.0
MUX9148.WHB4394.unmapped-both-read-and-mate	286.0	859.0	60.0	2.0	1.0	32.0	10887.0
MUX9148.WHB4400.unmapped-both-read-and-mate	587.0	901.0	184.0	5.0	nan	10.0	11157.0
MUX9152.WHB4413.unmapped-both-read-and-mate	122.0	719.0	16.0	nan	2.0	4.0	6278.0
MUX9159.WHB4450.unmapped-both-read-and-mate	729.0	1995.0	104.0	1181.0	7.0	14.0	66492.0
MUX9159.WHB4451.unmapped-both-read-and-mate	780.0	1959.0	112.0	68.0	22.0	23.0	62720.0
MUX9194.WHB4480.unmapped-both-read-and-mate	764.0	774.0	33.0	7.0	nan	16.0	5810.0
MUX9196.WHB4490.unmapped-both-read-and-mate	1317.0	865.0	96.0	23.0	5.0	14.0	8313.0
MUX9197.WHB4504.unmapped-both-read-and-mate	738.0	607.0	15.0	12.0	8.0	9.0	7764.0
MUX9200.WHB4515.unmapped-both-read-and-mate	2414.0	944.0	625.0	30.0	30.0	49.0	29637.0
MUX9201.WHB4526.unmapped-both-read-and-mate	2917.0	899.0	164.0	6.0	2.0	40.0	25869.0
MUX9204.WHB4539.unmapped-both-read-and-mate	4335.0	1348.0	788.0	876.0	339.0	93.0	65421.0
MUX9207.WHB4544.unmapped-both-read-and-mate	2544.0	812.0	54.0	3.0	4.0	30.0	15459.0
MUX9208.WHB4550.unmapped-both-read-and-mate	3858.0	1087.0	84.0	58.0	9.0	63.0	20932.0
MUX9210.WHB4560.unmapped-both-read-and-mate	3623.0	954.0	365.0	7.0	15.0	43.0	21299.0
MUX9216.WHB4587.unmapped-both-read-and-mate	1262.0	1218.0	34.0	3.0	4.0	20.0	49532.0
MUX9217.WHB4589.unmapped-both-read-and-mate	1841.0	1272.0	71.0	55.0	5.0	31.0	54100.0
MUX9227.WHB4596.unmapped-both-read-and-mate	1206.0	826.0	47.0	13.0	9.0	93.0	15558.0
MUX9227.WHB4598.unmapped-both-read-and-mate	2684.0	645.0	37.0	6.0	3.0	102.0	14584.0
MUX9228.WHB4604.unmapped-both-read-and-mate	2029.0	961.0	62.0	13.0	4.0	37.0	19776.0
MUX9229.WHB4603.unmapped-both-read-and-mate	2528.0	810.0	73.0	12.0	3.0	20.0	17554.0
MUX9229.WHB4605.unmapped-both-read-and-mate	3110.0	862.0	165.0	10.0	9.0	43.0	18872.0
MUX9232.WHB4622.unmapped-both-read-and-mate	469.0	1019.0	28.0	77.0	4.0	10.0	33066.0
MUX9233.WHB4628.unmapped-both-read-and-mate	404.0	829.0	33.0	6.0	1.0	7.0	26466.0
MUX9237.WHB4643.unmapped-both-read-and-mate	202.0	1767.0	14.0	22.0	1.0	9.0	72358.0
MUX9238.WHB4651.unmapped-both-read-and-mate	563.0	1314.0	27.0	7.0	1.0	2.0	50714.0
MUX9240.WHB4661.unmapped-both-read-and-mate	1053.0	1248.0	104.0	39.0	5.0	10.0	43945.0
MUX9241.WHB4720.unmapped-both-read-and-mate	161.0	575.0	8.0	4.0	nan	3.0	9455.0
MUX9242.WHB4667.unmapped-both-read-and-mate	346.0	615.0	33.0	19.0	nan	9.0	10144.0
MUX9245.WHB4689.unmapped-both-read-and-mate	239.0	1036.0	30.0	7.0	2.0	6.0	32533.0
MUX9254.WHB4669.unmapped-both-read-and-mate	613.0	600.0	26.0	nan	nan	6.0	7407.0
MUX9255.WHB4675.unmapped-both-read-and-mate	201.0	585.0	87.0	282.0	15.0	2.0	6153.0
MUX9261.WHB4710.unmapped-both-read-and-mate	201.0	758.0	17.0	nan	2.0	7.0	15909.0
MUX9263.WHB4722.unmapped-both-read-and-mate	511.0	781.0	37.0	1.0	nan	3.0	15408.0
MUX9264.WHB4715.unmapped-both-read-and-mate	203.0	683.0	82.0	21.0	32.0	5.0	8552.0
MUX9276.WHB4733.unmapped-both-read-and-mate	437.0	1038.0	79.0	29.0	26.0	6.0	37055.0
MUX9277.WHB4739.unmapped-both-read-and-mate	284.0	1190.0	144.0	51.0	60.0	4.0	39557.0
MUX9280.WHB4753.unmapped-both-read-and-mate	254.0	682.0	26.0	18.0	10.0	4.0	8404.0
MUX9281.WHB4760.unmapped-both-read-and-mate	230.0	587.0	51.0	22.0	19.0	2.0	8037.0
