Sample	Bacteria	Eukaryota	Viruses	Archaea	Unclassified
MUX8089.WHB3450.unmapped-both-read-and-mate	651735.0	981.0	11.0	29.0	90209.0
MUX8100.WHB3473.unmapped-both-read-and-mate	230728.0	834.0	284.0	4.0	39635.0
MUX8100.WHB3475.unmapped-both-read-and-mate	947442.0	671.0	2.0	18.0	91138.0
MUX8101.WHB3484.unmapped-both-read-and-mate	919642.0	815.0	11.0	14.0	81625.0
MUX8104.WHB3500.unmapped-both-read-and-mate	1673792.0	899.0	20.0	29.0	144009.0
MUX8106.WHB3510.unmapped-both-read-and-mate	1451879.0	763.0	2.0	21.0	126817.0
MUX8107.WHB3513.unmapped-both-read-and-mate	1172525.0	743.0	11.0	17.0	102819.0
MUX8107.WHB3516.unmapped-both-read-and-mate	12628.0	744.0	1.0	1.0	9506.0
MUX8108.WHB3519.unmapped-both-read-and-mate	386270.0	688.0	nan	3.0	38371.0
MUX8119.WHB3530.unmapped-both-read-and-mate	717720.0	936.0	1.0	16.0	74150.0
MUX8122.WHB3544.unmapped-both-read-and-mate	745301.0	918.0	47.0	6.0	77245.0
MUX8124.WHB3554.unmapped-both-read-and-mate	374103.0	791.0	1.0	5.0	48317.0
MUX8183.WHB3574.unmapped-both-read-and-mate	288484.0	1012.0	8.0	15.0	49023.0
MUX8184.WHB3583.unmapped-both-read-and-mate	256130.0	1127.0	2.0	6.0	44583.0
MUX8189.WHB3606.unmapped-both-read-and-mate	419897.0	1006.0	nan	13.0	59806.0
MUX8193.WHB3624.unmapped-both-read-and-mate	787078.0	832.0	3.0	21.0	64876.0
MUX8193.WHB3626.unmapped-both-read-and-mate	71107.0	782.0	10.0	8.0	23795.0
MUX8194.WHB3629.unmapped-both-read-and-mate	310276.0	817.0	26.0	16.0	38440.0
MUX8196.WHB3662.unmapped-both-read-and-mate	13275.0	1024.0	8.0	4.0	26458.0
MUX8197.WHB3665.unmapped-both-read-and-mate	105001.0	1059.0	5.0	nan	40689.0
MUX8198.WHB3670.unmapped-both-read-and-mate	117176.0	1140.0	2.0	6.0	40179.0
MUX8205.WHB3645.unmapped-both-read-and-mate	235825.0	847.0	1.0	9.0	30704.0
MUX8212.WHB3721.unmapped-both-read-and-mate	39083.0	697.0	12.0	1.0	16614.0
MUX8219.WHB3738.unmapped-both-read-and-mate	157982.0	1093.0	3.0	2.0	39796.0
MUX8222.WHB3755.unmapped-both-read-and-mate	171088.0	1138.0	65.0	12.0	43550.0
MUX8235.WHB3758.unmapped-both-read-and-mate	57979.0	896.0	16.0	2.0	36038.0
MUX8237.WHB3768.unmapped-both-read-and-mate	491271.0	917.0	3.0	18.0	67205.0
MUX8238.WHB3775.unmapped-both-read-and-mate	224302.0	872.0	5.0	5.0	38508.0
MUX8239.WHB3779.unmapped-both-read-and-mate	342230.0	703.0	15.0	7.0	44174.0
MUX8241.WHB3789.unmapped-both-read-and-mate	11162.0	635.0	9.0	2.0	15754.0
MUX8243.WHB3796.unmapped-both-read-and-mate	385253.0	712.0	10.0	2.0	40735.0
MUX8243.WHB3798.unmapped-both-read-and-mate	10408.0	722.0	3.0	1.0	16268.0
MUX8244.WHB3803.unmapped-both-read-and-mate	518319.0	789.0	1.0	10.0	58958.0
MUX8248.WHB3821.unmapped-both-read-and-mate	214776.0	969.0	5.0	3.0	48851.0
MUX8248.WHB3822.unmapped-both-read-and-mate	6580.0	870.0	3.0	2.0	28041.0
MUX8250.WHB3832.unmapped-both-read-and-mate	315663.0	983.0	5.0	2.0	51184.0
MUX8250.WHB3836.unmapped-both-read-and-mate	7489.0	909.0	2.0	3.0	26842.0
MUX8253.WHB3837.unmapped-both-read-and-mate	458463.0	729.0	18.0	11.0	54013.0
MUX8257.WHB4866.unmapped-both-read-and-mate	762817.0	682.0	12.0	34.0	91606.0
MUX8257.WHB4867.unmapped-both-read-and-mate	842474.0	598.0	3.0	22.0	102381.0
MUX8277.WHB4914.unmapped-both-read-and-mate	302333.0	954.0	6.0	13.0	59336.0
MUX8277.WHB4916.unmapped-both-read-and-mate	425812.0	858.0	3.0	7.0	60439.0
MUX8277.WHB4918.unmapped-both-read-and-mate	313300.0	870.0	nan	10.0	52564.0
MUX8278.WHB4923.unmapped-both-read-and-mate	267925.0	964.0	5.0	7.0	48300.0
MUX8281.WHB4938.unmapped-both-read-and-mate	273653.0	634.0	32.0	6.0	48680.0
MUX8282.WHB4943.unmapped-both-read-and-mate	514586.0	608.0	3.0	9.0	58730.0
MUX8302.WHB4954.unmapped-both-read-and-mate	189450.0	733.0	9.0	7.0	31789.0
MUX8302.WHB4956.unmapped-both-read-and-mate	293982.0	613.0	2.0	8.0	37137.0
MUX8303.WHB4959.unmapped-both-read-and-mate	6052.0	598.0	1.0	nan	8590.0
MUX8309.WHB4965.unmapped-both-read-and-mate	248035.0	1101.0	2.0	11.0	58709.0
MUX8310.WHB4969.unmapped-both-read-and-mate	214450.0	1182.0	4.0	5.0	61202.0
MUX8310.WHB4970.unmapped-both-read-and-mate	4397.0	1188.0	4.0	2.0	44558.0
MUX8314.WHB4990.unmapped-both-read-and-mate	366201.0	944.0	1.0	11.0	59828.0
MUX8315.WHB4996.unmapped-both-read-and-mate	3947.0	891.0	1.0	2.0	26152.0
MUX8316.WHB5003.unmapped-both-read-and-mate	211796.0	887.0	5.0	4.0	45765.0
MUX8329.WHB5079.unmapped-both-read-and-mate	113309.0	917.0	1.0	6.0	25935.0
MUX8329.WHB5082.unmapped-both-read-and-mate	32676.0	908.0	177.0	nan	13368.0
MUX8330.WHB5084.unmapped-both-read-and-mate	56270.0	859.0	2.0	3.0	15521.0
MUX8332.WHB5095.unmapped-both-read-and-mate	73361.0	669.0	1.0	2.0	17026.0
MUX8337.WHB5109.unmapped-both-read-and-mate	118716.0	766.0	1.0	5.0	24319.0
MUX8353.WHB5055.unmapped-both-read-and-mate	71108.0	950.0	1.0	2.0	30071.0
MUX8364.WHB5157.unmapped-both-read-and-mate	63075.0	1205.0	nan	2.0	41381.0
MUX8367.WHB5170.unmapped-both-read-and-mate	79640.0	1146.0	nan	6.0	29751.0
MUX8367.WHB5172.unmapped-both-read-and-mate	68100.0	1194.0	3.0	nan	26528.0
MUX8368.WHB5175.unmapped-both-read-and-mate	102810.0	1359.0	3.0	4.0	30654.0
MUX8368.WHB5176.unmapped-both-read-and-mate	143194.0	1076.0	1.0	4.0	31134.0
MUX8370.WHB5185.unmapped-both-read-and-mate	104687.0	922.0	9.0	3.0	23999.0
MUX8386.WHB5341.unmapped-both-read-and-mate	16458.0	996.0	3.0	3.0	27603.0
MUX8388.WHB5350.unmapped-both-read-and-mate	12097.0	833.0	6.0	3.0	23712.0
MUX8390.WHB5360.unmapped-both-read-and-mate	30983.0	429.0	18.0	11.0	36706.0
MUX8391.WHB5365.unmapped-both-read-and-mate	8813.0	744.0	3.0	nan	15660.0
MUX8435.WHB5403.unmapped-both-read-and-mate	148369.0	1296.0	7.0	9.0	69147.0
MUX8436.WHB5408.unmapped-both-read-and-mate	193845.0	1065.0	1.0	8.0	51622.0
MUX8437.WHB5414.unmapped-both-read-and-mate	77061.0	882.0	4.0	3.0	32374.0
MUX8445.WHB5440.unmapped-both-read-and-mate	171690.0	1211.0	1.0	12.0	57267.0
MUX8459.WHB5456.unmapped-both-read-and-mate	254933.0	693.0	2.0	16.0	40092.0
MUX8460.WHB5464.unmapped-both-read-and-mate	107893.0	727.0	3.0	4.0	23518.0
MUX8461.WHB5469.unmapped-both-read-and-mate	183696.0	621.0	3.0	3.0	32901.0
MUX8680.WHB5487.unmapped-both-read-and-mate	3618.0	664.0	2.0	nan	17014.0
MUX8688.WHB5534.unmapped-both-read-and-mate	3990.0	525.0	nan	nan	10512.0
MUX8699.WHB5572.unmapped-both-read-and-mate	10214.0	388.0	1.0	2.0	7944.0
MUX8700.WHB5577.unmapped-both-read-and-mate	6470.0	375.0	1.0	1.0	6232.0
MUX8718.WHB5653.unmapped-both-read-and-mate	5459.0	721.0	4772.0	nan	24905.0
MUX8721.WHB5669.unmapped-both-read-and-mate	1717.0	426.0	2.0	nan	13376.0
MUX8746.WHB5602.unmapped-both-read-and-mate	2488.0	370.0	nan	nan	10249.0
MUX8748.WHB5680.unmapped-both-read-and-mate	6007.0	370.0	1.0	nan	11019.0
MUX8755.WHB5715.unmapped-both-read-and-mate	3986.0	369.0	1.0	nan	7387.0
MUX8783.WHB5850.unmapped-both-read-and-mate	9990.0	440.0	1.0	12.0	13219.0
MUX8831.WHH6818.unmapped-both-read-and-mate	8361.0	443.0	2.0	nan	11317.0
MUX8835.WHH6868.unmapped-both-read-and-mate	11434.0	492.0	1.0	5.0	16465.0
MUX8846.WHH6914.unmapped-both-read-and-mate	10602.0	352.0	3.0	5.0	17301.0
MUX8850.WHH6931.unmapped-both-read-and-mate	7093.0	359.0	5.0	1.0	6704.0
MUX8853.WHH6952.unmapped-both-read-and-mate	11041.0	391.0	1.0	nan	8356.0
MUX8855.WHH6964.unmapped-both-read-and-mate	7721.0	271.0	7.0	1.0	6058.0
MUX8857.WHH6963.unmapped-both-read-and-mate	5992.0	303.0	nan	nan	6270.0
MUX8871.WHH7034.unmapped-both-read-and-mate	5864.0	515.0	nan	nan	14611.0
MUX8872.WHH7041.unmapped-both-read-and-mate	7977.0	476.0	3.0	2.0	14772.0
MUX8935.WHH7083.unmapped-both-read-and-mate	6658.0	532.0	3.0	1.0	12209.0
MUX8944.WHH6980.unmapped-both-read-and-mate	16139.0	660.0	1.0	6.0	33516.0
MUX8946.WHH7080.unmapped-both-read-and-mate	7883.0	648.0	1.0	2.0	27771.0
MUX8950.WHH7139.unmapped-both-read-and-mate	11628.0	542.0	3.0	2.0	19638.0
MUX8950.WHH7142.unmapped-both-read-and-mate	4690.0	519.0	6.0	2.0	16341.0
MUX8951.WHH7153.unmapped-both-read-and-mate	4033.0	460.0	3.0	nan	11290.0
MUX8951.WHH7158.unmapped-both-read-and-mate	13200.0	649.0	1.0	2.0	20649.0
MUX8960.WHB3854.unmapped-both-read-and-mate	2750.0	1271.0	1.0	1.0	45247.0
MUX8972.WHB3888.unmapped-both-read-and-mate	4580.0	876.0	126.0	1.0	20684.0
MUX8974.WHB3866.unmapped-both-read-and-mate	7539.0	2478.0	5.0	1.0	105441.0
MUX8975.WHB3864.unmapped-both-read-and-mate	3477.0	2088.0	2.0	nan	84503.0
MUX8981.WHB3909.unmapped-both-read-and-mate	4274.0	942.0	nan	2.0	16872.0
MUX8981.WHB3910.unmapped-both-read-and-mate	2336.0	750.0	2.0	1.0	11439.0
MUX8982.WHB3915.unmapped-both-read-and-mate	5190.0	1794.0	1.0	3.0	79224.0
MUX8982.WHB3916.unmapped-both-read-and-mate	2384.0	1463.0	nan	1.0	60115.0
MUX8983.WHB3922.unmapped-both-read-and-mate	4721.0	1421.0	12.0	nan	55247.0
MUX8985.WHB3927.unmapped-both-read-and-mate	622.0	904.0	nan	nan	25553.0
MUX8985.WHB3928.unmapped-both-read-and-mate	3057.0	1056.0	2.0	1.0	33141.0
MUX8985.WHB3931.unmapped-both-read-and-mate	3445.0	1184.0	nan	1.0	34753.0
MUX8989.WHB3939.unmapped-both-read-and-mate	6092.0	1331.0	3.0	2.0	48488.0
MUX9013.WHB3962.unmapped-both-read-and-mate	7049.0	948.0	18.0	5.0	20512.0
MUX9017.WHB3972.unmapped-both-read-and-mate	10958.0	1698.0	nan	7.0	62251.0
MUX9019.WHB3989.unmapped-both-read-and-mate	11657.0	1345.0	3.0	2.0	58578.0
MUX9022.WHB3997.unmapped-both-read-and-mate	10798.0	790.0	2.0	nan	16029.0
MUX9022.WHB3999.unmapped-both-read-and-mate	10276.0	976.0	2.0	3.0	16628.0
MUX9022.WHB4005.unmapped-both-read-and-mate	9780.0	732.0	1.0	4.0	15779.0
MUX9032.WHB4051.unmapped-both-read-and-mate	1417.0	774.0	2.0	2.0	18806.0
MUX9037.WHB4006.unmapped-both-read-and-mate	11325.0	1093.0	3.0	2.0	38968.0
MUX9037.WHB4007.unmapped-both-read-and-mate	11337.0	1403.0	3.0	9.0	44689.0
MUX9038.WHB4011.unmapped-both-read-and-mate	7802.0	1203.0	1.0	3.0	36390.0
MUX9038.WHB4012.unmapped-both-read-and-mate	2576.0	1094.0	127.0	1.0	26174.0
MUX9046.WHB4035.unmapped-both-read-and-mate	17675.0	925.0	7.0	nan	34503.0
MUX9049.WHB4076.unmapped-both-read-and-mate	2945.0	1452.0	1.0	2.0	51900.0
MUX9049.WHB4077.unmapped-both-read-and-mate	2422.0	1039.0	1.0	nan	39799.0
MUX9058.WHB4122.unmapped-both-read-and-mate	3108.0	1146.0	nan	1.0	22768.0
MUX9084.WHB4137.unmapped-both-read-and-mate	2356.0	421.0	1.0	nan	7481.0
MUX9085.WHB4142.unmapped-both-read-and-mate	626.0	818.0	nan	nan	6459.0
MUX9094.WHB4183.unmapped-both-read-and-mate	4911.0	787.0	nan	nan	15662.0
MUX9097.WHB4203.unmapped-both-read-and-mate	1988.0	1033.0	1.0	nan	16767.0
MUX9101.WHB4211.unmapped-both-read-and-mate	3124.0	558.0	1.0	nan	5499.0
MUX9101.WHB4223.unmapped-both-read-and-mate	813.0	683.0	nan	1.0	5547.0
MUX9102.WHB4228.unmapped-both-read-and-mate	1939.0	637.0	nan	nan	5490.0
MUX9103.WHB4235.unmapped-both-read-and-mate	2310.0	777.0	3.0	nan	6012.0
MUX9109.WHB4261.unmapped-both-read-and-mate	446.0	835.0	nan	nan	28866.0
MUX9123.WHB4276.unmapped-both-read-and-mate	1329.0	570.0	nan	nan	6439.0
MUX9123.WHB4278.unmapped-both-read-and-mate	423.0	646.0	nan	nan	7364.0
MUX9126.WHB4281.unmapped-both-read-and-mate	1352.0	1053.0	nan	nan	22458.0
MUX9126.WHB4291.unmapped-both-read-and-mate	2770.0	835.0	nan	1.0	16602.0
MUX9127.WHB4298.unmapped-both-read-and-mate	674.0	963.0	nan	nan	16545.0
MUX9130.WHB4315.unmapped-both-read-and-mate	371.0	739.0	nan	nan	8154.0
MUX9132.WHB4326.unmapped-both-read-and-mate	439.0	536.0	nan	nan	5082.0
MUX9137.WHB4338.unmapped-both-read-and-mate	505.0	1296.0	nan	nan	35128.0
MUX9142.WHB4367.unmapped-both-read-and-mate	621.0	745.0	7.0	nan	7094.0
MUX9143.WHB4376.unmapped-both-read-and-mate	289.0	663.0	2.0	nan	5104.0
MUX9144.WHB4381.unmapped-both-read-and-mate	344.0	789.0	nan	nan	5418.0
MUX9145.WHB4387.unmapped-both-read-and-mate	1028.0	801.0	1.0	nan	9648.0
MUX9148.WHB4394.unmapped-both-read-and-mate	379.0	859.0	2.0	nan	10887.0
MUX9148.WHB4400.unmapped-both-read-and-mate	784.0	901.0	2.0	nan	11157.0
MUX9152.WHB4413.unmapped-both-read-and-mate	144.0	719.0	nan	nan	6278.0
MUX9159.WHB4450.unmapped-both-read-and-mate	2035.0	1995.0	nan	nan	66492.0
MUX9159.WHB4451.unmapped-both-read-and-mate	1001.0	1959.0	1.0	3.0	62720.0
MUX9194.WHB4480.unmapped-both-read-and-mate	819.0	774.0	nan	1.0	5810.0
MUX9196.WHB4490.unmapped-both-read-and-mate	1452.0	865.0	3.0	nan	8313.0
MUX9197.WHB4504.unmapped-both-read-and-mate	782.0	607.0	nan	nan	7764.0
MUX9200.WHB4515.unmapped-both-read-and-mate	3148.0	944.0	nan	nan	29637.0
MUX9201.WHB4526.unmapped-both-read-and-mate	3129.0	899.0	nan	nan	25869.0
MUX9204.WHB4539.unmapped-both-read-and-mate	6429.0	1348.0	1.0	1.0	65421.0
MUX9207.WHB4544.unmapped-both-read-and-mate	2633.0	812.0	1.0	1.0	15459.0
MUX9208.WHB4550.unmapped-both-read-and-mate	4068.0	1087.0	2.0	2.0	20932.0
MUX9210.WHB4560.unmapped-both-read-and-mate	4053.0	954.0	nan	nan	21299.0
MUX9216.WHB4587.unmapped-both-read-and-mate	1322.0	1218.0	1.0	nan	49532.0
MUX9217.WHB4589.unmapped-both-read-and-mate	2001.0	1272.0	nan	2.0	54100.0
MUX9227.WHB4596.unmapped-both-read-and-mate	1368.0	826.0	nan	nan	15558.0
MUX9227.WHB4598.unmapped-both-read-and-mate	2830.0	645.0	nan	2.0	14584.0
MUX9228.WHB4604.unmapped-both-read-and-mate	2145.0	961.0	nan	nan	19776.0
MUX9229.WHB4603.unmapped-both-read-and-mate	2636.0	810.0	nan	nan	17554.0
MUX9229.WHB4605.unmapped-both-read-and-mate	3336.0	862.0	1.0	nan	18872.0
MUX9232.WHB4622.unmapped-both-read-and-mate	588.0	1019.0	nan	nan	33066.0
MUX9233.WHB4628.unmapped-both-read-and-mate	451.0	829.0	nan	nan	26466.0
MUX9237.WHB4643.unmapped-both-read-and-mate	247.0	1767.0	1.0	nan	72358.0
MUX9238.WHB4651.unmapped-both-read-and-mate	600.0	1314.0	nan	nan	50714.0
MUX9240.WHB4661.unmapped-both-read-and-mate	1207.0	1248.0	1.0	3.0	43945.0
MUX9241.WHB4720.unmapped-both-read-and-mate	176.0	575.0	nan	nan	9455.0
MUX9242.WHB4667.unmapped-both-read-and-mate	406.0	615.0	1.0	nan	10144.0
MUX9245.WHB4689.unmapped-both-read-and-mate	284.0	1036.0	nan	nan	32533.0
MUX9254.WHB4669.unmapped-both-read-and-mate	645.0	600.0	nan	nan	7407.0
MUX9255.WHB4675.unmapped-both-read-and-mate	586.0	585.0	nan	1.0	6153.0
MUX9261.WHB4710.unmapped-both-read-and-mate	224.0	758.0	3.0	nan	15909.0
MUX9263.WHB4722.unmapped-both-read-and-mate	552.0	781.0	nan	nan	15408.0
MUX9264.WHB4715.unmapped-both-read-and-mate	343.0	683.0	nan	nan	8552.0
MUX9276.WHB4733.unmapped-both-read-and-mate	577.0	1038.0	nan	nan	37055.0
MUX9277.WHB4739.unmapped-both-read-and-mate	543.0	1190.0	nan	nan	39557.0
MUX9280.WHB4753.unmapped-both-read-and-mate	312.0	682.0	nan	nan	8404.0
MUX9281.WHB4760.unmapped-both-read-and-mate	324.0	587.0	nan	nan	8037.0
MUX9283.WHB4787.unmapped-both-read-and-mate	691.0	566.0	nan	nan	5322.0
MUX9285.WHB4766.unmapped-both-read-and-mate	228.0	860.0	nan	nan	13685.0
MUX9285.WHB4771.unmapped-both-read-and-mate	183.0	643.0	nan	nan	11928.0
MUX9286.WHB4781.unmapped-both-read-and-mate	814.0	907.0	nan	nan	15734.0
MUX9292.WHB4790.unmapped-both-read-and-mate	391.0	892.0	nan	nan	23989.0
MUX9293.WHB4802.unmapped-both-read-and-mate	293.0	862.0	nan	nan	21183.0
MUX9295.WHB4795.unmapped-both-read-and-mate	1508.0	2138.0	1.0	nan	87537.0
MUX9295.WHB4804.unmapped-both-read-and-mate	285.0	1164.0	nan	1.0	50570.0
MUX9305.WHB4819.unmapped-both-read-and-mate	158.0	1187.0	nan	nan	19732.0
MUX9305.WHB4825.unmapped-both-read-and-mate	49.0	1063.0	nan	nan	18247.0
MUX9309.WHB4845.unmapped-both-read-and-mate	367.0	1493.0	nan	nan	35850.0
MUX9309.WHB4846.unmapped-both-read-and-mate	147.0	797.0	nan	nan	18829.0
MUX9340.WHB4101.unmapped-both-read-and-mate	2994.0	1266.0	1.0	1.0	50260.0
MUX9367.WHB6115.unmapped-both-read-and-mate	5664.0	556.0	1.0	2.0	7199.0
MUX9367.WHB6118.unmapped-both-read-and-mate	5667.0	288.0	2202.0	2.0	5789.0
MUX9369.WHB6119.unmapped-both-read-and-mate	6588.0	378.0	1546.0	2.0	7299.0
MUX9391.WHB6196.unmapped-both-read-and-mate	9991.0	356.0	2.0	1.0	8061.0
MUX9400.WHB6147.unmapped-both-read-and-mate	6334.0	420.0	5.0	1.0	9181.0
MUX9402.WHB6165.unmapped-both-read-and-mate	13167.0	517.0	1.0	2.0	16482.0
MUX9426.WHB8814.unmapped-both-read-and-mate	7256.0	529.0	nan	3.0	13671.0
MUX9430.WHB8858.unmapped-both-read-and-mate	4639.0	596.0	17.0	2.0	13770.0
MUX9430.WHB8859.unmapped-both-read-and-mate	5529.0	483.0	7.0	1.0	11751.0
MUX9436.WHB8890.unmapped-both-read-and-mate	4251.0	563.0	2.0	4.0	15415.0
MUX9445.WHB8935.unmapped-both-read-and-mate	5610.0	384.0	nan	nan	6948.0
MUX9454.WHB8999.unmapped-both-read-and-mate	7557.0	930.0	3.0	3.0	39274.0
MUX9456.WHB8983.unmapped-both-read-and-mate	13303.0	814.0	1.0	nan	37600.0
MUX9456.WHB8986.unmapped-both-read-and-mate	7018.0	768.0	nan	3.0	33541.0
MUX9471.WHB9133.unmapped-both-read-and-mate	7028.0	257.0	1.0	2.0	6255.0
MUX9498.WHB9073.unmapped-both-read-and-mate	7898.0	1044.0	5.0	1.0	26868.0
MUX9502.WHB9093.unmapped-both-read-and-mate	7924.0	694.0	2.0	1.0	23865.0
MUX9513.WHB9264.unmapped-both-read-and-mate	44134.0	513.0	7.0	9.0	42621.0
MUX9515.WHB9276.unmapped-both-read-and-mate	14387.0	533.0	1.0	3.0	21264.0
MUX9515.WHB9281.unmapped-both-read-and-mate	24763.0	642.0	5.0	2.0	30513.0
MUX9517.WHB9293.unmapped-both-read-and-mate	28228.0	384.0	4.0	9.0	21267.0
MUX9522.WHB9315.unmapped-both-read-and-mate	8235.0	356.0	nan	4.0	8132.0
MUX9522.WHB9317.unmapped-both-read-and-mate	86678.0	348.0	2.0	16.0	54484.0
MUX9542.WHB9360.unmapped-both-read-and-mate	5910.0	875.0	13.0	nan	30229.0
MUX9560.WHB9443.unmapped-both-read-and-mate	12759.0	580.0	3.0	4.0	23751.0
MUX9564.WHB9469.unmapped-both-read-and-mate	13124.0	631.0	nan	5.0	26656.0
MUX9566.WHB9477.unmapped-both-read-and-mate	6311.0	570.0	nan	2.0	16442.0
MUX9567.WHB9487.unmapped-both-read-and-mate	27464.0	595.0	3.0	7.0	31507.0
MUX9573.WHB9430.unmapped-both-read-and-mate	5942.0	550.0	nan	1.0	13897.0
MUX9577.WHB9047.unmapped-both-read-and-mate	11374.0	512.0	2.0	4.0	12046.0
MUX9590.WHB9516.unmapped-both-read-and-mate	25618.0	595.0	3.0	4.0	23175.0
MUX9591.WHB9519.unmapped-both-read-and-mate	12551.0	516.0	2.0	3.0	15794.0
MUX9596.WHB9552.unmapped-both-read-and-mate	1278.0	553.0	nan	nan	9294.0
MUX9602.WHB9590.unmapped-both-read-and-mate	7786.0	689.0	1.0	1.0	15019.0
MUX9611.WHB9635.unmapped-both-read-and-mate	15569.0	643.0	1.0	4.0	29328.0
MUX9612.WHB9579.unmapped-both-read-and-mate	13720.0	377.0	2.0	8.0	13284.0
MUX9612.WHB9640.unmapped-both-read-and-mate	15886.0	420.0	nan	1.0	12823.0
MUX9617.WHB9663.unmapped-both-read-and-mate	24060.0	383.0	14.0	7.0	18808.0
MUX9630.WHB9735.unmapped-both-read-and-mate	9144.0	671.0	2.0	3.0	26441.0
MUX9645.WHB9751.unmapped-both-read-and-mate	2612.0	748.0	1.0	nan	15855.0
MUX9647.WHB9769.unmapped-both-read-and-mate	2960.0	658.0	3.0	nan	11492.0
MUX9659.WHB9839.unmapped-both-read-and-mate	3064.0	611.0	5.0	nan	14258.0
MUX9663.WHB9851.unmapped-both-read-and-mate	4402.0	366.0	nan	1.0	5216.0
MUX9665.WHB9854.unmapped-both-read-and-mate	6020.0	360.0	2.0	7.0	6096.0
MUX9665.WHB9855.unmapped-both-read-and-mate	8731.0	375.0	nan	6.0	7808.0
MUX9667.WHB9870.unmapped-both-read-and-mate	17166.0	434.0	6.0	6.0	15230.0
MUX9673.WHB9901.unmapped-both-read-and-mate	58831.0	507.0	6.0	14.0	42174.0
MUX9675.WHB9900.unmapped-both-read-and-mate	45769.0	409.0	2.0	9.0	31778.0
MUX9684.WHB9952.unmapped-both-read-and-mate	6869.0	633.0	nan	2.0	22759.0
MUX9689.WHB9996.unmapped-both-read-and-mate	17925.0	625.0	1.0	5.0	25538.0
MUX9691.WHB9987.unmapped-both-read-and-mate	12395.0	562.0	1.0	nan	19132.0
MUX9695.WHB10002.unmapped-both-read-and-mate	5309.0	497.0	2.0	6.0	14269.0
MUX9695.WHB10009.unmapped-both-read-and-mate	9452.0	518.0	3.0	3.0	17843.0
MUX9696.WHB10014.unmapped-both-read-and-mate	5868.0	735.0	nan	1.0	23273.0
MUX9701.WHB10046.unmapped-both-read-and-mate	46099.0	879.0	10.0	13.0	57490.0
MUX9710.WHB8840.unmapped-both-read-and-mate	12986.0	395.0	4.0	7.0	11974.0
MUX9726.WHB10276.unmapped-both-read-and-mate	6555.0	488.0	1.0	5.0	11589.0
MUX9745.WHB10189.unmapped-both-read-and-mate	2807.0	299.0	nan	1.0	4126.0
MUX9747.WHB10207.unmapped-both-read-and-mate	7272.0	407.0	4.0	1.0	6574.0
MUX9766.WHB10093.unmapped-both-read-and-mate	3860.0	1010.0	nan	1.0	43817.0
MUX9767.WHB10110.unmapped-both-read-and-mate	3348.0	920.0	1.0	1.0	37215.0
MUX9768.WHB10107.unmapped-both-read-and-mate	1858.0	1588.0	6.0	1.0	65748.0
MUX9800.WHB10239.unmapped-both-read-and-mate	9508.0	379.0	2.0	3.0	9356.0
MUX9804.WHB10368.unmapped-both-read-and-mate	3881.0	354.0	nan	nan	5751.0
MUX9807.WHB10460.unmapped-both-read-and-mate	5278.0	347.0	nan	nan	4097.0
MUX9811.WHB9408.unmapped-both-read-and-mate	3080.0	369.0	63.0	nan	4256.0
MUX9814.WHB9759.unmapped-both-read-and-mate	4865.0	511.0	45.0	1.0	8236.0
MUX9824.WHB10385.unmapped-both-read-and-mate	3714.0	479.0	nan	nan	7759.0
MUX9829.WHB10417.unmapped-both-read-and-mate	5460.0	458.0	1.0	1.0	9569.0
MUX9831.WHB10424.unmapped-both-read-and-mate	4987.0	643.0	2.0	1.0	22531.0
MUX9832.WHB10426.unmapped-both-read-and-mate	4981.0	693.0	1.0	3.0	34378.0
MUX9843.WHB10094.unmapped-both-read-and-mate	4813.0	774.0	3.0	1.0	31300.0
MUX9936.WHB10569.unmapped-both-read-and-mate	7729.0	633.0	4.0	nan	20859.0
MUX9937.WHB10599.unmapped-both-read-and-mate	6876.0	419.0	2.0	1.0	19613.0
MUX9960.WHB6364.unmapped-both-read-and-mate	247.0	1114.0	72.0	nan	41774.0
MUX9967.WHB7729.unmapped-both-read-and-mate	3669.0	1448.0	nan	1.0	58149.0
MUX9970.WHB7668.unmapped-both-read-and-mate	46.0	765.0	3.0	nan	21333.0
MUX9974.WHB7686.unmapped-both-read-and-mate	120.0	537.0	6.0	nan	7891.0
MUX9975.WHB7692.unmapped-both-read-and-mate	56.0	525.0	9.0	nan	8080.0
MUX9976.WHB7702.unmapped-both-read-and-mate	45.0	666.0	4.0	nan	11606.0
MUX9977.WHB7698.unmapped-both-read-and-mate	25.0	625.0	nan	nan	10749.0
MUX9980.WHB6399.unmapped-both-read-and-mate	1932.0	449.0	nan	nan	5418.0
MUX9980.WHB6400.unmapped-both-read-and-mate	1726.0	397.0	nan	nan	5029.0
MUX9992.WHB6265.unmapped-both-read-and-mate	1387.0	319.0	3.0	nan	4749.0
MUX9999.WHB6349.unmapped-both-read-and-mate	234.0	980.0	40.0	nan	37532.0
PRISM_topup.0116-0065.unmapped-both-read-and-mate	596355.0	1020.0	18.0	390.0	54666.0
PRISM_topup.0416-0025.unmapped-both-read-and-mate	518023.0	1145.0	7.0	10.0	78295.0
PRISM_topup.0416-0079.unmapped-both-read-and-mate	918970.0	1701.0	1.0	11.0	102617.0
PRISM_topup.0515-0023.unmapped-both-read-and-mate	1414411.0	1225.0	35.0	28.0	208762.0
PRISM_topup.0615-0016.unmapped-both-read-and-mate	1478569.0	1082.0	5.0	18.0	116214.0
